Title	Source	Date	Category	Group
Los incendios en Córdoba siguen sin control y las lluvias recién traerían alivio el viernes por la noche	Clarín	Thu, 24 Sep 2020 11:41:50 GMT	Noticias destacadas	1
Bomberos siguen combatiendo distintos focos en las sierras	Cadena 3	Thu, 24 Sep 2020 11:41:50 GMT	Noticias destacadas	1
Lucha sin tregua: continúan los incendios en las Sierras	Cadena 3	Thu, 24 Sep 2020 11:41:50 GMT	Noticias destacadas	1
En llamas: dos enormes incendios serranos siguen activos	La Voz del Interior	Thu, 24 Sep 2020 11:41:50 GMT	Noticias destacadas	1
Incendios en Córdoba: uno por uno, qué focos permanecen activos y cuáles controlados	La Voz del Interior	Thu, 24 Sep 2020 11:41:50 GMT	Noticias destacadas	1
La Corte Suprema confirmó las condenas por la Tragedia de Once	infobae	Thu, 24 Sep 2020 19:11:21 GMT	Noticias destacadas	2
Miguel Pesce quedó en el centro de las críticas del Frente de Todos por los problemas con la venta de dólares	Clarín	Thu, 24 Sep 2020 20:48:45 GMT	Noticias destacadas	3
El dólar libre alcanzó un nuevo récord de cotización y baja el contado con liqui	infobae	Thu, 24 Sep 2020 20:48:45 GMT	Noticias destacadas	3
Dólar hoy: a cuánto cerró este jueves 24 de septiembre	ámbito.com	Thu, 24 Sep 2020 20:48:45 GMT	Noticias destacadas	3
No existe la posibilidad de un corralito o corralón	ámbito.com	Thu, 24 Sep 2020 20:48:45 GMT	Noticias destacadas	3
El dólar blue ganó $ 2 mientras el contado con liqui se desplomó más de 5%	El Cronista Comercial	Thu, 24 Sep 2020 20:48:45 GMT	Noticias destacadas	3
El Ministerio de Salud dijo que hay una “federalización de la pandemia” de coronavirus en Argentina	Télam	Wed, 23 Sep 2020 23:53:05 GMT	Noticias destacadas	4
El Gobierno informó 424 nuevas muertes por coronavirus, pero sólo 42 se produjeron ayer	infobae	Wed, 23 Sep 2020 23:53:05 GMT	Noticias destacadas	4
Coronavirus en Argentina: se registraron 424 muertos y 12.625 casos en las últimas 24 horas | El reporte...	Página 12	Wed, 23 Sep 2020 23:53:05 GMT	Noticias destacadas	4
Coronavirus en Argentina: 424 nuevas muertes y récord de contagios en 24 horas, 12.625	MDZ Online	Wed, 23 Sep 2020 23:53:05 GMT	Noticias destacadas	4
Tercer día seguido con más de 400 muertes	El Patagónico	Wed, 23 Sep 2020 23:53:05 GMT	Noticias destacadas	4
IFE 4: quiénes no cobrarían el beneficio en octubre	FILO	Thu, 24 Sep 2020 01:10:37 GMT	Noticias destacadas	5
El IFE de octubre tendrá más limitaciones que las entregas anteriores	La 100	Thu, 24 Sep 2020 01:10:37 GMT	Noticias destacadas	5
Crecen las denuncias: alerta por nueva estafa por WhatsApp con el IFE	Crónica 	Thu, 24 Sep 2020 01:10:37 GMT	Noticias destacadas	5
El sorpresivo cambio que podría tener el bono de 10.000 pesos de Anses	MDZ Online	Thu, 24 Sep 2020 01:10:37 GMT	Noticias destacadas	5
Alerta por una nueva estafa por WhatsApp con el IFE	iProfesional.com	Thu, 24 Sep 2020 01:10:37 GMT	Noticias destacadas	5
El Fondo Monetario comenzará a evaluar la economía argentina en octubre	Clarín	Thu, 24 Sep 2020 16:33:36 GMT	Noticias destacadas	6
El FMI confirmó que enviará una misión a la Argentina a principios de octubre	infobae	Thu, 24 Sep 2020 16:33:36 GMT	Noticias destacadas	6
El FMI confirmó que enviará una misión a Argentina a principios de octubre | Después del pedido de Alb...	Página 12	Thu, 24 Sep 2020 16:33:36 GMT	Noticias destacadas	6
FMI. Ya tiene fecha la primera misión para negociar con el Gobierno	LA NACION	Thu, 24 Sep 2020 16:33:36 GMT	Noticias destacadas	6
El FMI enviará una misión a la Argentina en octubre	Todo Noticias	Thu, 24 Sep 2020 16:33:36 GMT	Noticias destacadas	6
Dieron de baja concesiones viales que se habían otorgado durante el gobierno de Mauricio Macri	infobae	Thu, 24 Sep 2020 19:31:17 GMT	Noticias destacadas	7
Katopodis: “El esquema Público-Privado del macrismo fue un fracaso" | Rescindieron contratos de corredor...	Página 12	Thu, 24 Sep 2020 19:31:17 GMT	Noticias destacadas	7
El Gobierno dio de baja concesiones viales firmadas por la gestión de Macri	LA NACION	Thu, 24 Sep 2020 19:31:17 GMT	Noticias destacadas	7
PPP: el Gobierno rescindió los contratos de dos corredores viales	ámbito.com	Thu, 24 Sep 2020 19:31:17 GMT	Noticias destacadas	7
El Gobierno dio de baja los contratos PPP de dos corredores viales	El Cronista Comercial	Thu, 24 Sep 2020 19:31:17 GMT	Noticias destacadas	7
El costo de la Policía porteña: los argumentos de Ciudad y Nación para dar pelea en la Corte	Clarín	Thu, 24 Sep 2020 13:20:00 GMT	Noticias destacadas	8
La Corte le giró al procurador Casal el reclamo de Rodríguez Larreta por el recorte de la coparticipación	infobae	Thu, 24 Sep 2020 13:20:00 GMT	Noticias destacadas	8
La pelea por la coparticipación: la Corte Suprema empezó a tramitar la demanda de la Ciudad y le envió el caso al procurador para que opine	LA NACION	Thu, 24 Sep 2020 13:20:00 GMT	Noticias destacadas	8
Senado: avanza el kirchnerismo en la quita de fondos a Rodríguez Larreta	LA NACION	Thu, 24 Sep 2020 13:20:00 GMT	Noticias destacadas	8
Coparticipación: la Corte giró a la Procuración para que opine	MDZ Online	Thu, 24 Sep 2020 13:20:00 GMT	Noticias destacadas	8
Alberto Fernández apuntó contra los “pícaros que tomaron deuda, compraron dólares y se los llevaron fuera del país”	infobae	Thu, 24 Sep 2020 17:41:03 GMT	Noticias destacadas	9
Alberto Fernández entregó viviendas Procrear que Macri dejó inconclusas | "No sé si fue inoperancia, ide...	Página 12	Thu, 24 Sep 2020 17:41:03 GMT	Noticias destacadas	9
Procrear: el detrás de escena de un acto para una foto mentirosa	MDZ Online	Thu, 24 Sep 2020 17:41:03 GMT	Noticias destacadas	9
Alberto Fernández: \"Los pícaros compraron dólares una y otra vez y se los llevaron afuera del país\"	ámbito.com	Thu, 24 Sep 2020 17:41:03 GMT	Noticias destacadas	9
Alberto Fernández: "Los pícaros compraron dólares una y otra vez y se los llevaron del país"	Diario El Dia	Thu, 24 Sep 2020 17:41:03 GMT	Noticias destacadas	9
La violación al principio del juez natural	Clarín	Thu, 24 Sep 2020 12:06:00 GMT	Noticias destacadas	10
Protestas en Tribunales por la "independencia" del Poder Judicial	Crónica 	Thu, 24 Sep 2020 12:06:00 GMT	Noticias destacadas	10
La Cámara Federal designó autoridades de sus salas y dejó afuera a Bruglia y Bertuzzi | La situación de ...	Página 12	Thu, 24 Sep 2020 12:06:00 GMT	Noticias destacadas	10
La Corte adelanta el futuro de Cristina Kirchner y Mauricio Macri	LA NACION	Thu, 24 Sep 2020 12:06:00 GMT	Noticias destacadas	10
Tensión e incertidumbre en la Casa Rosada por el posible rechazo de la Corte a la remoción de jueces	TN - Todo Noticias	Thu, 24 Sep 2020 12:06:00 GMT	Noticias destacadas	10
La Unión Europea envió una misión diplomática a Venezuela para tratar un aplazamiento de las elecciones parlamentarias	infobae	Thu, 24 Sep 2020 15:52:50 GMT	Noticias destacadas	11
La UE manda una misión a Venezuela para negociar unas elecciones creíbles	EL PAÍS	Thu, 24 Sep 2020 15:52:50 GMT	Noticias destacadas	11
EEUU respondió al envío de la misión diplomática de la UE a Caracas: “No se negocia con alguien dispuesto a asesinar a miles de personas”	infobae	Thu, 24 Sep 2020 15:52:50 GMT	Noticias destacadas	11
Estados Unidos vuelve a chocar con la UE: ahora por Maduro	ámbito.com	Thu, 24 Sep 2020 15:52:50 GMT	Noticias destacadas	11
La popularidad de Jair Bolsonaro marca un nuevo récord y llega al 40% en plena pandemia	Clarín	Thu, 24 Sep 2020 18:49:00 GMT	Noticias destacadas	12
Popularidad récord: Bolsonaro alcanza la mayor aprobación de su mandato	LA NACION	Thu, 24 Sep 2020 18:49:00 GMT	Noticias destacadas	12
Bolsonaro afronta indemne la recesión y la crisis por el coronavirus: su aprobación subió al 40%	ámbito.com	Thu, 24 Sep 2020 18:49:00 GMT	Noticias destacadas	12
Continúan los discursos de líderes mundiales tras el choque entre EEUU y China	Télam	Thu, 24 Sep 2020 01:16:29 GMT	Noticias destacadas	13
Nicolás Maduro insistió en la ONU con que se llevarán adelante elecciones legislativas “transparentes” en Venezuela	infobae	Thu, 24 Sep 2020 01:16:29 GMT	Noticias destacadas	13
Juan Guaidó pidió a los países de la ONU que invoquen la responsabilidad de proteger en Venezuela	infobae	Thu, 24 Sep 2020 01:16:29 GMT	Noticias destacadas	13
Qué es la doctrina R2P y por qué es la última esperanza de la oposición venezolana	LA NACION	Thu, 24 Sep 2020 01:16:29 GMT	Noticias destacadas	13
Los torturadores han ganado en Venezuela	Diario Río Negro	Thu, 24 Sep 2020 01:16:29 GMT	Noticias destacadas	13
Renuncia bomba en el Vaticano: se va uno de los cardenales más poderosos	LA NACION	Thu, 24 Sep 2020 19:21:00 GMT	Noticias destacadas	14
Dólar. Estiman que los bancos volverán a vender entre mañana y el lunes	LA NACION	Thu, 24 Sep 2020 19:29:00 GMT	Noticias destacadas	15
Sin corralito: aseguran que hay respaldo para los dólares en los bancos	Perfil.com	Thu, 24 Sep 2020 01:30:39 GMT	Noticias destacadas	16
El informe económico que circuló entre expertos del mercado y calmó los nervios por el sistema financiero local	ámbito.com	Thu, 24 Sep 2020 01:30:39 GMT	Noticias destacadas	16
Moody's asegura que los depósitos en dólares tienen respaldo en el BCRA y se cae la operación del "corralito"	El Destape	Thu, 24 Sep 2020 01:30:39 GMT	Noticias destacadas	16
Moody's advierte que el "súper cepo" aumenta el riesgo de cese de pago de las empresas en Argentina	Diario Financiero	Thu, 24 Sep 2020 01:30:39 GMT	Noticias destacadas	16
Moody's advirtió que el súper cepo expone a la deuda corporativa a mayor riesgo de default	El Cronista Comercial	Thu, 24 Sep 2020 01:30:39 GMT	Noticias destacadas	16
Wall Street abre en verde y el Dow sube un 0,10 % en medio de volatilidad	infobae	Wed, 23 Sep 2020 23:37:30 GMT	Noticias destacadas	17
Wall Street avanza pese a negativo dato de empleo EEUU; Nasdaq lidera tendencia	infobae	Wed, 23 Sep 2020 23:37:30 GMT	Noticias destacadas	17
Wall Street se derrumbó hasta 3% arrastrada por caída en acciones tecnológicas y energéticas	ámbito.com	Wed, 23 Sep 2020 23:37:30 GMT	Noticias destacadas	17
Wall Street: Nike impulsa al S&amp;P 500 y el Dow Jones a la espera de datos económicos	ámbito.com	Wed, 23 Sep 2020 23:37:30 GMT	Noticias destacadas	17
"Hay riesgos de una venta masiva de acciones tecnológicas"	Bolsamania.com	Wed, 23 Sep 2020 23:37:30 GMT	Noticias destacadas	17
Qué presagia el mercado sobre la dinámica dólar financiero	ámbito.com	Thu, 24 Sep 2020 15:09:00 GMT	Noticias destacadas	18
Instagram lanza nuevas actualizaciones para Reels	infobae	Wed, 23 Sep 2020 19:57:33 GMT	Noticias destacadas	19
Así es la nueva interfaz de Instagram para Android y iOS	unocero	Wed, 23 Sep 2020 19:57:33 GMT	Noticias destacadas	19
Instagram dobla la duración de sus Reels, ¿suficiente?	El Output	Wed, 23 Sep 2020 19:57:33 GMT	Noticias destacadas	19
Instagram duplica la duración de sus Reels	El Nacional	Wed, 23 Sep 2020 19:57:33 GMT	Noticias destacadas	19
Instagram renueva su interfaz y da más protagonismo a Reels y compras	El Androide Libre	Wed, 23 Sep 2020 19:57:33 GMT	Noticias destacadas	19
La próxima versión de Microsoft Office se podrá comprar mediante pago único: no será necesaria una suscripción	Xataka	Wed, 23 Sep 2020 22:03:06 GMT	Noticias destacadas	20
Microsoft Office tendrá una nueva versión sin suscripción para Windows 10 y macOS el año que viene: no todo...	Genbeta	Wed, 23 Sep 2020 22:03:06 GMT	Noticias destacadas	20
Office 2021 está en camino como versión independiente	MuyComputer	Wed, 23 Sep 2020 22:03:06 GMT	Noticias destacadas	20
¿No quieres saber nada de suscripciones? Los indicios apuntan a una versión de Office para 2021 con pago...	Xataka Windows	Wed, 23 Sep 2020 22:03:06 GMT	Noticias destacadas	20
En 2021 por fin podrás usar Microsoft Office sin necesidad de una bendita suscripción	Gizmodo en Español	Wed, 23 Sep 2020 22:03:06 GMT	Noticias destacadas	20
Ring Always Home Cam, la última cámara de vigilancia de Amazon es en realidad un drone autónomo que...	Xataka	Thu, 24 Sep 2020 19:10:00 GMT	Noticias destacadas	21
Ring y su nueva cámara tipo drone que volará por tu casa para mantenerla siempre vigilada	Fayerwayer	Thu, 24 Sep 2020 19:10:00 GMT	Noticias destacadas	21
Amazon/Ring lanza un dron para vigilar el interior de tu casa, pero no lo compres	Hipertextual	Thu, 24 Sep 2020 19:10:00 GMT	Noticias destacadas	21
Amazon: Nuevos dispositivos Echo, Ring, Luna y hasta una cámara voladora para tu casa [fotos]	CNET en Español	Thu, 24 Sep 2020 19:10:00 GMT	Noticias destacadas	21
Ring Car Cam: Una cámara en tablero para protección —y con Amazon Alexa	CNET en Español	Thu, 24 Sep 2020 19:10:00 GMT	Noticias destacadas	21
Samsung Galaxy S20 FE, la versión económica del celular de alta gama de la compañía surcoreana	infobae	Thu, 24 Sep 2020 15:28:41 GMT	Noticias destacadas	22
UCN: Samsung Galaxy S20 FE, los iconos de iOS 14 y nuevo Fire TV Stick Lite	Unocero	Thu, 24 Sep 2020 15:28:41 GMT	Noticias destacadas	22
¿En qué se diferencia el Samsung Galaxy S20 del S20 FE?	Andro4all	Thu, 24 Sep 2020 15:28:41 GMT	Noticias destacadas	22
Galaxy Note 20 Ultra en Argentina: primeras impresiones, unboxing y review	Cultura Geek	Thu, 24 Sep 2020 15:28:41 GMT	Noticias destacadas	22
▷ Samsung Galaxy S20 FE: un smartphone dedicado a los fans a un precio competitivo | Tecnología	Noticias por el Mundo	Thu, 24 Sep 2020 15:28:41 GMT	Noticias destacadas	22
Confirmado: Tom Cruise viajará al espacio el próximo año	Clarín	Thu, 24 Sep 2020 09:58:00 GMT	Noticias destacadas	23
Tom Cruise viajará al espacio para grabar su próxima película	eltrece	Thu, 24 Sep 2020 09:58:00 GMT	Noticias destacadas	23
Tom Cruise viajará al espacio para filmar una película	Cadena 3	Thu, 24 Sep 2020 09:58:00 GMT	Noticias destacadas	23
Tom Cruise filmará una película en el espacio con ayuda de Elon Musk y la NASA	LA NACION	Thu, 24 Sep 2020 09:58:00 GMT	Noticias destacadas	23
Tom Cruise, con fecha para ir a la Estación Espacial Internacional a grabar su película	Rosario3.com	Thu, 24 Sep 2020 09:58:00 GMT	Noticias destacadas	23
The Beatles “destronados”: Rolling Stone renueva su lista de los 500 mejores discos	AR13	Thu, 24 Sep 2020 13:18:00 GMT	Noticias destacadas	24
Ranking: estos son los mejores discos de la historia	ámbito.com	Thu, 24 Sep 2020 13:18:00 GMT	Noticias destacadas	24
La protesta de Viggo Mortensen que revolucionó el Festival de San Sebastián	Caras	Wed, 23 Sep 2020 18:53:00 GMT	Noticias destacadas	25
Viggo Mortensen apoyó la vuelta a Boedo de San Lorenzo en el Festival de San Sebastián	eltrece	Wed, 23 Sep 2020 18:53:00 GMT	Noticias destacadas	25
Viggo Mortensen y el gesto a San Lorenzo en el Festival de San Sebastián que Marcelo Tinelli celebró	LA NACION	Wed, 23 Sep 2020 18:53:00 GMT	Noticias destacadas	25
Viggo tiene en la 'trinchera' un telonero de lujo	Diario Vasco	Wed, 23 Sep 2020 18:53:00 GMT	Noticias destacadas	25
"ME VERÁS VOLVER", Vigo Mortensen revolucionó el Festival de San Sebastián - Deportes #TFN	Telefe Noticias	Wed, 23 Sep 2020 18:53:00 GMT	Noticias destacadas	25
El esperanzador mensaje de BTS en la Asamblea General de la ONU	FILO	Wed, 23 Sep 2020 16:32:30 GMT	Noticias destacadas	26
Discurso de BTS en la ONU	El País	Wed, 23 Sep 2020 16:32:30 GMT	Noticias destacadas	26
“La vida continúa, sigamos viviendo”: el esperanzador mensaje que dio BTS para apoyar a los jóvenes ante la ONU	infobae	Wed, 23 Sep 2020 16:32:30 GMT	Noticias destacadas	26
Los integrantes de BTS se transforman en personajes de anime	NACIÓN REX	Wed, 23 Sep 2020 16:32:30 GMT	Noticias destacadas	26
La banda de K-pop BTS intervino en una reunión de la ONU con un mensaje esperanzador	Los Andes (Mendoza)	Wed, 23 Sep 2020 16:32:30 GMT	Noticias destacadas	26
Los argentinos del Sevilla frente al récord histórico del Bayern	Olé	Thu, 24 Sep 2020 20:32:10 GMT	Noticias destacadas	27
5 cosas: Europa se prepara para evitar ola de covid-19 como la de primavera y otras noticias	CNN	Thu, 24 Sep 2020 20:32:10 GMT	Noticias destacadas	27
Bayern vs Sevilla, Supercopa de Europa EN DIRECTO PRÓRROGA I MARCA	MARCA	Thu, 24 Sep 2020 20:32:10 GMT	Noticias destacadas	27
Sin mirar: Lucas Ocampos volvió a imitar Ronaldinho en el penal que abrió el marcador de la final entre Sevilla y Bayern Múnich	infobae	Thu, 24 Sep 2020 20:32:10 GMT	Noticias destacadas	27
Bayern Múnich le gana a Sevilla en el tiempo suplementario de la Supercopa de Europa	infobae	Thu, 24 Sep 2020 20:32:10 GMT	Noticias destacadas	27
Scaloni: "No le cerramos la puerta a nadie"	Olé	Thu, 24 Sep 2020 17:58:00 GMT	Noticias destacadas	28
Las bombas de Di María por no ser citado a la Selección	Olé	Thu, 24 Sep 2020 17:58:00 GMT	Noticias destacadas	28
Explosivas declaraciones de Ángel Di María luego de no ser citado a la Selección: “Es difícil de entender, ¿con 32 años estoy viejo?”	infobae	Thu, 24 Sep 2020 17:58:00 GMT	Noticias destacadas	28
Di María dijo no entender por qué no fue convocado a la selección	eltresTV	Thu, 24 Sep 2020 17:58:00 GMT	Noticias destacadas	28
Ángel Di María se quejó duramente porque no lo convocaron	El Ancasti Editorial	Thu, 24 Sep 2020 17:58:00 GMT	Noticias destacadas	28
Suárez se despidió del Barcelona y rompió en llanto	Olé	Thu, 24 Sep 2020 14:24:59 GMT	Noticias destacadas	29
Entre lágrimas, Luis Suárez se despidió del Barça: “Me quedo con que mis hijos me vieron levantar trofeos y jugar con el mejor de la historia”	infobae	Thu, 24 Sep 2020 14:24:59 GMT	Noticias destacadas	29
Video: el uruguayo Luis Suárez rompió en llanto durante su despedida	La Nueva	Thu, 24 Sep 2020 14:24:59 GMT	Noticias destacadas	29
Suárez se despidió del Barcelona para irse a Atlético de Madrid | Emotivo mensaje del uruguayo y apoyo i...	Página 12	Thu, 24 Sep 2020 14:24:59 GMT	Noticias destacadas	29
No pudo ni arrancar: Luis Suárez se derrumbó antes de comenzar a hablar | Diario AS	Diario AS	Thu, 24 Sep 2020 14:24:59 GMT	Noticias destacadas	29
¿A cuántos goles quedó Pratto del argentino top en Libertadores?	Olé	Thu, 24 Sep 2020 15:31:00 GMT	Noticias destacadas	30
En tiempos de pandemia, River espera la aprobación de un préstamo para cumplir con sus obligaciones	Clarín	Thu, 24 Sep 2020 15:31:00 GMT	Noticias destacadas	30
La obsesión de River	La Página Millonaria	Thu, 24 Sep 2020 15:31:00 GMT	Noticias destacadas	30
Pratto y dos goles para la historia en River: al top-10 histórico de la Copa Libertadores	River Plate en TyC Sports	Thu, 24 Sep 2020 15:31:00 GMT	Noticias destacadas	30
River, el acaparador	River Plate en TyC Sports	Thu, 24 Sep 2020 15:31:00 GMT	Noticias destacadas	30
Un extenso estudio genético muestra que el coronavirus está mutando y podría esquivar la inmunidad	infobae	Thu, 24 Sep 2020 15:34:00 GMT	Noticias destacadas	31
Revelan que el virus está mutando: podría ser más contagioso	Cadena 3	Thu, 24 Sep 2020 15:34:00 GMT	Noticias destacadas	31
Coronavirus: hallan en EEUU mutación que podría haberlo hecho más contagioso	ámbito.com	Thu, 24 Sep 2020 15:34:00 GMT	Noticias destacadas	31
Alarma: el coronavirus mutó y es más contagioso	DIARIO DE CUYO	Thu, 24 Sep 2020 15:34:00 GMT	Noticias destacadas	31
Estudio: advierten que el genoma del coronavirus está mutando y podría eludir la inmunidad de las personas que ya se contagiaron	La Voz del Interior	Thu, 24 Sep 2020 15:34:00 GMT	Noticias destacadas	31
El cáncer de tiroides se hace más frecuente, aunque aseguran que no es letal	Télam	Thu, 24 Sep 2020 12:18:37 GMT	Noticias destacadas	32
Cáncer de Tiroides, una enfermedad que afecta en su mayoría a las mujeres	infobae	Thu, 24 Sep 2020 12:18:37 GMT	Noticias destacadas	32
El 95% de los casos de cáncer de tiroides tiene altas probabilidades de curación	Crónica 	Thu, 24 Sep 2020 12:18:37 GMT	Noticias destacadas	32
Cuáles son las señales de un posible caso de cáncer de tiroides - Actualidad | La Gaceta	La Gaceta 	Thu, 24 Sep 2020 12:18:37 GMT	Noticias destacadas	32
Cáncer de Tiroides: buen pronóstico y altas chances de curación	Rosario3.com	Thu, 24 Sep 2020 12:18:37 GMT	Noticias destacadas	32
La cuarentena podría beneficiar a los pacientes con diabetes tipo 1 en el corto plazo	Crónica 	Wed, 23 Sep 2020 18:41:29 GMT	Noticias destacadas	33
Coronavirus: consideran a la diabetes como factor de riesgo	Diario Uno	Wed, 23 Sep 2020 18:41:29 GMT	Noticias destacadas	33
Explican por qué el coronavirus es tan mortal en pacientes con diabetes	Diario El Dia	Wed, 23 Sep 2020 18:41:29 GMT	Noticias destacadas	33
Un estudio explica por qué el coronavirus es tan mortal en pacientes con diabetes	Telefé Noticias	Wed, 23 Sep 2020 18:41:29 GMT	Noticias destacadas	33
Por qué el coronavirus es mortal en pacientes con diabetes	TiempoSur Diario Digital	Wed, 23 Sep 2020 18:41:29 GMT	Noticias destacadas	33
Coronavirus: falleció una paciente de Bernardo Larroudé	El Diario de la Pampa	Thu, 24 Sep 2020 11:46:40 GMT	Noticias destacadas	34
La Corte Suprema confirmó las condenas por la Tragedia de Once	infobae	Thu, 24 Sep 2020 19:08:57 GMT	Argentina	35
Dieron de baja concesiones viales que se habían otorgado durante el gobierno de Mauricio Macri	infobae	Thu, 24 Sep 2020 19:31:17 GMT	Argentina	36
Katopodis: “El esquema Público-Privado del macrismo fue un fracaso" | Rescindieron contratos de corredor...	Página 12	Thu, 24 Sep 2020 19:31:17 GMT	Argentina	36
El Gobierno dio de baja concesiones viales firmadas por la gestión de Macri	LA NACION	Thu, 24 Sep 2020 19:31:17 GMT	Argentina	36
PPP: el Gobierno rescindió los contratos de dos corredores viales	ámbito.com	Thu, 24 Sep 2020 19:31:17 GMT	Argentina	36
El Gobierno dio de baja los contratos PPP de dos corredores viales	El Cronista Comercial	Thu, 24 Sep 2020 19:31:17 GMT	Argentina	36
El costo de la Policía porteña: los argumentos de Ciudad y Nación para dar pelea en la Corte	Clarín	Thu, 24 Sep 2020 13:20:00 GMT	Argentina	37
La Corte le giró al procurador Casal el reclamo de Rodríguez Larreta por el recorte de la coparticipación	infobae	Thu, 24 Sep 2020 13:20:00 GMT	Argentina	37
La pelea por la coparticipación: la Corte Suprema empezó a tramitar la demanda de la Ciudad y le envió el caso al procurador para que opine	LA NACION	Thu, 24 Sep 2020 13:20:00 GMT	Argentina	37
Senado: avanza el kirchnerismo en la quita de fondos a Rodríguez Larreta	LA NACION	Thu, 24 Sep 2020 13:20:00 GMT	Argentina	37
Coparticipación: la Corte giró a la Procuración para que opine	MDZ Online	Thu, 24 Sep 2020 13:20:00 GMT	Argentina	37
El Ministerio de Salud dijo que hay una “federalización de la pandemia” de coronavirus en Argentina	Télam	Thu, 24 Sep 2020 01:19:51 GMT	Argentina	38
Coronavirus en Argentina: reportan 424 nuevas muertes y otros 12.625 casos positivos	Clarín	Thu, 24 Sep 2020 01:19:51 GMT	Argentina	38
El Gobierno informó 424 nuevas muertes por coronavirus, pero sólo 42 se produjeron ayer	infobae	Thu, 24 Sep 2020 01:19:51 GMT	Argentina	38
Coronavirus en Argentina: se registraron 424 muertos y 12.625 casos en las últimas 24 horas | El reporte...	Página 12	Thu, 24 Sep 2020 01:19:51 GMT	Argentina	38
Coronavirus en Argentina: 424 muertes y 12.625 contagios en 24 horas	ámbito.com	Thu, 24 Sep 2020 01:19:51 GMT	Argentina	38
El Fondo Monetario comenzará a evaluar la economía argentina en octubre	Clarín	Thu, 24 Sep 2020 16:33:36 GMT	Argentina	39
El FMI confirmó que enviará una misión a la Argentina a principios de octubre	infobae	Thu, 24 Sep 2020 16:33:36 GMT	Argentina	39
El FMI confirmó que enviará una misión a Argentina a principios de octubre | Después del pedido de Alb...	Página 12	Thu, 24 Sep 2020 16:33:36 GMT	Argentina	39
FMI. Ya tiene fecha la primera misión para negociar con el Gobierno	LA NACION	Thu, 24 Sep 2020 16:33:36 GMT	Argentina	39
El FMI enviará una misión a la Argentina en octubre	Todo Noticias	Thu, 24 Sep 2020 16:33:36 GMT	Argentina	39
Alberto Fernández apuntó contra los “pícaros que tomaron deuda, compraron dólares y se los llevaron fuera del país”	infobae	Thu, 24 Sep 2020 17:41:03 GMT	Argentina	40
Alberto Fernández entregó viviendas Procrear que Macri dejó inconclusas | "No sé si fue inoperancia, ide...	Página 12	Thu, 24 Sep 2020 17:41:03 GMT	Argentina	40
Procrear: el detrás de escena de un acto para una foto mentirosa	MDZ Online	Thu, 24 Sep 2020 17:41:03 GMT	Argentina	40
Alberto Fernández: \"Los pícaros compraron dólares una y otra vez y se los llevaron afuera del país\"	ámbito.com	Thu, 24 Sep 2020 17:41:03 GMT	Argentina	40
Alberto Fernández: "Los pícaros compraron dólares una y otra vez y se los llevaron del país"	Diario El Dia	Thu, 24 Sep 2020 17:41:03 GMT	Argentina	40
La violación al principio del juez natural	Clarín	Thu, 24 Sep 2020 12:06:00 GMT	Argentina	41
Protestas en Tribunales por la "independencia" del Poder Judicial	Crónica 	Thu, 24 Sep 2020 12:06:00 GMT	Argentina	41
La Cámara Federal designó autoridades de sus salas y dejó afuera a Bruglia y Bertuzzi | La situación de ...	Página 12	Thu, 24 Sep 2020 12:06:00 GMT	Argentina	41
La Corte adelanta el futuro de Cristina Kirchner y Mauricio Macri	LA NACION	Thu, 24 Sep 2020 12:06:00 GMT	Argentina	41
Tensión e incertidumbre en la Casa Rosada por el posible rechazo de la Corte a la remoción de jueces	TN - Todo Noticias	Thu, 24 Sep 2020 12:06:00 GMT	Argentina	41
Claudio Moroni relativizó el aumento del desempleo y afirmó que hay "exceso de títulos en los diarios"	Clarín	Thu, 24 Sep 2020 16:19:00 GMT	Argentina	42
Claudio Moroni, sobre el desempleo: "gran parte de la caída del empleo se produjo en 2019" | El ministro...	Página 12	Thu, 24 Sep 2020 16:19:00 GMT	Argentina	42
Claudio Moroni, ministro de Trabajo: No hubo tantos despidos en el segundo trimestre	LA NACION	Thu, 24 Sep 2020 16:19:00 GMT	Argentina	42
Claudio Moroni relativizó el nivel de desempleo: “Creo que hay exceso de títulos de los diarios”	Radio Mitre	Thu, 24 Sep 2020 16:19:00 GMT	Argentina	42
Claudio Moroni, sobre el nivel de desempleo: “Creo que hay exceso de títulos, no hubo tantos despidos"	TN - Todo Noticias	Thu, 24 Sep 2020 16:19:00 GMT	Argentina	42
El peor espionaje	Crónica 	Thu, 24 Sep 2020 09:56:15 GMT	Argentina	43
Submarino ARA San Juan: los documentos del espionaje de la AFI a los familiares | Qué dicen los informe...	Página 12	Thu, 24 Sep 2020 09:56:15 GMT	Argentina	43
ARA San Juan: El perverso espionaje de la AFI macrista a los familiares de las víctimas | Caamaño denunc...	Página 12	Thu, 24 Sep 2020 09:56:15 GMT	Argentina	43
ARA San Juan: la AFI denunció que hubo espionaje ilegal a los familiares de las víctimas	Todo Noticias	Thu, 24 Sep 2020 09:56:15 GMT	Argentina	43
ARA San Juan: la fiscalía ya investiga la denuncia de espionaje ilegal	La Capital de Mar del Plata	Thu, 24 Sep 2020 09:56:15 GMT	Argentina	43
Anuncian un paro de enfermeros en repudio a las agresiones sufridas en la marcha	Minutouno.com	Thu, 24 Sep 2020 14:18:11 GMT	Argentina	44
