trigram phrase,frequency
aunque cada vez,1
sienten pares o,1
gran ventaja para,1
dejar crecer al,1
ve como forzado,1
más flaco y,1
obviamente crees que,1
resentimiento y a,1
gabinete kirchnerista como,1
recordar a cristina,1
puedo creer vos,1
puede y se,1
hablan del helicóptero,1
kirchnerista una vez,1
de la agenda,1
larreta a lousteau,1
del otro y,1
bueno viene con,1
todo porque el,1
la provincia es,1
mucha gente que,1
viaje como mochilero,1
mi suegra es,1
tiempo pero vivimos,1
sensación de que,1
pudimos oxigenar la,1
la gente nos,1
cuando estás con,1
con cristina lo,1
el símbolo significa,1
gente que cree,1
a lousteau pero,1
2001 nosotros por,1
bien si me,1
que se siga,1
personas que ojalá,1
estar preso recién,1
peña na en,1
a romper con,1
hay muchos que,1
así que tienen,1
con tu suegra,1
mata por vos,1
oportunista y sí,1
ahora cristina está,1
más profundos y,1
que pensar que,1
hizo un buen,1
presidente macri hemos,1
así liberar a,1
veníamos de la,1
ellos hay como,1
los 70 esas,1
eugenia vidal a,1
estamos juntos hace,1
cristina para bloquear,1
misma identidad la,1
unido cosa que,1
persona pública y,1
mismo y creo,1
ahí diferenciaría la,1
estuvo con cristina,1
que lo respaldan,1
durán barba dijo,1
pública marcos peña,1
que es apasionante,1
a lilita creo,1
quien le puede,1
donde cuenta lo,1
cierra que cristina,1
candidatos son poco,1
distintas en la,1
en su rol,1
obra pública que,1
confiesa que cuando,1
que viene por,1
es la primera,1
somos una familia,1
la política pero,1
la cámpora por,1
marcha peronista y,1
definió muy bien,1
porque coartan su,1
el peronismo florencio,1
la isla tirado,1
de un señor,1
cristina todos los,1
hacer de acá,1
es un oportunista,1
más de lo,1
años que fueron,1
la cabeza mientras,1
es día a,1
bloquear ese cambio,1
natural que haya,1
gente con ambición,1
de toda esta,1
tratamiento lucas que,1
somos amigos él,1
quieren un país,1
40 ó 50,1
en una cosa,1
respetuoso y no,1
argentina y se,1
otro ellos nacieron,1
para poner la,1
nuevos liderazgos es,1
capas que se,1
gabinete de gente,1
bueno está bien,1
para rejuvenecerlo para,1
importante durán barba,1
qué decís de,1
lucas 9 y,1
marcos peña está,1
pero también joven,1
vos tenés una,1
las personas para,1
vivía acá jaime,1
se puede otra,1
nos rendimos no,1
en general pero,1
a cristina fernández,1
venga a armar,1
a traer ideas,1
carnets y vinieron,1
nos venga a,1
demostración de que,1
porque me parece,1
la experiencia de,1
en 2016 cuando,1
gente común al,1
puede salir adelante,1
importante es que,1
hoy año 2017,1
ocultarlo martín lousteau,1
para así liberar,1
los pibes para,1
gracias al liderazgo,1
viene todos los,1
sobra humildemente no,1
prestigiosos del mundo,1
todavía aunque cada,1
va en una,1
de este año,1
el peronismo hoy,1
y en américa,1
esta elección son,1
eso siempre es,1
votar otra alternativa,1
un amigo trabajamos,1
sus virtudes y,1
defectos pero está,1
muy raro pero,1
paso para mí,1
faltan nombres de,1
sos como el,1
afuera es muy,1
un gran sacrificio,1
entero y muchas,1
su momento bueno,1
en cristina que,1
agarrado a filmus,1
tenés a larreta,1
forma de ver,1
en vez de,1
más duro ya,1
con un gran,1
que venga a,1
como pequeñas anclas,1
ido perdiendo patrimonio,1
en una argentina,1
gabinete marcos peña,1
no no sé,1
que les da,1
pero de una,1
mí de rogelio,1
que ustedes tienen,1
de una revista,1
el país esto,1
es una de,1
respaldar el cambio,1
y conocida y,1
primera respuesta en,1
una campaña o,1
días que ustedes,1
darle a las,1
libro el deseo,1
creo que jaime,1
transformador definime el,1
mismos objetivos y,1
por lejos ese,1
fueran grandes estadistas,1
por darle a,1
luchar contra las,1
mezclo lo personal,1
lo invitó a,1
no es verdad,1
calle y te,1
darles hace 15,1
pero las encuestas,1
sacrificio personal porque,1
y a una,1
importante hoy como,1
de acá para,1
kirchnerista y mauricio,1
lugar de rencor,1
de la ciudad,1
lousteau no lo,1
él es el,1
de apoyo menem,1
los mismos valores,1
el estado la,1
términos de no,1
tenso porque no,1
se van los,1
ni cristina la,1
y el kirchnerismo,1
50 años no,1
es parte de,1
gente que la,1
impregnado de un,1
de gobierno dice,1
un transformador definime,1
es la liberación,1
que más allá,1
y cuyo mayor,1
silencio y piensa,1
trabaja para ustedes,1
ir al congreso,1
aires ve el,1
de construir poder,1
cualquiera de su,1
cambiaran afirma marcos,1
esa lógica muy,1
en la que,1
agresiva y también,1
mauricio macri es,1
porque estuvo con,1
y de néstor,1
pero bueno finalmente,1
también el cerebro,1
a prueba de,1
que cambiar de,1
detrás de esta,1
perfecto la familia,1
un candidato jaime,1
mí de vuelta,1
cada obra pública,1
mal qué le,1
vez de ver,1
no es así,1
lo definís a,1
mauricio y cómo,1
ese tiempo que,1
aprende de quién,1
la paloma uruguay,1
lo criticó a,1
ricos sos el,1
confiable y lo,1
problema de la,1
nosotros pudimos oxigenar,1
70 a mí,1
quieren un cambio,1
construido una relación,1
parte protectora de,1
tentación de decir,1
crisis que terminó,1
país con él,1
mayoría de argentinos,1
a vivir acá,1
que nos quedó,1
un día salió,1
confianza en estos,1
los adversarios políticos,1
las personas las,1
pasaron por el,1
pena porque coartan,1
general después de,1
al líder del,1
pj va en,1
había unas ganas,1
jugando si pierden,1
alto trato de,1
ocurra tocarlo a,1
el mundo ves,1
algo no creo,1
comodidad por los,1
al que está,1
mismo que hizo,1
es la tentación,1
eso sergio massa,1
el optimismo un,1
una isla desierta,1
de que ganaron,1
que ser auténtico,1
a los adversarios,1
de padre es,1
florencio randazzo lo,1
una relación de,1
20 años club,1
clara desde el,1
meterte con cualquiera,1
dos años o,1
gobierno cambiemos está,1
orgullosos de su,1
del presidente qué,1
estás menos tiempo,1
construyendo un vínculo,1
seis causas y,1
de ganar elecciones,1
que cuando ella,1
candidatos expresan los,1
todos para luciana,1
manejo sano que,1
un municipio el,1
de que compitió,1
cómo nacimos nosotros,1
parte de la,1
por muerto hay,1
mucha confianza en,1
decir si se,1
hijos del 2001,1
persona poco confiable,1
que quiere ir,1
por todo el,1
a trabajar en,1
el pj es,1
que habíamos hecho,1
bien no venga,1
yo les pregunto,1
propias ideas el,1
creo que tiene,1
michetti mauricio frigerio,1
de ellos no,1
un partido político,1
porque ni siquiera,1
claros sé parte,1
se juegan todo,1
tener esperanza pero,1
es que esos,1
líder del frente,1
volver de un,1
lo que puedo,1
hablan de la,1
su familia quiero,1
la pérdida de,1
como politólogo cómo,1
por darles las,1
algo nuevo pero,1
autoritarismo la corrupción,1
menos tu misma,1
mí no me,1
los problemas son,1
ha ido perdiendo,1
llama la atención,1
muy importante en,1
es verdad no,1
estado hablando con,1
de esas consignas,1
nacimos nosotros estamos,1
elección lilita le,1
y esta tarea,1
guardando para el,1
rol de jefe,1
cuando ella estaba,1
van a vivir,1
nosotros estamos acá,1
trabajar en la,1
familia quiero cuidarlos,1
miedo son nuestros,1
ver la política,1
el que más,1
que terminó con,1
la agenda de,1
ciudad muy tímido,1
los indecisos a,1
es un amigo,1
defunción pero si,1
que se vaya,1
como mochilero por,1
discurso para lograrlo,1
es gracioso no,1
asia corría el,1
rogelio y lo,1
que mauricio vino,1
y qué representa,1
poco alto trato,1
y que va,1
opción habré estado,1
armonía hasta que,1
y fluvio pompeo,1
marido perfecto el,1
con la tarea,1
proceso como este,1
que estar clara,1
de gobierno e,1
indecisos a los,1
cristina como la,1
respuestas enfrentar a,1
de alguien que,1
vivimos acá y,1
cambio y si,1
ni se te,1
crecer al resto,1
construir poder el,1
enfrentar a los,1
hay un clima,1
o si van,1
por viviana canosa,1
pone tenso cuando,1
por el tema,1
esta historia nosotros,1
sí o tribunero,1
se nota es,1
un presidente que,1
y nuestros hijos,1
equipo está obsesionado,1
re bien re,1
eso también le,1
por ejemplo apostaron,1
le pregunto sobre,1
algo súper valioso,1
que quede al,1
años si vos,1
optimismo un poco,1
martín lousteau o,1
está bien pero,1
tiene que ver,1
y entendernos siempre,1
de otra manera,1
parecía imposible se,1
mauricio mi vocación,1
por ejemplo re,1
promueve que haya,1
no hace es,1
el poder funciona,1
bien pero esto,1
para ir a,1
pero distinto al,1
listas de la,1
mal que por,1
son un equipo,1
la discusión dentro,1
el deseo más,1
del 2001 nosotros,1
para respaldar el,1
a mediados de,1
ya está pre,1
causas y se,1
se arregló no,1
también está en,1
en nosotros para,1
mundo para la,1
de candidato y,1
en eso sergio,1
que compitió con,1
a colocar en,1
menem cantando ya,1
una relación sana,1
de esa cultura,1
macri le ganaron,1
mucho involucrarlos porque,1
fluvio pompeo en,1
volver cristina aníbal,1
pusieron acá entonces,1
amigo no son,1
el presidente invitó,1
alguien de mucha,1
opinan como si,1
van a comer,1
sigue siéndolo más,1
ganaron todo ahí,1
kirchneristas el país,1
con el señor,1
protagonistas de toda,1
hoy como estamos,1
apoyo menem en,1
estamos haciendo es,1
círculo de amigos,1
k y no,1
todos ahí acompañándolos,1
que fue una,1
nueve llegó solo,1
así el podrán,1
estaba esa lógica,1
y bueno son,1
decías cómo la,1
formaron ni hablar,1
un café en,1
de apoyo ahora,1
las banderas de,1
tiene todo el,1
va a poner,1
mi vocación siempre,1
mauricio nosotros pudimos,1
idea que ellos,1
y lo dibujó,1
el asfalto llegan,1
este círculo del,1
yo no creo,1
enorme confianza vos,1
cristina no se,1
levanta todos los,1
consignas lo hicieron,1
en eso porque,1
de buscar quién,1
la misma generación,1
un gobierno muy,1
no moreno ni,1
autoritario muy concentrador,1
es el hombre,1
hacer por uno,1
respuestas distintas en,1
el futuro te,1
las listas de,1
llevarlo adelante no,1
creo que es,1
por los pasillos,1
con los chicos,1
se supone que,1
todo el futuro,1
un lugar muy,1
y están juntos,1
derecho está obsesionado,1
forma de construir,1
cada vez menos,1
un momento él,1
muy culta jaime,1
pasando en el,1
rol de ayudarlo,1
martín lousteau a,1
ellos por más,1
decían de mí,1
ese cambio entonces,1
ya repartió todos,1
años en una,1
sé si súper,1
del primer mandatario,1
romper eso con,1
días para ir,1
70 atrasar 40,1
veces agresiva y,1
escucha a durán,1
a lousteau a,1
marcos peña mata,1
día a día,1
y vinieron estos,1
en avión y,1
en sus vacaciones,1
el marido perfecto,1
y te reconocen,1
espinoza si preguntás,1
quién aprende de,1
malo tendrán sus,1
problemas desde un,1
relajaron y quedaron,1
y moreno cristina,1
que ya cumplió,1
nosotros hacemos marketing,1
massa ni randazzo,1
decía lilita el,1
hacer pero también,1
leyendo entrevistas a,1
cruz nunca trató,1
que se levanta,1
más aparato nicolás,1
en equipo por,1
construir una relación,1
en traje de,1
construimos mucha confianza,1
lo impulsó a,1
la sensación de,1
espaldas maría eugenia,1
que lo conocés,1
ideas el peronismo,1
tienen más para,1
y yo en,1
ella estaba muy,1
no puede contagiarla,1
está mal de,1
es natural menem,1
12 años de,1
la toalla no,1
pero no si,1
por ejemplo son,1
tentadora para el,1
es una opción,1
adelante segundo cada,1
amigos de cada,1
de enorme confianza,1
equipo que trabajan,1
nos apoya y,1
sobre su familia,1
menos me da,1
parte de un,1
ganaron al peronismo,1
acá y hay,1
todo eso habla,1
para todos también,1
xxi para quiénes,1
de 12 años,1
lo hicieron integrándose,1
al revés pensaba,1
no tienen el,1
gobierno y como,1
en el 2004,1
personas y digo,1
más para perder,1
había que comprometerse,1
a jugar con,1
durán barba que,1
lilita también lo,1
piensan en equipo,1
hipotecario y se,1
libertad que tenés,1
es que se,1
armar una campaña,1
y la calmabas,1
típica de la,1
3 estamos juntos,1
nosotros es la,1
populista de explicar,1
símbolo significa armonía,1
mayor porque había,1
única elección que,1
murió el peronismo,1
problemas de la,1
día fue un,1
trata de cuántos,1
del resentimiento y,1
se ve como,1
enormemente generosa y,1
veo rodeado de,1
protagonismo sí y,1
más allá del,1
susana malcorra y,1
súper k y,1
uno mismo y,1
la familia la,1
se hayan metido,1
sea definís como,1
de la autenticidad,1
sea durán barba,1
propia aventura sacando,1
o menos tu,1
que demuestran que,1
difícil de manejar,1
no no estoy,1
de arriba le,1
persona enormemente generosa,1
que los candidatos,1
de la idea,1
que tiene del,1
es la razón,1
autoritarismo querés dar,1
acá entonces los,1
por una ovodonación,1
es una silla,1
por el siglo,1
mundo entero y,1
a terminar así,1
con comodidad por,1
esa cosa de,1
elecciones excepto lilita,1
moreno ni hablar,1
de decir si,1
habíamos empezado ese,1
el mismo círculo,1
tiene como seis,1
que es periodista,1
mal de nosotros,1
por asia corría,1
venía con ganas,1
se puede y,1
todos eso fue,1
al peronismo son,1
que sea alguien,1
es que los,1
de mí de,1
gente que fue,1
sana tener los,1
un sello diferente,1
que aporte que,1
cómo lo definís,1
todavía hay mucha,1
tarea si soy,1
quiere ir al,1
peor y yo,1
difícil como argentinos,1
mismo decimos de,1
un intelectual en,1
ojalá que la,1
eran los políticos,1
como que los,1
una gran calidad,1
siquiera se presenta,1
gente increíble cuanto,1
miedo lo que,1
súper valioso en,1
nosotros estaremos un,1
porque no lo,1
que ganaron no,1
flaco y con,1
de la nueva,1
un futuro presidente,1
todavía tenemos mucho,1
y a la,1
nos pusieron acá,1
pasando mal qué,1
le pueda dar,1
creo que piensan,1
rivales mauricio es,1
una opción habré,1
de un equipo,1
son decisiones personales,1
lo manejamos nosotros,1
lo buenos que,1
frente renovador a,1
y que quiere,1
su rol de,1
un clima tan,1
despectivamente o se,1
marcos peña sergio,1
de ocultarlo martín,1
escandar y a,1
también joven con,1
ellos nacieron con,1
peor ya pasó,1
veo a esa,1
es adrián escandar,1
la historia lo,1
colonia no los,1
de ser parte,1
pero uno recorre,1
después de 12,1
ganar en la,1
cuidarlos justifica en,1
y también modernizar,1
gabinete eso es,1
saco oscuro impide,1
muy bien es,1
contradicción de margarita,1
político más importante,1
una barba cuidadosamente,1
herramientas para que,1
fuerzas la marcha,1
pero no de,1
trajo cambiemos cambiemos,1
poner la cara,1
de ataques de,1
historia recuerde a,1
la entrevista sin,1
hablando con un,1
que te regala,1
por ahí el,1
el arranque y,1
corrupción el vamos,1
del trabajo muy,1
partido político porque,1
las estrategias siempre,1
en estas paso,1
pierde se murió,1
obviamente vas construyendo,1
la liberación hoy,1
y trato de,1
te reconocen eso,1
acompañándolos hablabas de,1
una alfombra entró,1
de gobierno o,1
viene de arriba,1
de él despectivamente,1
mundo generando conocimiento,1
que la va,1
poco es bastante,1
la esperanza que,1
el cambio ojalá,1
querés dar nombres,1
macri y juliana,1
un punto o,1
meterse y dicen,1
ahora no podés,1
qué vas a,1
más en una,1
pudo no no,1
ojalá que como,1
ir a trabajar,1
un transformador así,1
que hacer tienen,1
parece que es,1
ya pasó y,1
es así y,1
que viene de,1
confianza del primer,1
espectacular una gente,1
gabinete pero ni,1
de libertad que,1
barba sos más,1
vinieron estos que,1
son los votantes,1
susurra cristina todos,1
mismo círculo de,1
auténtico porque si,1
tiene para aportar,1
el jefe de,1
cloacas ahora llega,1
no son amigos,1
todo viene de,1
trabajan en equipo,1
más o menos,1
stolbizer en su,1
parte pero no,1
encuestas también dicen,1
país distinto y,1
les respeto mucho,1
elección por ahí,1
revista en traje,1
aranguren stanley dujovne,1
mundo de la,1
donde en la,1
olviden de que,1
los pasillos de,1
hay una mayoría,1
buena la pregunta,1
en su antebrazo,1
mundo esa visión,1
el 83 y,1
recomendaron veníamos de,1
sea alguien que,1
que todavía aunque,1
en 2005 ganaron,1
esta definición creo,1
una idea más,1
no pesarle camina,1
no no obviamente,1
pone la cara,1
hijo mayor porque,1
no es profeta,1
los días pone,1
y hablan de,1
y a filmus,1
ni siquiera se,1
es el dato,1
uno qué es,1
2017 para ellos,1
y gustavo lopetegui,1
a acompañarlo a,1
años no es,1
peña está para,1
expresan los mismos,1
un problema de,1
creo en general,1
xxi por el,1
lejos de la,1
misma generación les,1
que ver con,1
da bronca eso,1
nada esta expresión,1
decisión y a,1
cariño el vínculo,1
afirma marcos peña,1
vos marcos peña,1
de estos años,1
para luciana para,1
tenemos mucho camino,1
pero que tiene,1
pesarle camina con,1
no me pongo,1
américa latina estaba,1
porque si no,1
él despectivamente o,1
haciendo como gobierno,1
demostrar todos los,1
viviendo la gran,1
y con una,1
nosotros no lo,1
randazzo ni cristina,1
esto el mayor,1
de autoestima que,1
revivir los 70,1
notó sí me,1
superponiendo y se,1
una ovodonación habíamos,1
ver qué es,1
revista noticias en,1
un país espectacular,1
más escucha a,1
siga gritando patria,1
lousteau lo dejás,1
esa visión más,1
me encanta con,1
peronismo son como,1
de reflexión está,1
yo trabajo para,1
cristina pierde se,1
sos vos se,1
pensaba cuáles eran,1
nos unen los,1
demasiado algo que,1
congreso en cristina,1
es qué vas,1
quieren meterse y,1
nombres de nuestros,1
de gabinete de,1
más raro es,1
que me enteré,1
de un viaje,1
jaime aportó muchísimo,1
que a partir,1
con un tratamiento,1
una persona poco,1
llega el asfalto,1
familia ser padre,1
mauricio un cuñado,1
siempre él en,1
lógica muy reivindicativa,1
capacidad de construir,1
político para rejuvenecerlo,1
días para demostrar,1
tienen gobierno pero,1
sano que tiene,1
a un café,1
una esperanza no,1
nosotros se lo,1
presidente para abajo,1
trabajar a muchos,1
experiencia de alguien,1
eso no es,1
perfecto el yerno,1
se comprometan pero,1
de sus padres,1
desierta y lo,1
el presidente para,1
originarios donde hacemos,1
un montón y,1
representa lo veo,1
extrema confianza del,1
cristina fernández de,1
argentina pero las,1
cosa de equipo,1
poder el 15,1
se lo sigue,1
trató de ocultarlo,1
para vos qué,1
te está dando,1
no no aparte,1
a futuro tenga,1
personales marcos peña,1
qué me dirías,1
muy triste a,1
ustedes me parece,1
viajar en avión,1
mis primos somos,1
que seamos de,1
y empezó a,1
respalda el proceso,1
camino habíamos tomado,1
en el salón,1
no estoy diciendo,1
me cierra que,1
termina enfermando el,1
chiquito fue con,1
su partido el,1
peronismo florencio massa,1
experiencia muy difícil,1
luciana mantero son,1
tribunero como dijo,1
ustedes aceptaban a,1
hubieras rescatado hubieras,1
eso lo va,1
vez alguien de,1
algo que me,1
de cambiemos pensaba,1
no es al,1
protectora de padre,1
corría el 2001,1
qué necesitamos un,1
al poder y,1
tienen el mismo,1
y a florencio,1
o ganando por,1
tema de jaime,1
pasa por darles,1
lo más difícil,1
a 15 años,1
fue un presidente,1
elección son los,1
y hay que,1
pequeñas anclas de,1
de ver la,1
no se nota,1
de su pelo,1
le da para,1
empoderar la liberación,1
es profeta en,1
no está martín,1
otro y eso,1
cerrado e incluso,1
candidatos digan si,1
para mi cuñado,1
la cámpora o,1
de jefe y,1
me gusta mucho,1
ser padre también,1
de identidad desde,1
sus vacaciones familiares,1
y se necesita,1
marzo cumplió cuarenta,1
futuro tenga la,1
encanta con eso,1
kirchnerismo es una,1
de la guerra,1
empezado ese camino,1
también lo criticó,1
macri y pieza,1
me dijo podés,1
entendernos siempre él,1
y está feliz,1
lo que pasaron,1
las batallas también,1
del ego y,1
de randazzo nosotros,1
la cara hace,1
ganas de protagonismo,1
señor que se,1
que ahora no,1
me decías cómo,1
fernando espinoza si,1
vamos a ver,1
este cuando hay,1
permanentemente a quien,1
votan por ese,1
randazzo nosotros no,1
reconocen eso te,1
a trabajar me,1
mientras amasa un,1
una cosa típica,1
días es viste,1
el salón de,1
que ganaron todo,1
si cristina pierde,1
que sí no,1
salir esa parte,1
cuando repiten consignas,1
ellos no tengo,1
a martín se,1
se van superponiendo,1
más de empoderar,1
las cloacas ahora,1
más durán barba,1
su explicación perón,1
marcos peña y,1
va a colocar,1
qué construimos mucha,1
aparato nicolás stulberg,1
pensando en lousteau,1
un presidente o,1
decía escuchen menos,1
un vínculo de,1
mandatario y el,1
del poder el,1
no mezclo lo,1
a una cosa,1
esas consignas lo,1
a lousteau lo,1
pueda dar una,1
es un campeón,1
demasiado ya se,1
fue que no,1
quiero cuidarlos justifica,1
tan dividido el,1
pero tiene que,1
un sesgo hacia,1
es pero bueno,1
ambiente del poder,1
buen trabajo en,1
rúa ese caos,1
son dos personas,1
a los periodistas,1
batallas también el,1
2019 la campaña,1
de mauricio macri,1
quintana aranguren stanley,1
tiempo pero de,1
su tierra sobre,1
que están dudando,1
una persona enormemente,1
le ha ido,1
gran crisis como,1
apoyo ahora las,1
dos años no,1
miedo lo peor,1
encontrar nuestra identidad,1
por otro lado,1
viene con la,1
tendría que hacer,1
su discurso para,1
de ver qué,1
durán barba se,1
con mauricio no,1
hace mucho tiempo,1
esperanza no puede,1
diciendo que es,1
y desafiante cuando,1
los 70 me,1
y como política,1
es la pérdida,1
vos con ellos,1
eso la gente,1
frescas y que,1
mal en términos,1
que nada esta,1
del autoritarismo la,1
de explicar los,1
claro lo que,1
eso sobra ustedes,1
la que te,1
julio de 2017,1
los amigos son,1
de los pueblos,1
para mí por,1
rico mauricio al,1
a fallar no,1
con lo cual,1
mi formación no,1
trabajar me parece,1
me hablás de,1
la descalificación y,1
enemigos ni massa,1
comprometerse para que,1
arriba le tenés,1
estoy diciendo que,1
campaña o construir,1
días que se,1
llegan las cloacas,1
liberación qué crees,1
embarazada el más,1
tiene algunas cosas,1
antebrazo derecho el,1
discurso a quien,1
la nostalgia del,1
pero arranca la,1
que sea durán,1
creo que en,1
años en su,1
cosa viste que,1
creo que ellos,1
gran padre de,1
tienen algunas cosas,1
que la de,1
general que podamos,1
sobra ustedes dicen,1
segundo cada obra,1
la argentina tuviera,1
cómo la historia,1
no me conmueve,1
decís de ellos,1
muy de la,1
tan agresivo tan,1
argentinos decir qué,1
en la tapa,1
muy ligada al,1
porque no me,1
son qué pasa,1
no es poco,1
ahora llega el,1
kirchner qué rescatas,1
lograr llega el,1
juntos creo que,1
lo mismo que,1
de extrema confianza,1
también dicen que,1
muy autoritario muy,1
habré estado hablando,1
está muy bien,1
pero esto lo,1
todavía está dando,1
a la semana,1
conocés bien si,1
esa gente primero,1
contra las grandes,1
agregado fue que,1
el ambiente del,1
es importante construir,1
argentina estaba viviendo,1
herramientas a las,1
hacer una interna,1
la corrupción el,1
su creatividad y,1
una gran crisis,1
cumplió cuarenta años,1
pregunta saber quién,1
jaime la experiencia,1
a estar todos,1
los representa para,1
apasionante y desafiante,1
no terminar de,1
me da pena,1
tribunero adapta su,1
y en armonía,1
nicolás stulberg vos,1
imposible se puede,1
de cambio y,1
que organizarse metodológicamente,1
digo no se,1
semana quedó embarazada,1
conectar el país,1
superiores yo les,1
tenso no no,1
dos a horacio,1
grande de ambos,1
optimismo a prueba,1
para aportar pero,1
ya sin fuerzas,1
dicen que cristina,1
a través del,1
una vez alguien,1
vocación de uno,1
concentrador después de,1
embarazada íbamos a,1
oxigenar la política,1
en cada provincia,1
votos hay para,1
talentosa pero poco,1
los días es,1
la semana quedó,1
esa enorme mayoría,1
un señor que,1
parecía hacer una,1
es un tipo,1
que los titulares,1
al revés es,1
lo más duro,1
obvia para mí,1
verte en la,1
de un gobierno,1
no me gusta,1
con ganas de,1
del 2005 y,1
cristina aníbal y,1
fue un gabinete,1
judicial y se,1
su mayor agregado,1
hizo en santa,1
derecho ojalá a,1
otro día estaba,1
a moreno y,1
una experiencia muy,1
gente de cambiemos,1
el mundo esa,1
mi rol de,1
15 años que,1
que parecía imposible,1
lo tenés a,1
muerto dependerá de,1
como un club,1
toalla no es,1
noche en la,1
barba cuidadosamente desprolija,1
a filmus no,1
aportó ya lo,1
después dos jefaturas,1
acumulo rencores porque,1
de poder y,1
de la rúa,1
viva mejor que,1
empezó a trabajar,1
quede embarazada el,1
su tiempo se,1
estos que quieren,1
del cambio o,1
agenda de cristina,1
crees que la,1
llegó solo y,1
les quita un,1
cómo cae eso,1
ya lo que,1
ganar elecciones y,1
no aspiro a,1
venga no todas,1
estaba leyendo entrevistas,1
son los protagonistas,1
algunos lugares se,1
aventura sacando a,1
a suiza les,1
ves el cariño,1
2001 y la,1
familia la tapa,1
lo recomienda en,1
la decisión y,1
nada que hacer,1
suegra por ejemplo,1
están dudando les,1
12 de julio,1
pibes para la,1
interna habíamos sido,1
anticuada una visión,1
representa para vos,1
infertilidad y te,1
massa cristina lo,1
kirchner wado de,1
perón fue un,1
que opinan como,1
cara dar las,1
para acá y,1
3 tardamos tres,1
alma ustedes aceptaban,1
esos candidatos digan,1
de mañana pero,1
mismo club de,1
trabajo en un,1
15 de marzo,1
elegante saco oscuro,1
confiable pero también,1
quién creo que,1
la del 2001,1
acá porque los,1
ataque la descalificación,1
que adapta permanentemente,1
el trabajo pero,1
gente nos apoya,1
es la nostalgia,1
hubieras agarrado a,1
una lista distinta,1
al miedo lo,1
en la isla,1
para los ciudadanos,1
en algunos lugares,1
muchos políticos que,1
aporte que venga,1
mucha confianza pero,1
ustedes entendieron eso,1
de persecución judicial,1
aspiracional más de,1
las redes ahora,1
uno tiene que,1
se ríe somos,1
cree que ganamos,1
invitó a estados,1
el 2004 lo,1
en enero de,1
crecer a través,1
ellos sostienen de,1
face time hace,1
cara hace cosas,1
y mi vocación,1
26 años en,1
de que son,1
lugar de una,1
les da bronca,1
rencor de buscar,1
una revista en,1
argentina y obviamente,1
durán barba no,1
ahí algunos son,1
los candidatos expresan,1
que quedará en,1
es al revés,1
lilita que es,1
dijo podés meterte,1
nuestros rivales mauricio,1
donde hacemos la,1
había que cambiar,1
barba sos vos,1
sos el más,1
ni hablar y,1
aportar a lousteau,1
su identidad por,1
juntos desde hace,1
eso digo que,1
año 2017 para,1
carlos saúl menem,1
lógica muy de,1
por eso digo,1
son nada lopetegui,1
demuestran que estamos,1
esa cultura de,1
70 me da,1
los titulares están,1
filmus aportó ya,1
esconden las banderas,1
izquierda de luchar,1
2005 y le,1
no es la,1
y sin embargo,1
tenés una suegra,1
importantes del mundo,1
y los van,1
una visión un,1
cae eso de,1
al descubierto el,1
de mauricio es,1
mauricio macri le,1
los carnets y,1
si mi suegra,1
de néstor kirchner,1
hace 20 años,1
estas paso para,1
lopetegui por ejemplo,1
sacando a la,1
ciudadanos que les,1
punto o ganando,1
los que están,1
de que todo,1
suicidándose por viviana,1
rendimos tienen que,1
se puede lograr,1
eso te hace,1
lo mismo decimos,1
le ganaron al,1
definís a perón,1
ya se lo,1
está buena la,1
un asado con,1
ni massa ni,1
ejemplo re bien,1
nuestra historia la,1
invade a toda,1
y con joaquín,1
no no moreno,1
van los kirchneristas,1
si pierden en,1
2005 ganaron la,1
pocos días que,1
cambio ojalá que,1
lilita creo que,1
sello diferente todo,1
adentro el ataque,1
ganamos pero bueno,1
que se comprometan,1
deportes juntos no,1
con un futuro,1
decisiones personales marcos,1
pierden en estas,1
estar clara desde,1
provincia es cristina,1
poder parece no,1
sea no hay,1
creo en eso,1
desde el arranque,1
certificados de defunción,1
jefatura quién lo,1
te iban a,1
buscar ser amigo,1
lo respaldan votan,1
atrás de esas,1
una expresión de,1
vez peor y,1
que se supone,1
mauricio porque es,1
representa si cristina,1
confianza de macri,1
y si todos,1
ido cada vez,1
eso votar otra,1
en las redes,1
lo puedo creer,1
tierra hicimos un,1
política argentina es,1
la de su,1
que llegó al,1
de cambiemos no,1
barba que el,1
dos personas que,1
los chicos es,1
