trigram phrase,frequency
provincia la ciudad,1
y le sale,1
días pone la,1
trato de pensar,1
este año en,1
un churro haciendo,1
si fueran grandes,1
vez menos está,1
esperanza pero muchos,1
tan enfermo en,1
cambio de estos,1
los políticos de,1
quintana y gustavo,1
le dirías a,1
el vamos por,1
primero que tenemos,1
de la panadería,1
patrimonio y le,1
fueron se trata,1
generación que tienen,1
años de un,1
no podemos dudar,1
que no se,1
descalificación y bueno,1
del mundo de,1
gobierno por ahí,1
los que lo,1
lado que sabe,1
porque veo que,1
helicóptero que van,1
mí por lejos,1
que ganamos pero,1
verdad o sea,1
tardamos tres años,1
que podamos dar,1
van guardando para,1
no lo hicieron,1
acompañarlo ayudarlo y,1
futuro no lo,1
una persona que,1
creo que se,1
lista distinta que,1
llega el crédito,1
adapta su discurso,1
gran cable a,1
de que eso,1
relación de enorme,1
a florencio randazzo,1
y que confían,1
adelante no es,1
idea de todo,1
no era tan,1
que hay macri,1
apuesta al miedo,1
awada en washington,1
para dialogar cuándo,1
marcos peña jefe,1
profundos y el,1
equipo por eso,1
se siga gritando,1
aníbal cristina moreno,1
quiere más de,1
y escritora donde,1
el poder parece,1
en esto el,1
por vos por,1
un campeón en,1
y lo malo,1
dice peña na,1
la rúa ese,1
ve el mismo,1
pre armado y,1
su peinado eso,1
de vivir la,1
de uno tiene,1
peronismo tiene algunas,1
duran hablan del,1
peña mata por,1
parte de esa,1
se levanta todos,1
bien a la,1
por ese cambio,1
incluso como un,1
no conozco a,1
es ya gobernaron,1
conocimiento generando trabajo,1
mauricio macri y,1
trata de cristina,1
ventaja para los,1
arranque y mi,1
llegan a la,1
inútil mentir el,1
no vivía acá,1
un equipo está,1
confían en nosotros,1
de identidad pero,1
aporte es ese,1
seamos de la,1
ese lugar de,1
como la messi,1
excepto lilita que,1
hay mucha gente,1
y más a,1
jefe yo trabajo,1
que la historia,1
ojalá a futuro,1
nuestros candidatos son,1
horacio largo silencio,1
es en un,1
sin dejar crecer,1
dudando les digo,1
estás en una,1
mediados de julio,1
pasando que es,1
dijo hace pocos,1
nombres no hablo,1
bueno vamos a,1
esta elección no,1
el libro el,1
llegó al poder,1
moreno qué decís,1
eso promueve que,1
que esos candidatos,1
sí no aspiro,1
nuestra identidad no,1
mucho de su,1
cambiemos no practican,1
jugar con suplentes,1
si se van,1
gobierno dice peña,1
re bien nos,1
política argentina y,1
armar las estrategias,1
lo que susurra,1
entonces vamos a,1
estamos acá porque,1
tres años luciana,1
de gente que,1
kirchneristas pero que,1
política en general,1
sobre todo porque,1
una persona talentosa,1
vos vidal michetti,1
transición y todavía,1
ja ja ja,1
de ciertas personas,1
pares o superiores,1
juegan todo en,1
que van a,1
difícil para todos,1
2016 cuando el,1
cuánta gente formaron,1
a muchos de,1
en el libro,1
a ir por,1
sos un gran,1
tímido más flaco,1
lousteau o de,1
a los votantes,1
como decía lilita,1
kirchner gane porque,1
lilita y bielsa,1
perdiendo patrimonio y,1
pleno siglo xxi,1
ideas frescas y,1
confianza es algo,1
crecer el elegante,1
un equipo sos,1
nos parecía hacer,1
futuro te juro,1
su piel al,1
perón como un,1
mauricio macri sin,1
trabajo muy lejos,1
se lo he,1
cosas cambiaran afirma,1
o sea definís,1
estaba pensando sos,1
bullying a durán,1
problemas un ex,1
estaba viviendo la,1
nunca trató de,1
respuesta en la,1
muy reivindicativa muy,1
padre también es,1
país espectacular una,1
definición creo que,1
y no lo,1
persona talentosa pero,1
que eso no,1
que te iban,1
se lo reconoce,1
fueron de sus,1
lo conoce demasiado,1
washington el quiso,1
juntos no van,1
peso sí por,1
pompeo en davos,1
también le faltaba,1
es un partido,1
su vida y,1
qué crees que,1
sin embargo todavía,1
por el mundo,1
se sienten pares,1
lo peor ya,1
extrañás ese tiempo,1
para adelante y,1
margarita stolbizer en,1
hablabas de que,1
para la argentina,1
de 2017 con,1
pequeña ventaja incluís,1
allá del discurso,1
cabeza mientras lloraba,1
recorre el país,1
en un proceso,1
los problemas de,1
ahora las encuestas,1
el 83 para,1
en davos fue,1
para el campeonato,1
manejamos nosotros si,1
haya una transición,1
manejar y sigue,1
argentina tuviera más,1
las cosas bastante,1
de menem no,1
de equipo de,1
es una expresión,1
y al sistema,1
trabajo lo tendría,1
otra alternativa por,1
83 y quedará,1
mis hermanos mis,1
dicen bueno está,1
mundo que fue,1
tiempo qué es,1
entonces los que,1
dijo margarita stolbizer,1
en la paloma,1
que ver vos,1
otro día fue,1
2004 lo recomendaron,1
hablás de mauricio,1
muchos la están,1
son como capas,1
estaremos un tiempo,1
dicen se puede,1
más chiquito fue,1
con esa lógica,1
organizarse para escuchar,1
y no creo,1
a la política,1
no es un,1
más difícil de,1
de jaime la,1
pequeña ventaja un,1
país se arregló,1
tattoo zen que,1
lo personal y,1
ese camino habíamos,1
y futuro no,1
es poco es,1
presidente del pj,1
cambiemos esté unido,1
anclas de la,1
cuenta lo que,1
está pasando en,1
de la esperanza,1
construir equipos a,1
es muy útil,1
de libertad a,1
cómo es un,1
muchos que opinan,1
que agradecer a,1
invitó al líder,1
sobre todo cuando,1
en un momento,1
tierra sobre todo,1
eso tienen algunas,1
dirías que es,1
jaime durán barba,1
también para nuestro,1
club que también,1
pensar en positivo,1
en armonía hasta,1
lejos de esa,1
máquina de ganar,1
ustedes son los,1
la pregunta saber,1
la familia el,1
vivir cómodo de,1
romper con esa,1
es bastante pero,1
cuervo larroque qué,1
visión más populista,1
asfalto llegan las,1
uno recorre el,1
de una amistad,1
lo malo tendrán,1
están juntos no,1
un ecuatoriano para,1
abajo vamos a,1
derecho el símbolo,1
el estado todo,1
el hombre de,1
renovador a acompañarlo,1
amigos él es,1
oportunista o un,1
y cómo crees,1
que ojalá la,1
cantando ya sin,1
el mundo por,1
campaña se la,1
alguien que adapta,1
de pedro fernanda,1
habla de una,1
digo esto es,1
quién es el,1
la juventud maravillosa,1
rencores porque son,1
los representa si,1
afectiva pero bueno,1
randazzo lo conozco,1
necesitamos un ecuatoriano,1
presidente qué me,1
el país con,1
hermanos mis primos,1
viste que te,1
su pelo de,1
se necesita tener,1
tuviera más gente,1
gabinete kirchnerista una,1
pero bueno te,1
suegra kirchnerista y,1
un proceso como,1
salvar dos a,1
grandes estadistas y,1
y esa capacidad,1
de vuelta el,1
tendrán sus virtudes,1
en pleno siglo,1
borda lo más,1
de liderazgo muy,1
de luchar contra,1
tenés que ver,1
para que las,1
de gobierno cambiemos,1
en nuestra historia,1
vuelta el tema,1
un optimismo a,1
a muchos políticos,1
una lógica muy,1
amigos no no,1
del discurso está,1
un poco de,1
practican deportes juntos,1
equipo sos vos,1
ganaron es en,1
del 2019 la,1
del peronismo hoy,1
hay nada que,1
una costumbre que,1
sos candidato en,1
a involucrarse en,1
y quedaron y,1
conoce demasiado ya,1
de ahí fue,1
es raro para,1
que están acá,1
joaquín 3 estamos,1
tapa de una,1
la gente común,1
y cómo es,1
es el jefe,1
mañana pero arranca,1
revés es un,1
fue pobre hasta,1
pasillos de la,1
acá jaime durán,1
tu misma edad,1
mi formación lo,1
hoy lo más,1
que ganar en,1
que es el,1
elecciones y es,1
o se sienten,1
quien le pueda,1
propia aventura y,1
a seguir laburando,1
terminar así el,1
pero muchos la,1
cómodo de otra,1
esta expresión de,1
todo en este,1
con cualquiera de,1
se puede salir,1
la gente claro,1
para llevarlo adelante,1
no los pibes,1
mucho tiempo qué,1
otro día escuché,1
quedaron y quedó,1
viendo es la,1
entonces desde el,1
viviana canosa 12,1
parece no pesarle,1
sin fuerzas la,1
te ocurra tocarlo,1
periodistas y más,1
se te ocurra,1
el alma ustedes,1
haya fragmentación de,1
de una idea,1
kirchner ojalá que,1
argentinos diciendo ya,1
sergio massa mauricio,1
historia la historia,1
no comparto su,1
muy concentrador después,1
joaquín 3 tardamos,1
sé parte pero,1
se toma su,1
hoy qué es,1
que tiene para,1
en estos años,1
de ayudarlo sin,1
pj es subestimar,1
candidato y martín,1
no se diera,1
una gente increíble,1
te ponés tenso,1
filmus no no,1
años que estamos,1
gente viva mejor,1
de su partido,1
del mundo entero,1
si uno mira,1
crees que es,1
tomado la decisión,1
expresión de los,1
pienso en positivo,1
su mujer luciana,1
la política en,1
cada vez peor,1
le sale de,1
se ríe mucho,1
hay que pensar,1
eso lo trajo,1
poco anticuada una,1
un equipo que,1
de quién creo,1
pública y conocida,1
se hizo hace,1
que eso que,1
diferenciaría la gente,1
con cristina se,1
y eso siempre,1
es viste que,1
2003 en que,1
ese cambio o,1
digo que esta,1
y se hizo,1
identidad la misma,1
gente primero que,1
estos años es,1
en estas elecciones,1
el peronismo yo,1
descalificamos porque estuvo,1
él prefirió volver,1
y pieza clave,1
ambos lados y,1
crédito hipotecario y,1
mauricio vino a,1
para la liberación,1
decimos de martín,1
luchar contra el,1
ojalá la argentina,1
ríe somos un,1
tiene una crisis,1
único que decimos,1
parece que el,1
ya gobernaron o,1
en washington el,1
menos está dando,1
como política es,1
y lo tenés,1
gente no se,1
historia nosotros estaremos,1
porque es rico,1
ver con una,1
persecución judicial y,1
faltaba a la,1
de amigos pero,1
manera increíble confiesa,1
pensando sos como,1
pasó y todavía,1
no no me,1
políticos de la,1
veo que hay,1
más general después,1
eso el jefe,1
después de que,1
muy centrado en,1
primos somos una,1
preguntás hoy qué,1
para nuestro hijo,1
de marzo cumplió,1
es el culpable,1
si vos estás,1
e invita a,1
con el gobierno,1
tenía derecho ojalá,1
que hizo en,1
dar las respuestas,1
nosotros para llevarlo,1
a comer no,1
piel al volver,1
le puede dar,1
lo definió muy,1
cambiemos hoy ocupa,1
ves que no,1
a marcos peña,1
una suegra kirchnerista,1
lousteau mauricio macri,1
ser respetuoso y,1
adaptando su discurso,1
20o1 nosotros por,1
de peso sí,1
que había que,1
intelectual en 2005,1
dirá que fue,1
margarita pero lo,1
a la jefatura,1
el kirchnerismo es,1
de cada uno,1
un club que,1
está dando una,1
vínculo de mucha,1
que el mismo,1
no te está,1
quiso volver para,1
misma edad máximo,1
83 para acá,1
más gente así,1
la ciudad muy,1
y le ha,1
lo que son,1
pantalla ustedes entendieron,1
la confianza es,1
agradecer a la,1
juliana awada en,1
está martín lousteau,1
a mauricio macri,1
pregunto sobre su,1
de cuántos votos,1
escuché que él,1
santa cruz nunca,1
modernizar a nuestros,1
claro lo bueno,1
definís como un,1
con él y,1
no meterlos en,1
y mauricio un,1
de su peinado,1
de las embajadas,1
pero marquitos es,1
ataques de persecución,1
que tenés sobre,1
dividido el peronismo,1
lo mismo aunque,1
del gabinete no,1
haciendo es cambiar,1
votantes nos pusieron,1
el país y,1
increíble cuanto más,1
el señor de,1
martín venía con,1
el proceso de,1
quiere un cambio,1
votante quiere otra,1
esto es algo,1
eso pasa por,1
que confían en,1
me enteré que,1
al resto y,1
hacia el optimismo,1
alfombra entró a,1
no acumulo rencores,1
está para poner,1
presidentes más prestigiosos,1
embarazada no sé,1
tenés que salvar,1
y sin dejar,1
o sea no,1
muchas veces agresiva,1
ocupa ese lugar,1
tu suegra por,1
una mayoría que,1
15 años de,1
moreno y a,1
hecho las cosas,1
construir un presidente,1
él podría vivir,1
que son qué,1
a martín creo,1
mayoría respalda el,1
agravios de ataques,1
a larreta a,1
gobierno o a,1
también modernizar a,1
ni randazzo ni,1
todos los carnets,1
hombre de extrema,1
comprometan pero no,1
pero vivimos acá,1
que puedo decirte,1
ahí algunos nombres,1
para adelante pero,1
soy el más,1
diga ya está,1
futuro presidente la,1
sí por ahí,1
oscuro impide que,1
la autenticidad cuando,1
resto y de,1
es vivir la,1
en la campaña,1
joaquín sin tratamiento,1
se presenta hay,1
es algo nuevo,1
gente claro es,1
otra cosa no,1
y crecer a,1
estás con los,1
y también muy,1
calmabas que sos,1
cambio o si,1
bien es muy,1
que filmus aportó,1
gracioso no hice,1
campaña y le,1
al congreso en,1
personas para que,1
en sus espaldas,1
suiza les suma,1
de esa idea,1
un face time,1
que haya una,1
suma que esté,1
hizo mucho bien,1
demostrar que sí,1
una argentina muchas,1
la izquierda de,1
qué es el,1
y le ganamos,1
por eso dijimos,1
gustavo lopetegui por,1
respuestas pero no,1
integrándose al mundo,1
patria sí colonia,1
que tiene como,1
enorme mayoría de,1
na en estas,1
firmar certificados de,1
gobierno e invita,1
permitió que a,1
que piensan en,1
a poner en,1
lo descalificamos porque,1
formación lo único,1
alguien que aporte,1
enfermo en la,1
día salió de,1
era tan obvia,1
y eso le,1
lo veo rodeado,1
uno y sin,1
del 2001 es,1
sea que más,1
más prestigiosos del,1
país y sin,1
sin tratamiento hicimos,1
y su mujer,1
paloma uruguay cómo,1
a la silla,1
común al que,1
podría vivir cómodo,1
centrado en uno,1
problema de autoestima,1
política porque me,1
idea más aspiracional,1
reaccionaria esa cosa,1
desde el presidente,1
no hay mal,1
volver aníbal cristina,1
moreno cristina apuesta,1
del autoritarismo querés,1
nada lopetegui quintana,1
muy útil su,1
el 15 de,1
de no terminar,1
si preguntás hoy,1
ligada al resentimiento,1
se murió el,1
prueba de todo,1
oportunista a massa,1
aportar pero bueno,1
cómo es verte,1
se puede viajar,1
increíble viene todos,1
tengo mucho diálogo,1
buscar quién es,1
porque es una,1
que esté tan,1
pongo tenso porque,1
preso un ex,1
hasta que me,1
pública que se,1
otra manera y,1
campeón en eso,1
equipo que piensan,1
demostrar que eso,1
pasó todavía tenemos,1
una persona pública,1
suma es que,1
qué representa lo,1
quién lo recomienda,1
cada uno qué,1
lo político no,1
la primera respuesta,1
mejor que tenga,1
lo cual tiene,1
bien porque lo,1
estados unidos a,1
creer vos tenés,1
de una alfombra,1
en carlos saúl,1
estamos unidos eso,1
años o lo,1
un poco reaccionaria,1
que salvar dos,1
años y el,1
de margarita pero,1
muy como grupo,1
generando trabajo por,1
argentina pero que,1
las elecciones que,1
virtudes y sus,1
dependerá de ellos,1
de que salen,1
de protagonismo sí,1
enteré que tu,1
que quieren meterse,1
pero lo más,1
argentina no es,1
la líder que,1
estado muy orgullosos,1
en su tierra,1
que trabajan en,1
lugar muy importante,1
y ves el,1
amigos pero marquitos,1
está pasando que,1
es ese manejo,1
peña jefe de,1
crees que eso,1
le faltaba a,1
o sea que,1
néstor kirchner qué,1
cuanto más recorrés,1
la gente viva,1
eso porque termina,1
nota es inútil,1
luciana cuenta en,1
corbata una costumbre,1
durán barba aportó,1
tema de la,1
mira las listas,1
cosa típica de,1
digan si van,1
juntos hace 15,1
y sigue siéndolo,1
que todavía está,1
del gabinete eso,1
mauricio creo que,1
lo más importante,1
podemos dudar de,1
cristina está con,1
rescatas la autenticidad,1
comparto su forma,1
natural menem en,1
12 años en,1
decilo hoy por,1
tu suegra es,1
señor de la,1
las embajadas más,1
valores la misma,1
las grandes potencias,1
transformador así se,1
desde hace 12,1
cerebro detrás de,1
hasta que llegó,1
respeto mucho que,1
y que engañamos,1
le hizo mucho,1
verdad no conozco,1
está viendo es,1
decirte es que,1
mauricio y están,1
gobierno de fernando,1
el mismo club,1
pero critican a,1
que estamos para,1
apoya y confía,1
equipo de reflexión,1
mundo por lo,1
el mundo hoy,1
ayudarlo define marcos,1
así se lo,1
mientras lloraba y,1
y yo veo,1
campaña del 2005,1
conozco a randazzo,1
ya pasó todavía,1
vaya a otro,1
un rato pero,1
como seis causas,1
pantalla con cristina,1
maría eugenia vidal,1
lilita le hace,1
su antebrazo derecho,1
borda te imaginas,1
punto tengo un,1
la familia perfecta,1
a cristina perdiendo,1
que las cosas,1
el miedo son,1
que se entenderían,1
ser auténtico porque,1
pero está claro,1
que fueron los,1
una máquina de,1
unas ganas del,1
eso habla de,1
por qué necesitamos,1
salió de abajo,1
con ellos por,1
mismos valores la,1
como fue la,1
piensa y a,1
una manera increíble,1
liberar a la,1
respaldan votan por,1
porque son como,1
metido que se,1
escudero de todas,1
que me llama,1
estar preso un,1
importante construir una,1
impulsó a involucrarse,1
mauricio es una,1
años no era,1
que no hace,1
habíamos tomado la,1
el trabajo lo,1
culpable en vez,1
ser parte del,1
en mi rol,1
proceso de cambio,1
ocupados vos vidal,1
año en sus,1
fue un gran,1
de ambos lados,1
mucho diálogo con,1
a la comunicación,1
maravillosa y lo,1
estamos haciendo como,1
o lo mismo,1
han estado muy,1
le tenés que,1
razón de los,1
adapta permanentemente su,1
cómo crees que,1
massa mauricio macri,1
hicieron integrándose al,1
ponés tenso no,1
ganando por un,1
un oportunista a,1
termina siendo alguien,1
nombres de peso,1
que ustedes son,1
muchos de los,1
una cosa de,1
la casa de,1
día escuché que,1
están pasando mal,1
provincias gracias al,1
de gobierno por,1
certificado de defunción,1
ustedes tienen gobierno,1
toda esta historia,1
muy tímido más,1
que se juegan,1
presidente invitó al,1
qué rescatas la,1
en américa latina,1
lopetegui quintana aranguren,1
largo silencio y,1
elección que ganaron,1
terminó con el,1
esperanza que demuestran,1
no lo conoce,1
peinado eso es,1
venga a traer,1
la calmabas que,1
solo se pone,1
cuando el presidente,1
padres y hablan,1
es algo súper,1
para ayudarlo define,1
desde un lugar,1
buenos aires ve,1
filmus y tenés,1
y la cámpora,1
muy orgullosos de,1
eso no está,1
van a terminar,1
años es ser,1
gran crisis que,1
y lo mismo,1
es firmar certificados,1
explicación perón fue,1
cambiemos pensaba cuáles,1
de mauricio mi,1
eso le hizo,1
una cierta crisis,1
lugares se lo,1
de julio de,1
cuenta en el,1
pero sé claro,1
y por ejemplo,1
útil su mayor,1
el pj con,1
marcos peña junto,1
seguir laburando todos,1
vos se toma,1
explicación más general,1
barba por qué,1
gobierno de cambiemos,1
ventaja incluís a,1
les digo no,1
lo reconoce en,1
justifica en casa,1
muy bien bueno,1
de construir equipos,1
ahí durán barba,1
el cariño el,1
porque el votante,1
la revista noticias,1
el poder el,1
trabajando juntos creo,1
tienen más o,1
que no vivía,1
el país lo,1
criticó a mauricio,1
pobre hasta que,1
todavía en algunos,1
todos también para,1
embargo todavía en,1
es un gran,1
la función pública,1
que se fueron,1
lo tendría que,1
en muchas provincias,1
caos lo impulsó,1
otro y creo,1
pueblos originarios donde,1
padre de dos,1
comunicación en las,1
pero no poder,1
dar certificado de,1
quedó embarazada íbamos,1
cuándo apareció un,1
barba aportó muchísimo,1
fría donde en,1
ninguneando a mauricio,1
todas las batallas,1
momento él prefirió,1
esta tarea es,1
desafiante cuando repiten,1
muy difícil para,1
que creo que,1
menem no se,1
la tarea si,1
estadistas y la,1
cuando le pregunto,1
eso sobra humildemente,1
menos a los,1
hay una gran,1
marquitos es el,1
entrevista sin corbata,1
claro es que,1
vocación siempre ha,1
bien re bien,1
autoestima que hay,1
más a la,1
humildemente no creo,1
tenés que agradecer,1
amigo trabajamos juntos,1
estar muy bien,1
años de agravios,1
cuidadosamente desprolija solo,1
dijimos que no,1
se olviden de,1
de empoderar la,1
siendo alguien que,1
poder cómo cae,1
mundo ves que,1
fue con un,1
pero poco confiable,1
traje de baño,1
las etapas históricas,1
si no se,1
tenés sobre todo,1
políticos que hablan,1
zen que se,1
y tenés que,1
periodista y escritora,1
ambición de poder,1
parte del cambio,1
florencio massa cristina,1
cristina se notó,1
pensaba en carlos,1
me dirías que,1
pero que permitió,1
lado que creo,1
ventaja un oportunista,1
así y por,1
lograrlo sergio massa,1
guerra fría donde,1
ganamos a lilita,1
al presidente macri,1
sino por otro,1
argentina y en,1
todas las etapas,1
hijos van a,1
para ustedes me,1
que quiere un,1
sigue ninguneando a,1
de gabinete marcos,1
porque hay muchos,1
gritando patria sí,1
massa en esta,1
cambio o sea,1
ver vos con,1
nos quedó de,1
la comunicación en,1
panadería mientras amasa,1
que estamos juntos,1
peña junto al,1
estamos para más,1
entendieron eso y,1
por qué cambiarla,1
hizo en el,1
vallejos el cuervo,1
en un municipio,1
mauricio macri susana,1
hablarme del presidente,1
eso de un,1
bueno son decisiones,1
ellos siempre han,1
más importante es,1
argentina que es,1
cambiemos cambiemos hoy,1
de un optimismo,1
los 70 a,1
peña ja ja,1
qué se están,1
a romper eso,1
organizarse metodológicamente para,1
sesgo hacia el,1
ejemplo son dos,1
un país distinto,1
sin hablarme del,1
el elegante saco,1
de nosotros es,1
sale de adentro,1
en un lugar,1
que tu suegra,1
acompañarlo ayudarlo con,1
los ciudadanos que,1
mayoría de la,1
a esa gente,1
muy fuerte a,1
club que ya,1
no somos amigos,1
uno mira las,1
conmueve demasiado algo,1
las cosas cambiaran,1
lo dibujó en,1
nos rendimos tienen,1
sus espaldas maría,1
la pantalla con,1
a armar una,1
que es vivir,1
que volver aníbal,1
acá y nuestros,1
día estaba leyendo,1
todo pienso en,1
mauricio frigerio y,1
y obviamente crees,1
cambiar de verdad,1
esto es día,1
el imperio luchar,1
a hacer de,1
político porque ni,1
no los problemas,1
de hace 40,1
son nuestros principales,1
2017 con mauricio,1
cristina apuesta al,1
armado y eso,1
bueno y lo,1
somos un equipo,1
con ellos no,1
viene por lo,1
se termina enfermando,1
otro lado el,1
de la misma,1
quede embarazada se,1
de ellos lo,1
ellos nacieron de,1
fue la del,1
se relajaron y,1
es cómo nacimos,1
critican a mauricio,1
quedaste pensando en,1
muy claros sé,1
tener los mismos,1
no lo hubieras,1
mucho bien a,1
del mundo que,1
que son un,1
pasión entonces desde,1
está en muchas,1
como estamos unidos,1
las encuestas también,1
todo ahí diferenciaría,1
la idea que,1
un tribunero adapta,1
stulberg vos que,1
porque lo termina,1
hablo en general,1
lousteau a martín,1
quede al descubierto,1
con una barba,1
la familia ser,1
en santa cruz,1
que también está,1
me llama la,1
tipo que ha,1
lo que más,1
tan importante cristina,1
un tipo que,1
que engañamos y,1
se notó sí,1
viste que no,1
nuevos liderazgos como,1
hablar con las,1
hace pocos días,1
pero bueno viene,1
si sos candidato,1
en el gobierno,1
tirado un rato,1
lo salvás no,1
es que el,1
de rencor de,1
avión y se,1
el yerno perfecto,1
mayoría que quiere,1
aparte no mezclo,1
puede dar una,1
atención es que,1
lejos ese es,1
presidente la silla,1
la jefatura quién,1
poder el poder,1
kirchner y fernando,1
y sus propias,1
los problemas un,1
la guerra fría,1
bueno te quedaste,1
el crédito hipotecario,1
de los presidentes,1
buenos que fueron,1
costumbre que nos,1
de mauricio nosotros,1
importante en nuestra,1
que haya fragmentación,1
suplentes como que,1
el día de,1
tema es cómo,1
más que seamos,1
retomando el tema,1
gobierno muy autoritario,1
a la líder,1
de esta lógica,1
a lilita y,1
o tribunero como,1
mismo el otro,1
cristina perdiendo por,1
pero si preguntás,1
mismos tenemos un,1
siglo xxi para,1
que fueron de,1
la gente que,1
no no porque,1
el presidente del,1
gobernaron o sea,1
como el marido,1
tiempo que ahora,1
para bloquear ese,1
función pública marcos,1
un gabinete de,1
sabe ellos siempre,1
hay para respaldar,1
el dato político,1
que es como,1
que cristina está,1
recién me decías,1
frigerio y los,1
de manejar y,1
duro ya pasó,1
que más nos,1
vos que lo,1
de nuestros candidatos,1
generación les respeto,1
después de una,1
confianza vos sos,1
un tiempo pero,1
de cristina para,1
que nos venga,1
vos por qué,1
la panadería mientras,1
culta jaime es,1
ellos no me,1
es una contradicción,1
el siglo xxi,1
que el problema,1
de la revista,1
prefirió volver para,1
es porque no,1
nosotros si uno,1
poner en sus,1
recorrés el mundo,1
que el cambio,1
todos ocupados vos,1
y martín venía,1
pérdida de libertad,1
estas elecciones excepto,1
una familia grande,1
calidad extrañás ese,1
único que no,1
esa elección lilita,1
engañamos y no,1
te imaginas a,1
eso es gracioso,1
hace bullying a,1
sometido a 15,1
recordar a mauricio,1
parece que fue,1
el 2001 y,1
la misma identidad,1
unen los chicos,1
lo trajo cambiemos,1
años luciana cuenta,1
diferente todo eso,1
se presentan con,1
son les llegan,1
el problema de,1
bastante mal en,1
líder que te,1
de nosotros mismos,1
estaba muy triste,1
estamos juntos somos,1
política pero aun,1
los chicos en,1
dicho a lilita,1
la historia dirá,1
nosotros vamos a,1
que hay una,1
no hay nada,1
un tratamiento lucas,1
con nosotros se,1
k ahí durán,1
el quiso volver,1
se están jugando,1
del 2003 en,1
que cree que,1
vida y trato,1
que ya repartió,1
personal porque él,1
del helicóptero que,1
un oportunista y,1
porque termina siendo,1
que ganaron es,1
alguien que viene,1
por uno mismo,1
cierta crisis de,1
no porque hay,1
para más tirar,1
de una cierta,1
y juliana awada,1
toma su tiempo,1
lucas que ya,1
a la sociedad,1
escuchen menos a,1
yerno perfecto la,1
escritora donde cuenta,1
la borda lo,1
familiares en la,1
nueva forma de,1
etapas históricas tienen,1
del pj va,1
a perón como,1
a otro lado,1
la campaña y,1
que volver cristina,1
dibujó en su,1
grandes potencias para,1
ó 50 años,1
que no no,1
gente formaron ni,1
40 años que,1
un poco alto,1
todo ya está,1
equipos a muchos,1
día de mañana,1
o un tribunero,1
como dijo margarita,1
una crisis de,1
objetivos y entendernos,1
por eso la,1
lo hicieron atrás,1
montón y cómo,1
de defunción pero,1
la única elección,1
amigos son los,1
bronca eso votar,1
es un asado,1
poco confiable pero,1
nosotros pero retomando,1
y de vivir,1
se fueron se,1
aunque se ve,1
es rico mauricio,1
para mí de,1
tenso cuando le,1
con joaquín 3,1
argentina es importante,1
me conmueve demasiado,1
que él decía,1
lo conozco menos,1
una energía increíble,1
que ellos sostienen,1
que les quita,1
gente diga ya,1
sí y por,1
redes ahora cristina,1
de la izquierda,1
los protagonistas de,1
ayudarlo sin buscar,1
churro haciendo un,1
contagiarla nosotros vamos,1
auténtico hizo en,1
lilita el otro,1
isla desierta y,1
nuestros principales enemigos,1
de la provincia,1
un gran cable,1
el mismo durán,1
al sistema político,1
puede lograr llega,1
quedó de la,1
club de hace,1
distintas y no,1
un viaje como,1
nueva generación que,1
nostalgia del mundo,1
cambio entonces vamos,1
contra el imperio,1
de pensar en,1
mantero son padres,1
puedo decirte es,1
pero lo salvás,1
identidad por qué,1
no de candidato,1
funciona muy como,1
hoy ocupa ese,1
esté unido cosa,1
en esta definición,1
puede hacer por,1
por eso no,1
veo trabajar a,1
trabajamos juntos desde,1
años club que,1
raro es la,1
y confía en,1
tiene del ego,1
una transición y,1
en nosotros pero,1
bielsa en esa,1
terminar de encontrar,1
hace 40 años,1
lloraba y la,1
necesita tener esperanza,1
agresivo tan enfermo,1
la provincia la,1
son padres de,1
se hizo un,1
cien respuestas pero,1
la cara dar,1
acompañarlo a suiza,1
eso es porque,1
y que dé,1
de martín lousteau,1
conozco menos me,1
feliz creo que,1
decimos es ya,1
discusión dentro del,1
persona muy culta,1
a horacio largo,1
involucrarlos porque ellos,1
tienen su explicación,1
lados y es,1
me parece un,1
describe de una,1
cambio y no,1
no y empezó,1
formación no me,1
con cristina sino,1
bueno finalmente llegó,1
con las elecciones,1
nuevo pero ojalá,1
cable a tierra,1
aspiro a la,1
es y qué,1
son como pequeñas,1
discurso permanentemente a,1
gran sacrificio personal,1
lo que viene,1
mucho que se,1
una amistad los,1
y a martín,1
por bien no,1
votantes que quieren,1
es que cambiemos,1
acá mario quintana,1
entrevistas a tu,1
incluís a sergio,1
un punto tengo,1
en todo el,1
es como la,1
claro decilo hoy,1
unidos eso promueve,1
aceptaban a lousteau,1
y la única,1
y piensa y,1
que cambiemos esté,1
latina estaba esa,1
lo mismo el,1
de la casa,1
arranca la campaña,1
ya cumplió nueve,1
noticias en enero,1
mismo durán barba,1
darles las herramientas,1
que en eso,1
trabajo para ayudarlo,1
argentina suicidándose por,1
él en su,1
persona que tiene,1
eso dijimos que,1
durán barba por,1
tan obvia para,1
grupo cerrado e,1
más grande del,1
creo que filmus,1
de todas las,1
respuestas distintas y,1
esas consignas en,1
da para adelante,1
máximo kirchner wado,1
te juro que,1
la están pasando,1
del frente renovador,1
la gente no,1
y crecer el,1
padres de lucas,1
que ganamos de,1
solo y con,1
para que nos,1
y que quedará,1
embajadas más importantes,1
lo he dicho,1
años trabajando juntos,1
fuerte a la,1
no venga no,1
ni hablar con,1
de adentro el,1
una de las,1
luciana para mi,1
con un sello,1
