screen_name	date	fav	retweet	text
NardaLepes	Mon Jul 23 19:52:42 +0000 2018	571	23	75) si vas a caramelizar cebolla, hace el doble y guarda. La vas a usar seguro. Y te ahorras un horita de tiempo. S… https://t.co/hmoDnozJoM
NardaLepes	Mon Jul 23 19:48:05 +0000 2018	188	8	74) si compras azúcar mascabo (que tiende a apelmazarse) agregale un poco de azucar blanca asi no se pegotea.
NardaLepes	Mon Jul 23 19:08:26 +0000 2018	192	11	73) para mandar al horno, en un bol y en este orden: vegetales, aceite, sal ➡️asar. El aceite siempre primero, despues el resto.
NardaLepes	Mon Jul 23 13:47:40 +0000 2018	736	31	72) para pollo al horno, antes de condimentar, secalo bien. Un rato al aire, repasador, cuanto mas seco mejor. Lleg… https://t.co/PLz2Hrxu8H
NardaLepes	Sun Jul 22 23:34:57 +0000 2018	1125	63	71) a la hora de condimentar algunos vegetales (🥕🍅🍠🍆, zapallo, calabaza) para  asar o saltear sumale un poquiiito de azucar. Poquito.
NardaLepes	Sun Jul 22 23:27:58 +0000 2018	673	50	70) si tu esponja de cocina o tu trapito amarillo te dan asquito limpios, es hora de cambiarlos.
NardaLepes	Sun Jul 22 23:26:34 +0000 2018	298	16	69) huesos. Caldos, o fondos de coccion ( epa, tocamos nivel3) guarda los huesos que puedas. Y a la sopa!
NardaLepes	Sun Jul 22 23:24:40 +0000 2018	656	31	68) el papel manteca es un viaje de ida. Tenelo, podes envolver queso, en la fuente para asar, proteger un pollo en… https://t.co/nqDShMYJYI
NardaLepes	Sun Jul 22 23:21:35 +0000 2018	454	25	67) si vas a usar la mandolina, mas vale que seas nivel 2 certificado. Te jugas una yema del dedo, ojo.
NardaLepes	Sun Jul 22 23:19:29 +0000 2018	527	47	66) usa hierbas, compra plantin de hierbas, sembrá.  Compra frescas y cuidalas.  Si empiezan a decaer, no las dejes… https://t.co/jya1L6nTCH
NardaLepes	Sun Jul 22 23:16:21 +0000 2018	2175	388	65) si en tu sarten antiadherente las cosas se pegan, estas empezando a comer teflon. Sabelo.
NardaLepes	Sun Jul 22 21:25:40 +0000 2018	378	27	64) calamares. Los cocinamos muy poquitos minutos (entre 3 y 5) o al menos ‘45. En el medio, a menos que sepas lo que haces, queda chicle.
NardaLepes	Sun Jul 22 21:21:43 +0000 2018	785	56	63) abri tus especias guardadas, si no huelen a nada, no tiene gusto a nada.
NardaLepes	Sun Jul 22 21:13:49 +0000 2018	508	31	62) si usas libros de cocina, toma notas en el libro. Que cambiaste, que pasó, si le faltaba algo, si era seco... la proxima corregis.
NardaLepes	Sun Jul 22 21:00:23 +0000 2018	687	51	61) ah el queso se ralla mas fino aún, del lado del rallador que arranca pedazos de nudillo. Asi se aprovecha mas el sabor.
NardaLepes	Sun Jul 22 20:56:36 +0000 2018	2700	194	60) zanahoria rallada. El que la ralla gruesa no entiende nada. Se ralla del lado finito. Gruesa sin sabor, seca y… https://t.co/bRggMbAuOD
NardaLepes	Sun Jul 22 20:41:48 +0000 2018	913	85	59) tres reglas para pedir pizza x tel. Acompañarla siempre con una ensalada, siempre. Esperarla con el horno prend… https://t.co/P6xTlCiJUX
NardaLepes	Sun Jul 22 20:40:20 +0000 2018	348	18	58) el marlo de los choclos son un gran agregado para sopas y pucheros. Endulzan un poco y dan cuerpo.
NardaLepes	Sun Jul 22 20:39:14 +0000 2018	410	29	57) mientras cocinamos tener un bol o tachito para ir tirando lo que descartamos. Si de ahi nada sirve para una sopa, al tacho.
NardaLepes	Sun Jul 22 15:47:39 +0000 2018	644	39	56) entrena tu paladar probando variedades del mismo producto... compra un durazno de cada tipo, uvas, tomates, un… https://t.co/xbizjgVANX
NardaLepes	Sun Jul 22 15:13:27 +0000 2018	1548	146	55) sal:  marina, en escamas, kosher, parrillera.  La comun solo cuando no queda otra. Si si, así de extremo. ( no… https://t.co/Sp62f3jcWQ
NardaLepes	Sun Jul 22 15:09:53 +0000 2018	2435	197	54) nunca nunca se condimenta el huevo revuelto en la sarten u olla. Siempre al servir. Recuerdalo padawan.
NardaLepes	Sun Jul 22 15:08:23 +0000 2018	278	22	53) nivel 2,  pincel. Aplica sabor de manera pareja, para grillados, parrilla, horno, tortas...
NardaLepes	Sun Jul 22 15:06:12 +0000 2018	632	31	52) si al cocinar un guiso, estofado o salsa ves un espumita poco atractiva arriba. Se saca con una cuchara. Pasas… https://t.co/x6PPtGMS9G
NardaLepes	Sun Jul 22 15:03:56 +0000 2018	1399	153	51) comprobado por la ciencia, muchos platos son mas ricos al otro dia, recalentados. Los sabores se asientan. El p… https://t.co/jnYNLxuDgJ
NardaLepes	Sun Jul 22 15:02:01 +0000 2018	566	51	50) tenes que aprender a brasear. Un antes y un despues de dominar el braseado (cocinar en liquido sabroso) infinit… https://t.co/b04UfY62c6
NardaLepes	Sun Jul 22 14:59:02 +0000 2018	573	39	49) bowl, algunos de metal o vidrio (para baño maria) algunos de ceramica o loza . Plástico? Nah
NardaLepes	Sun Jul 22 14:57:10 +0000 2018	969	87	48) hornito eléctrico. Hornito eléctrico. Sirve para todo.
NardaLepes	Sun Jul 22 14:54:30 +0000 2018	2526	213	47) la calabaza hervida es un embole.  Cocinala en sarten con agua o caldo y manteca, (ajito, hierbas, amor) hasta… https://t.co/ZYg2J2LFyp
NardaLepes	Sun Jul 22 14:52:02 +0000 2018	458	24	46) polemicos morrones, muchos los evitan. Dos caminos, o muy muy cocidos o crudos con vinagre o limon (criollita)… https://t.co/XMbEpBXHz8
NardaLepes	Sun Jul 22 14:49:43 +0000 2018	342	23	45) al cocinar remolachas deja la piel un poco de cabitos. Hervidas o al horno. Hasta que esten tiernas. Despues se pelan solas casi.
NardaLepes	Sun Jul 22 14:47:31 +0000 2018	595	41	44) hacete un favor , mejora tu vida , aprende a hacer buenos porotos. Fuego bajo siempre, nunca borbotones,  tiemp… https://t.co/a8h7dfbRE6
NardaLepes	Sun Jul 22 14:45:00 +0000 2018	1493	224	43) las bananas no van en la heladera.
NardaLepes	Sun Jul 22 14:44:14 +0000 2018	882	84	42) antes de usar un aceto berreta, elegí siempre un vinagre humilde pero digno.
NardaLepes	Sun Jul 22 14:42:46 +0000 2018	750	77	41) solo si un jedi del horneado usas el piso del horno. Sino, estante superior gratina, dora mas x arriba, estante… https://t.co/ORSbPjGcM2
NardaLepes	Sun Jul 22 14:36:35 +0000 2018	440	35	40) al hornear si la bandeja es demasiado grande o demasiado chica afecta el resultado. Se seca antes de tiempo o no dora nunca.
NardaLepes	Sun Jul 22 14:31:26 +0000 2018	413	30	39) no subestimes nunca el poder de una anchoa. En salsa, salteados, mayonesas, guisos, dips.
NardaLepes	Sun Jul 22 14:22:25 +0000 2018	547	39	38) antes de incorporar fruta seca (nueces etc) probalas. Aveces tienen gusto a mueble húmedo. Por se pasaron.
NardaLepes	Sun Jul 22 14:20:54 +0000 2018	323	15	37) cuando decimos hervir unos minutos  y poner en “agua con hielo” para cortar cocción, no es al p#@&amp;! Probalo.  D… https://t.co/Hs1QUFq8CY
NardaLepes	Sun Jul 22 14:03:45 +0000 2018	811	54	36) la plancha de hierro se calienta mucho rato a fuego bajo-medio. Al poner la carne, subimos un poco. Si arrancam… https://t.co/GnHM9aGGhB
NardaLepes	Sun Jul 22 00:33:16 +0000 2018	486	35	35) usa el fuego residual de la parrilla para cocinar algo para después. Pimientos, cebolla entera, berenjenas... a… https://t.co/Jx8LpSCv1L
NardaLepes	Sun Jul 22 00:30:22 +0000 2018	758	53	34) edita tu cocina. Vacia cajones y estantes de cosas rotas o repetidas. Deja solo lo que usas. Vas a cocinar mas.
NardaLepes	Sat Jul 21 15:11:20 +0000 2018	1427	134	33) es imposible comer bien arrancando de cero cada vez. Ralla zanahoria, blanquea brocolis, zapallo asado,milas en… https://t.co/wnxXkxFFoJ
NardaLepes	Sat Jul 21 15:08:34 +0000 2018	969	93	32) casi cualquier cosa con un huevo arriba es una buena comida. (A la plancha, frito, pocheadp, duro, 5 min)
NardaLepes	Sat Jul 21 15:07:41 +0000 2018	1966	259	31) las sobras no existen. Es comida, no sobras. Ideales para comer un poco de cada cosa, ayuda a variar. 2 croquet… https://t.co/i38lm2LICX
NardaLepes	Sat Jul 21 15:05:12 +0000 2018	998	162	30) no hagas las compras con hambre. (Compras de más) cocina con hambre, le pones mas onda.
NardaLepes	Sat Jul 21 00:18:26 +0000 2018	607	43	29) cortar y pelar zapallos da un poco de miedo de quedar sin dedos. Lavalo y entero al horno. Hasta que este bien… https://t.co/FsGUugNJGc
NardaLepes	Fri Jul 20 23:47:08 +0000 2018	477	42	28) si no te gusta como quedó, mejoralo. Aprende a corregir.  Todo se puede “emparchar”.
NardaLepes	Fri Jul 20 23:45:21 +0000 2018	730	48	27) cuando hagas arroz, hace de mas. El arroz saltado se hace con arroz frio.
NardaLepes	Fri Jul 20 23:42:54 +0000 2018	1025	108	26) todo sirve, medio limon semi exprimido ( te levanta una mila fria) , el fondito del franco de mostaza (para vin… https://t.co/PMCCEEzjAx
NardaLepes	Fri Jul 20 21:51:19 +0000 2018	704	68	25) se paciente, deja que las cosas doren.
NardaLepes	Fri Jul 20 21:08:01 +0000 2018	689	49	24) no le temas a la manteca. Simplemente combinala con vegetales o pescado. Reforza el sabor de lo q te cuesta mas comer.
NardaLepes	Fri Jul 20 21:02:52 +0000 2018	805	73	23) un poquito de un buen queso garpa mucho mas que mucha cantidad de un mal queso.
NardaLepes	Fri Jul 20 19:32:54 +0000 2018	817	76	22) sale del horno, reposa. Siempre. Carne, papas, pollo, lo que sea. Al menos 5 min.
NardaLepes	Fri Jul 20 19:31:25 +0000 2018	1068	129	21) cualquier carne, pollo etc. NUNCA directo de la heladera al fuego. Al menos 10 min a tem ambiente.
NardaLepes	Fri Jul 20 15:06:45 +0000 2018	798	68	20) una olla o sarten de hierro. Cambia todo. TODO.
NardaLepes	Fri Jul 20 15:06:08 +0000 2018	477	44	19) pensa tu plato desde la guarnicion. Asi vas a comer mas variado.
NardaLepes	Fri Jul 20 15:05:17 +0000 2018	383	34	18) para entrar en nivel 2, usa la olla a presion. Ahorra tiempo, gas, energia.
NardaLepes	Fri Jul 20 15:04:36 +0000 2018	421	37	17) lo acido y lo dulce se equilibran entre si. En una salsa, en un postre , en una ensalada...
NardaLepes	Thu Jul 19 20:59:26 +0000 2018	787	76	16) si la coccion es larga, poca sal de entrada. Por que reduce y se concentra.
NardaLepes	Thu Jul 19 20:32:41 +0000 2018	536	55	15) lavate las manos antes y después de cocinar.
NardaLepes	Thu Jul 19 14:50:24 +0000 2018	963	124	14) los cuchillos afilados no ae guardan en el cajon. Se desafilan
NardaLepes	Thu Jul 19 13:28:28 +0000 2018	578	87	13) lee las etiquetas de lo que comas todos los dias.
NardaLepes	Thu Jul 19 00:56:42 +0000 2018	818	97	12) en casa, seguir recetas es para momentos especiales. En el dia a dia hay que improvisar.
NardaLepes	Thu Jul 19 00:50:59 +0000 2018	674	81	Me olvide uno fundamental! <br>11) hay mucha comida rica que no es linda y viceversa.
NardaLepes	Wed Jul 18 22:21:38 +0000 2018	822	109	10) el horno no es un deposito, usalo.
NardaLepes	Wed Jul 18 22:20:26 +0000 2018	868	106	9) hace las compras en la verduleria. Arranca x ahi. Pensa tu plato desde la guarnicion. El resto sale solo.
NardaLepes	Wed Jul 18 22:18:38 +0000 2018	940	107	8) usa pimentero, no pimienta molida
NardaLepes	Wed Jul 18 21:50:29 +0000 2018	949	111	7) no peses ni midas tanto. Aprende a usar el ojo. (Salvo en pasteleria!) desperta la intuitivo.
NardaLepes	Wed Jul 18 21:49:27 +0000 2018	792	96	6) se organizado, limpia mientras haces. Tene todo listo y a mano antes de arrancar a cocinar.
NardaLepes	Wed Jul 18 21:48:39 +0000 2018	581	67	5) termina mas simples los platos con  , hierbas frescas, quesos, crocantes. Suman textura y perfiles de sabor.
NardaLepes	Wed Jul 18 21:46:30 +0000 2018	922	128	4) lee la receta antes y entende que vas a hacer y por que. Desobedece y cambia lo que quieras si la entendiste.
NardaLepes	Wed Jul 18 21:39:33 +0000 2018	794	88	3) una buena alacena se hace de a poco. Compra conservas, especias, salsas. Poca cantidad , mucha variedad.
NardaLepes	Wed Jul 18 21:38:32 +0000 2018	634	76	2) usa vegetales, probalos en crudo. Aprende de la materia prima. Toca, ole y probalos.
NardaLepes	Wed Jul 18 21:37:03 +0000 2018	2003	229	10 tips para cocinar y comer mejor:<br>1) lo que crece junto queda bien , combina bien entre si. En estacion. Por ej,… https://t.co/rxV4S0vYef
