x,y
-58.415275,-34.594002
-58.47888100000001,-34.63058
-58.388248,-34.616753
-58.4136735,-34.556174299999995
-58.413089,-34.597491999999995
-58.446804,-34.633084999999994
-58.362736,-34.610178000000005
-58.418216,-34.587662
-58.384301,-34.60917
-58.375719999999994,-34.623359
-58.440554000000006,-34.629886
-58.449676000000004,-34.626365
-58.369862899999994,-34.629625299999994
-58.435773,-34.564313
-58.398756000000006,-34.596236
-58.473562,-34.563175
-58.400401,-34.584175
-58.456675399999995,-34.581956
-58.405446999999995,-34.597147
-58.440498999999996,-34.570865999999995
-58.4190746,-34.5878814
-58.489189,-34.578482
-58.385197999999995,-34.598178999999995
-58.368691000000005,-34.617004
-58.396899,-34.599641999999996
-58.437206999999994,-34.634024
-58.397798,-34.636909
-58.489425,-34.568826
-58.366921600000005,-34.598889299999996
-58.414604000000004,-34.568273
-58.41987710000001,-34.595355
-58.385104000000005,-34.598119
-58.456304,-34.564265999999996
-58.416251,-34.593628
-58.466612600000005,-34.560309100000005
-58.432451,-34.61993
-58.434303,-34.626248
-58.391689,-34.629407
-58.414823600000005,-34.5947032
-58.484875,-34.548377
-58.4626875,-34.5641715
-58.389124,-34.591057
-58.386652000000005,-34.618778999999996
-58.431622999999995,-34.593862
-58.484038,-34.579066
-58.401233999999995,-34.61761
-58.446703,-34.569503999999995
-58.4126545,-34.581753000000006
-58.41386899999999,-34.589129
-58.44169399999999,-34.622766
-58.469467200000004,-34.5626861
-58.4928909,-34.6169979
-58.4604574,-34.5797398
-58.399759200000005,-34.5891751
-58.374283,-34.596445
-58.41787070000001,-34.6130394
-58.40794,-34.601034000000006
-58.40219200000001,-34.603119
-58.39996,-34.595775
-58.379102,-34.611492999999996
-58.38933000000001,-34.620123
-58.426055000000005,-34.60522
-58.443360999999996,-34.63925
-58.463976,-34.563159000000006
-58.361489,-34.616147999999995
-58.52370500000001,-34.605745
-58.432122,-34.571109
-58.437227,-34.594215999999996
-58.407385999999995,-34.578145
-58.46559499999999,-34.555509
-58.406082,-34.622683
-58.496539,-34.580147
-58.479236,-34.61544
-58.47624739999999,-34.6105222
-58.422402000000005,-34.607267
-58.475639,-34.586013
-58.407954000000004,-34.624575
-58.406903,-34.612770000000005
-58.412664,-34.585415999999995
-58.370666,-34.629490999999994
-58.497845999999996,-34.579306
-58.413976,-34.556684999999995
-58.41165,-34.592341
-58.372626100000005,-34.5946926
-58.361608,-34.626177
-58.40660329999999,-34.6405524
-58.483118999999995,-34.578448
-58.443749,-34.590975
-58.405857499999996,-34.6389473
-58.411088,-34.6383262
-58.4127436,-34.6165098
-58.371075,-34.648451
-58.506852,-34.586532
-58.5122961,-34.5857869
-58.3747385,-34.6084746
-58.485842000000005,-34.571154
-58.441117000000006,-34.563520000000004
-58.420278,-34.590522
-58.464548,-34.607084
-58.485793900000004,-34.579522100000005
-58.471488,-34.547808
-58.438916799999994,-34.5941641
-58.387874,-34.594702000000005
-58.4077332,-34.610629700000004
-58.390789,-34.630516
-58.389506999999995,-34.601490000000005
-58.440687,-34.614314
-58.401233999999995,-34.61761
-58.374026,-34.595015000000004
-58.4478804,-34.5565742
-58.475937,-34.623539
-58.445312,-34.568353
-58.493765,-34.627885
-58.469584999999995,-34.558414
-58.520328299999996,-34.6460547
-58.404074,-34.593956
-58.411205,-34.591772999999996
-58.474965000000005,-34.617379
-58.426316,-34.583591
-58.4880691,-34.597589500000005
-58.401883999999995,-34.597288
-58.413976,-34.556684999999995
-58.417807999999994,-34.642225
-58.458016,-34.564294
-58.456332999999994,-34.560762
-58.417669,-34.591176000000004
-58.440016,-34.658296
-58.372613,-34.642854
-58.401233999999995,-34.61761
-58.404970999999996,-34.586013
-58.377171999999995,-34.651729100000004
-58.3837238,-34.603920200000005
-58.389642,-34.60432
-58.4381588,-34.574043200000006
-58.432945999999994,-34.57418
-58.378519,-34.593495000000004
-58.468453000000004,-34.548840000000006
-58.391126,-34.606756
-58.42525799999999,-34.615977
-58.432574,-34.590340000000005
-58.45665,-34.61738
-58.488613,-34.599696
-58.3796821,-34.6284079
-58.405179000000004,-34.625761
-58.45554,-34.554328999999996
-58.449262899999994,-34.6042998
-58.388248,-34.616753
-58.406082,-34.622683
-58.511935,-34.585882
-58.406903,-34.612770000000005
-58.493989,-34.588175
-58.486885,-34.595321000000006
-58.447109,-34.57183
-58.428536,-34.623774
-58.387578000000005,-34.587202000000005
-58.447734,-34.625399
-58.487616,-34.571275
-58.4358399,-34.5684694
-58.428973,-34.6207847
-58.524182999999994,-34.614740999999995
-58.430403000000005,-34.573808
-58.443557,-34.569782000000004
-58.435066000000006,-34.624491
-58.455934,-34.605733
-58.371778000000006,-34.614407
-58.4560865,-34.5948465
-58.399587,-34.637145000000004
-58.41259109999999,-34.63701939999999
-58.4052985,-34.628499
-58.443692000000006,-34.613907
-58.4195733,-34.623161700000004
-58.491053,-34.607073
-58.472506,-34.575376
-58.379405000000006,-34.608993
-58.443619999999996,-34.615147
-58.415420999999995,-34.638753
-58.380689000000004,-34.609001
-58.4411,-34.606010999999995
-58.385298,-34.606336
-58.4434208,-34.581863899999995
-58.440973,-34.572415
-58.439764100000005,-34.580346899999995
-58.5181031,-34.5891793
-58.4376236,-34.6232697
-58.40554100000001,-34.616959
-58.422402000000005,-34.607267
-58.421765,-34.594242
-58.39990600000001,-34.600507
-58.434303,-34.626248
-58.5122961,-34.585631
-58.486052,-34.614554
-58.434346999999995,-34.598116
-58.3751219,-34.6010164
-58.474899,-34.579693
-58.421699,-34.600551
-58.5182756,-34.5955257
-58.472288,-34.572691
-58.410687,-34.590614
-58.441441000000005,-34.552890999999995
-58.424603299999994,-34.5858088
-58.459074,-34.555084
-58.430355299999995,-34.6016749
-58.457427,-34.571746000000005
-58.371775,-34.647428999999995
-58.46931899999999,-34.622075
-58.420629000000005,-34.600269
-58.443287,-34.585993200000004
-58.39281679999999,-34.6070035
-58.468371,-34.605763
-58.44591,-34.600364
-58.4617954,-34.626315600000005
-58.457251,-34.607365
-58.384843000000004,-34.603809999999996
-58.474942000000006,-34.584990000000005
-58.46408,-34.544691
-58.500248,-34.610558000000005
-58.3872451,-34.6013131
-58.446888,-34.602418
-58.429329700000004,-34.5882567
-58.435929099999996,-34.6109467
-58.48739989999999,-34.5865281
-58.429168000000004,-34.592177
-58.410821999999996,-34.594924
-58.41885,-34.596902
-58.436738,-34.610365
-58.412792,-34.614736
-58.414009,-34.640972999999995
-58.430946,-34.58829
-58.446888,-34.602418
-58.379656999999995,-34.623888
-58.4188071,-34.5927891
-58.410194,-34.582236
-58.43847099999999,-34.587422
-58.364493,-34.60202
-58.407666000000006,-34.591281
-58.476654,-34.631243
-58.45372170000001,-34.5518592
-58.412166000000006,-34.644925
-58.412259,-34.609287
-58.415170999999994,-34.603809000000005
-58.38150600000001,-34.619473
-58.388248,-34.616753
-58.465452899999995,-34.55826210000001
-58.438743,-34.624755
-58.405925,-34.600808
-58.487489100000005,-34.612810100000004
-58.449307499999996,-34.6042737
-58.421699,-34.600551
-58.400974399999996,-34.61943170000001
-58.414009,-34.640972999999995
-58.3773503,-34.5916145
-58.38615600000001,-34.586923999999996
-58.451094999999995,-34.585446000000005
-58.426055000000005,-34.60522
-58.5018551,-34.656494200000004
-58.393859,-34.63491
-58.416371,-34.612089000000005
-58.454237,-34.566507
-58.38020279999999,-34.614700799999994
-58.5056476,-34.5718417
-58.477585700000006,-34.617604799999995
-58.3848381,-34.6120648
-58.464548,-34.607084
-58.453499699999995,-34.6289964
-58.3858187,-34.6146045
-58.3754336,-34.608093100000005
-58.459111,-34.636635999999996
-58.360985,-34.611492999999996
-58.379015,-34.612043
-58.453826,-34.568034000000004
-58.472506,-34.575376
-58.402713,-34.589994
-58.464209999999994,-34.56675
-58.413902799999995,-34.5891213
-58.44195,-34.581425
-58.486553,-34.623889
-58.456931000000004,-34.604381
-58.4074384,-34.59033970000001
-58.44789300000001,-34.601501
-58.371382,-34.616015999999995
-58.400325,-34.632434
-58.43133100000001,-34.568624
-58.391656999999995,-34.612815999999995
-58.475288,-34.579959
-58.38704,-34.629096999999994
-58.486275,-34.576634000000006
-58.46902120000001,-34.541981400000004
-58.379405000000006,-34.608993
-58.465109999999996,-34.573852
-58.461966000000004,-34.548435
-58.375523,-34.6068537
-58.41796,-34.6120528
-58.3583042,-34.6200628
-58.43099399999999,-34.592555
-58.4192529,-34.611528899999996
-58.372752,-34.622133000000005
-58.439455,-34.608715000000004
-58.43640799999999,-34.60212
-58.3933963,-34.5977102
-58.4818681,-34.553613
-58.416408,-34.5955
-58.393218000000005,-34.591974799999996
-58.419877,-34.644573
-58.45018100000001,-34.61423
-58.43223199999999,-34.612803
-58.474475,-34.617698
-58.477761,-34.642965000000004
-58.450913,-34.55308
-58.4118966,-34.649233100000004
-58.422086,-34.629964
-58.39325,-34.597783
-58.45844399999999,-34.575205
-58.409431999999995,-34.612613
-58.44336800000001,-34.610594
-58.40280210000001,-34.6097196
-58.440687,-34.614314
-58.44169399999999,-34.622766
-58.421165,-34.605306
-58.463969999999996,-34.63439
-58.396798,-34.592625
-58.4371777,-34.5895755
-58.494101,-34.576831
-58.424958,-34.597851
-58.387690799999994,-34.5896842
-58.423828,-34.585882
-58.37545600000001,-34.597916
-58.42730400000001,-34.617412
-58.459074,-34.555084
-58.412779,-34.612438
-58.401175300000006,-34.6176409
-58.467422,-34.583026000000004
-58.403486,-34.648016999999996
-58.431164,-34.612348
-58.373022999999996,-34.6463
-58.419872,-34.6259
-58.44742900000001,-34.594609999999996
-58.457116000000006,-34.558248
-58.393567000000004,-34.592119
-58.47780600000001,-34.634253
-58.380587,-34.601299
-58.448364,-34.588428
-58.3987455,-34.6359936
-58.469991,-34.562005
-58.4436438,-34.627685
-58.445992000000004,-34.555627
-58.446562,-34.590293
-58.40164300000001,-34.617649
-58.435393000000005,-34.580259999999996
-58.393567000000004,-34.592119
-58.469508999999995,-34.549638
-58.456077,-34.616904999999996
-58.413635,-34.623725
-58.469464,-34.599408000000004
-58.434452,-34.599647
-58.438598999999996,-34.581056
-58.45223299999999,-34.610551
-58.428311,-34.605992
-58.416422999999995,-34.594085
-58.423134,-34.612483000000005
-58.387935999999996,-34.619954
-58.48599300000001,-34.553652
-58.473481799999995,-34.644230799999995
-58.3742305,-34.6450461
-58.4025792,-34.5943551
-58.402058999999994,-34.606825
-58.4365925,-34.6246429
-58.471192599999995,-34.5433105
-58.477323999999996,-34.60642
-58.438329,-34.587426
-58.405413,-34.627608
-58.424263,-34.619778000000004
-58.4677277,-34.5556018
-58.442401000000004,-34.606546
-58.387418000000004,-34.593551
-58.413398,-34.618103000000005
-58.37155,-34.628195
-58.464743000000006,-34.60649
-58.456077,-34.616904999999996
-58.456077,-34.616904999999996
-58.371215,-34.628302500000004
-58.391921999999994,-34.625213
-58.47682729999999,-34.60340479999999
-58.458361,-34.564496999999996
-58.437489899999996,-34.618676
-58.4353289,-34.5802224
-58.491640000000004,-34.564801
-58.4424397,-34.5756614
-58.397066,-34.597217
-58.436487,-34.577438
-58.371823899999995,-34.62489779999999
-58.471627500000004,-34.556703399999996
-58.448813,-34.622264
-58.422725,-34.585755
-58.42986479999999,-34.588254600000006
-58.442687,-34.607654
-58.420806999999996,-34.640404
-58.416683,-34.618266
-58.452078,-34.627606
-58.401340000000005,-34.647346999999996
-58.427709,-34.606992
-58.436298,-34.578972
-58.4194313,-34.58284329999999
-58.4227307,-34.6155651
-58.421999,-34.586033
-58.430221499999995,-34.5941987
-58.503996799999996,-34.627433700000005
-58.5021228,-34.5860696
-58.4341365,-34.5582662
-58.3761024,-34.604646200000005
-58.39553000000001,-34.592251
-58.376191500000004,-34.604749700000006
-58.454322,-34.563096
-58.4929081,-34.5997303
-58.503536,-34.596183
-58.417246,-34.65076
-58.463969999999996,-34.63439
-58.372581499999995,-34.6274119
-58.37141999999999,-34.600724
-58.417902000000005,-34.623625
-58.42309100000001,-34.577975
-58.394015,-34.593629
-58.428474,-34.610607
-58.414244,-34.587829
-58.4233549,-34.626878399999995
-58.48824499999999,-34.599477
-58.378294,-34.603588
-58.4381588,-34.6145463
-58.44855,-34.630271
-58.432798999999996,-34.620719
-58.481212,-34.631433
-58.478531000000004,-34.544927
-58.47597,-34.623466
-58.441276,-34.573421
-58.466577,-34.630848
-58.434445,-34.578435
-58.4605466,-34.5628563
-58.446949,-34.633036
-58.40238000000001,-34.586869
-58.381387,-34.595706
-58.409538,-34.605751
-58.427561,-34.581371999999995
-58.42815600000001,-34.60863
-58.462136,-34.567336
-58.403319999999994,-34.611564
-58.485065000000006,-34.574269
-58.4022821,-34.629437200000005
-58.374731000000004,-34.614901
-58.374805,-34.595361
-58.442083,-34.6078854
-58.415792,-34.597498
-58.4669694,-34.6217256
-58.44315329999999,-34.560049400000004
-58.4098012,-34.5799206
-58.42730400000001,-34.617412
-58.423349,-34.589948
-58.416371,-34.612089000000005
-58.431213,-34.602765999999995
-58.504388,-34.588876
-58.392548,-34.600833
-58.4653,-34.56382
-58.472043000000006,-34.635787
-58.459188,-34.566412
-58.444035,-34.582502000000005
-58.419793999999996,-34.588158
-58.442117,-34.629158000000004
-58.407737,-34.620249
-58.406062,-34.602375
-58.398695999999994,-34.595948
-58.40055,-34.609418
-58.42730400000001,-34.617412
-58.4502441,-34.60279
-58.459188,-34.566412
-58.438037,-34.619089
-58.435712,-34.575194
-58.419430000000006,-34.621190999999996
-58.459074,-34.555084
-58.45966899999999,-34.574501
-58.446096600000004,-34.6243792
-58.396899,-34.599641999999996
-58.426316,-34.583591
-58.473151,-34.550306
-58.41104300000001,-34.615921
-58.444292000000004,-34.559039
-58.397616000000006,-34.623847999999995
-58.4308012,-34.611070299999994
-58.484151000000004,-34.631388
-58.414663,-34.592704100000006
-58.44599,-34.633703999999994
-58.363427,-34.633718
-58.402241000000004,-34.598331
-58.45662170000001,-34.647853600000005
-58.387426,-34.630033000000005
-58.450545,-34.587724
-58.474309,-34.552663
-58.507565,-34.609715
-58.417669,-34.591176000000004
-58.41899599999999,-34.602131
-58.438037,-34.619089
-58.49926729999999,-34.620470000000005
-58.403255,-34.593437
-58.405027000000004,-34.590153
-58.431392,-34.581457
-58.45144820000001,-34.5735715
-58.411329,-34.585429
-58.374954,-34.629639000000005
-58.372613,-34.642854
-58.437831,-34.614571999999995
-58.440681999999995,-34.565193
-58.495898,-34.606546
-58.488427,-34.570962
-58.441745999999995,-34.61235
-58.4058,-34.594326
-58.39881999999999,-34.592758
-58.408533,-34.622338
-58.431288,-34.611278000000006
-58.451779,-34.580338
-58.426415000000006,-34.632441
-58.43975,-34.613490999999996
-58.452043,-34.614565999999996
-58.426415000000006,-34.632441
-58.387604,-34.586115
-58.435981999999996,-34.567894
-58.431048,-34.642472
-58.480351399999996,-34.5782744
-58.412476100000006,-34.578742
-58.486553,-34.623889
-58.369595499999996,-34.6019946
-58.403057999999994,-34.615522999999996
-58.371888,-34.599643
-58.420033999999994,-34.609682
-58.3974081,-34.603847200000004
-58.415599,-34.611439000000004
-58.420596999999994,-34.633037
-58.44348000000001,-34.604289
-58.423506,-34.602834
-58.468977,-34.562478000000006
-58.403319999999994,-34.611564
-58.435288,-34.597537
-58.4997135,-34.5982374
-58.3695064,-34.6018911
-58.441904,-34.636595
-58.47504300000001,-34.5712591
-58.3923265,-34.6066678
-58.42269,-34.627321
-58.407304700000005,-34.5934552
-58.4368,-34.594675
-58.416451,-34.59081
-58.446164,-34.609632
-58.403826,-34.632805
-58.38718299999999,-34.621026
-58.3746177,-34.614628
-58.434053000000006,-34.583636
-58.425909999999995,-34.57987
-58.392136,-34.60518
-58.427278599999994,-34.586810899999996
-58.45626899999999,-34.600882
-58.418741000000004,-34.607554
-58.386109,-34.612558
-58.370397700000005,-34.620751299999995
-58.425978,-34.5885
-58.39356,-34.606618
-58.4308458,-34.5972597
-58.394811,-34.623674
-58.378918000000006,-34.615833
-58.378779,-34.618666
-58.436556,-34.6126
-58.394525,-34.585146
-58.467950699999996,-34.562485200000005
-58.407875,-34.594989
-58.43786,-34.592211
-58.425416000000006,-34.610178999999995
-58.49502879999999,-34.611270399999995
-58.424779,-34.584322
-58.426759,-34.626996000000005
-58.447942000000005,-34.554056
-58.48064,-34.603258000000004
-58.489652,-34.597974
-58.506117,-34.571094
-58.45486700000001,-34.620861
-58.406903,-34.612770000000005
-58.432122,-34.571109
-58.400325,-34.632434
-58.377316,-34.625352
-58.462582,-34.625187
-58.499997,-34.591879
-58.47888100000001,-34.63058
-58.40515799999999,-34.625759
-58.476342,-34.602046
-58.444621,-34.602615
-58.425038,-34.625054999999996
-58.442637,-34.636796000000004
-58.464464,-34.625396
-58.49263199999999,-34.590466
-58.406082,-34.622683
-58.422402000000005,-34.607267
-58.449691,-34.615854999999996
-58.413089,-34.597491999999995
-58.408786,-34.581767
-58.406903,-34.612770000000005
-58.47744399999999,-34.555753
-58.414696,-34.602011
-58.447109,-34.57183
-58.414999,-34.593998
-58.39125670000001,-34.5831563
-58.435988,-34.616454
-58.396117000000004,-34.604433
-58.37224499999999,-34.600854
-58.441272,-34.611583
-58.389514,-34.631496999999996
-58.405801000000004,-34.610927000000004
-58.511935,-34.585882
-58.441393000000005,-34.564831
-58.403876000000004,-34.588198999999996
-58.466746400000005,-34.6199092
-58.488613,-34.599696
-58.394670999999995,-34.613053
-58.473048,-34.608583
-58.46879820000001,-34.5622995
-58.402445400000005,-34.623786200000005
-58.5128762,-34.5799125
-58.455315,-34.548569
-58.497859999999996,-34.654889000000004
-58.435688,-34.570405
-58.452805000000005,-34.593401
-58.464548,-34.607084
-58.437047,-34.609541
-58.392035,-34.658421999999995
-58.390178000000006,-34.61994
-58.3837684,-34.6120683
-58.443692000000006,-34.613907
-58.52134,-34.624696
-58.362914,-34.609183
-58.410826,-34.631549
-58.419275,-34.632296999999994
-58.44112,-34.581915
-58.47597,-34.623466
-58.400362,-34.587357
-58.38796,-34.600603
-58.477047,-34.610202
-58.463498,-34.605505
-58.433972999999995,-34.5743
-58.48360699999999,-34.550056
-58.4433316,-34.595782
-58.48190400000001,-34.621821999999995
-58.501230500000005,-34.63887020000001
-58.434549,-34.594246999999996
-58.3735174,-34.5944042
-58.3571177,-34.6311675
-58.410049,-34.621482
-58.4571569,-34.5646897
-58.4110495,-34.6038762
-58.4070372,-34.6206304
-58.426316,-34.583591
-58.47201379999999,-34.620494
-58.413565000000006,-34.579271000000006
-58.420556000000005,-34.578381
-58.385801,-34.619551
-58.415052,-34.580422
-58.407892000000004,-34.613890999999995
-58.44041899999999,-34.595009000000005
-58.408533,-34.622338
-58.449445999999995,-34.546690000000005
-58.39384200000001,-34.589195200000006
-58.410803,-34.590007
-58.39455529999999,-34.604817499999996
-58.422231999999994,-34.612466
-58.395313,-34.587788200000006
-58.382988,-34.59086
-58.443183,-34.568093
-58.409957999999996,-34.613467
-58.514224600000006,-34.605509999999995
-58.514224600000006,-34.605509999999995
-58.438489000000004,-34.620059000000005
-58.403362,-34.614633000000005
-58.417867,-34.589618
-58.419402000000005,-34.589195000000004
-58.4427519,-34.573530600000005
-58.414103000000004,-34.59032
-58.4512698,-34.6404251
-58.4011821,-34.6195437
-58.445293799999995,-34.598682000000004
-58.488613,-34.599696
-58.402747999999995,-34.6559809
-58.365396,-34.62744
-58.407954000000004,-34.624575
-58.437227,-34.594215999999996
-58.47039300000001,-34.555501
-58.487339,-34.570362
-58.4048973,-34.5843525
-58.406903,-34.612770000000005
-58.379427,-34.608277
-58.420186,-34.584016999999996
-58.414696,-34.602011
-58.405951,-34.582177
-58.4162212,-34.6239715
-58.486076000000004,-34.630432
-58.474706000000005,-34.63799
-58.4325848,-34.5727938
-58.4100241,-34.6260435
-58.461447,-34.636189
-58.409898,-34.586932
-58.427358,-34.582347999999996
-58.394661,-34.585341
-58.40900500000001,-34.641342
-58.43009300000001,-34.633205
-58.46879820000001,-34.5622995
-58.4008861,-34.5966499
-58.439676,-34.620391999999995
-58.48190400000001,-34.621821999999995
-58.450903000000004,-34.572037
-58.426280000000006,-34.608988000000004
-58.399097,-34.593107
-58.527136999999996,-34.617089
-58.502529,-34.639237
-58.394661,-34.585341
-58.4313808,-34.5780961
-58.458093500000004,-34.5501901
-58.406903,-34.612770000000005
-58.442448999999996,-34.603321
-58.389506999999995,-34.601490000000005
-58.408533,-34.622338
-58.360950100000004,-34.613282500000004
-58.411423,-34.590261
-58.390178000000006,-34.61994
-58.39881999999999,-34.592758
-58.451764000000004,-34.630345
-58.38054399999999,-34.594162
-58.420877000000004,-34.609882
-58.419049,-34.589356
-58.417815000000004,-34.597726
-58.386003,-34.598172999999996
-58.385105599999996,-34.604901700000006
-58.393235,-34.620256
-58.390142299999994,-34.614797700000004
-58.418124,-34.603673
-58.524953000000004,-34.617185
-58.487588,-34.613289
-58.387679000000006,-34.610082
-58.426900100000005,-34.5780825
-58.466646,-34.598268
-58.468509999999995,-34.565676
-58.394352000000005,-34.62299
-58.377233,-34.619890999999996
-58.4776749,-34.546409600000004
-58.445293799999995,-34.598682000000004
-58.4501103,-34.606451299999996
-58.471031999999994,-34.624291
-58.4844555,-34.615679799999995
-58.470209999999994,-34.636327
-58.452303,-34.557388
-58.47933199999999,-34.629597
-58.442661,-34.560904
-58.405089000000004,-34.625648999999996
-58.36255429999999,-34.628842999999996
-58.406082,-34.622683
-58.519573,-34.592509
-58.428627,-34.640583
-58.462582,-34.625187
-58.453520999999995,-34.568799
-58.379427,-34.608277
-58.440994999999994,-34.594114000000005
-58.464038,-34.575353
-58.422270999999995,-34.608665
-58.464649,-34.580057000000004
-58.52085400000001,-34.609101
-58.447109,-34.57183
-58.443692000000006,-34.613907
-58.4275296,-34.6300477
-58.371186,-34.639613
-58.453205000000004,-34.593759000000006
-58.36994,-34.628910999999995
-58.432049,-34.608821999999996
-58.371913,-34.6469464
-58.435947999999996,-34.616283
-58.389593000000005,-34.602965999999995
-58.367452,-34.638857
-58.454322,-34.563096
-58.52134,-34.624696
-58.402638,-34.627416
-58.416371,-34.612089000000005
-58.50583149999999,-34.571898499999996
-58.456702,-34.552495
-58.407014000000004,-34.598951
-58.46436,-34.608382
-58.4048973,-34.5843525
-58.404045999999994,-34.607605
-58.504978,-34.60833
-58.5128762,-34.5799125
-58.36994,-34.628910999999995
-58.461617000000004,-34.6359984
-58.491440299999994,-34.5697194
-58.427992,-34.6123269
-58.43699,-34.629622
-58.43199,-34.610166
-58.436337,-34.575598
-58.394644400000004,-34.5852987
-58.458633999999996,-34.574638
-58.434303,-34.626248
-58.3974973,-34.593594700000004
-58.4877568,-34.5990973
-58.420055500000004,-34.5777259
-58.39422,-34.592126
-58.381521,-34.621147
-58.484054,-34.578635
-58.415457999999994,-34.611504
-58.420065,-34.608542
-58.4214889,-34.5964656
-58.42496,-34.614259000000004
-58.428973,-34.6207847
-58.394777000000005,-34.597589
-58.395317000000006,-34.603878
-58.373256999999995,-34.613719
-58.447419,-34.597408
-58.378918000000006,-34.615833
-58.400738,-34.591645
-58.4127882,-34.578948499999996
-58.468959,-34.562376
-58.446346999999996,-34.631691
-58.437206999999994,-34.634024
-58.406529000000006,-34.587863
-58.459785,-34.636958
-58.41386899999999,-34.589129
-58.437343000000006,-34.583346999999996
-58.435083999999996,-34.621817
-58.42994350000001,-34.5862404
-58.401075,-34.599483
-58.404376,-34.592312
-58.487632,-34.649572
-58.362520999999994,-34.612825
-58.385699,-34.595966
-58.45665,-34.61738
-58.407737,-34.620249
-58.38933000000001,-34.620123
-58.488613,-34.599696
-58.485842000000005,-34.571154
-58.462097,-34.543777
-58.424783,-34.613678
-58.49263199999999,-34.590466
-58.437227,-34.594215999999996
-58.374072,-34.63152
