id_viaje	id_taxista	distancia	duracion	cantidad_pasajeros
10917	554	2565	517	1
10918	288	6677	1313	1
10919	857	7984	1588	2
10920	524	3806	829	2
10921	170	1424	476	1
10922	6	410	192	1
10923	91	4519	919	1
10924	467	1660	533	2
10925	719	5431	1098	1
10926	204	4155	1178	1
10927	120	1282	488	2
10928	1114	2264	711	2
10929	230	4741	340	2
10930	1091	6030	1356	3
10931	902	925	375	1
10932	474	2681	492	4
10933	524	5843	1155	1
10934	170	7373	2256	1
10935	592	5785	1397	1
10936	406	6330	840	1
10937	8	6125	1543	2
10938	1071	3119	861	1
10939	815	5361	1500	2
10940	400	2245	723	2
10941	594	3254	818	1
10942	442	4727	1311	1
10943	1032	3289	1004	1
10944	1095	2523	559	2
10945	290	6126	1385	2
10946	736	4077	1006	1
10947	105	1291	618	2
10948	505	1960	698	2
10949	213	4992	1351	3
10950	447	5763	981	1
10951	442	2439	592	2
10952	857	561	209	1
10953	615	652	242	1
10954	204	3230	921	2
10955	1114	3259	836	1
10956	8	742	280	2
10957	380	5096	1220	1
10958	457	620	346	3
10959	1095	3612	988	2
10960	566	4481	978	2
10961	554	5876	1216	2
10962	719	3990	1021	2
10963	400	3014	1040	2
10964	531	3907	999	2
10965	762	2578	773	1
10966	170	1027	374	3
10967	695	9339	1902	2
10968	938	4233	953	3
10969	420	2842	779	2
10970	105	3977	873	1
10971	1077	5177	1359	2
10972	691	982	282	1
10973	420	5817	1233	1
10974	554	1598	537	3
10975	591	3475	915	2
10976	691	6847	1442	1
10977	316	2139	770	1
10978	132	7863	1421	2
10979	6	3206	1062	3
10980	569	2761	825	1
10981	409	4565	1075	1
10982	152	3981	1118	4
10983	315	11468	1876	3
10984	615	4235	1164	1
10985	132	4852	839	2
10986	1029	2079	451	1
10987	1114	2462	695	1
10988	1071	2670	650	2
10989	1034	1336	304	1
10990	589	3889	792	1
10991	518	21	271	1
10992	1080	463	404	1
10993	1034	3689	969	1
10994	4	4534	1247	1
10995	605	5795	1089	1
10996	1034	10664	1761	1
10997	1034	4325	510	2
10998	215	4365	830	1
10999	835	9507	1463	2
11000	1072	756	257	2
11001	422	1661	541	3
11002	325	1944	566	1
11003	1096	4017	1031	1
11004	1104	3656	995	3
11005	850	5722	1744	2
11006	325	3842	1173	3
11007	939	1905	429	1
11008	1134	5844	1098	1
11009	215	3663	933	1
11010	939	2822	674	1
11011	215	5150	767	1
11012	289	12559	1664	1
11013	998	2121	551	3
11014	516	8592	2096	2
11015	815	1598	474	2
11016	998	5591	1231	2
11017	404	4750	1118	2
11018	372	5828	1402	1
11019	910	1233	301	1
11020	985	6571	1089	1
11021	1137	1495	213	1
11022	501	4568	1143	4
11023	640	4062	523	1
11024	908	1391	531	1
11025	468	3366	832	2
11026	442	3719	844	2
11027	296	3551	1043	1
11028	501	8995	1583	1
11029	359	9008	1733	4
11030	971	3083	670	3
11031	808	3084	929	1
11032	501	8530	1807	1
11033	426	1543	399	1
11034	857	1206	394	3
11035	680	2564	618	1
11036	295	8836	1672	2
11037	697	3869	1029	2
11038	592	6124	1755	1
11039	949	4787	1063	1
11040	894	736	220	3
11041	119	5807	1033	1
11042	426	6160	1352	3
11043	516	1515	466	2
11044	127	4228	977	1
11045	912	5539	1114	1
11046	442	1486	487	2
11047	746	1622	422	1
11048	8	7894	1817	1
11049	592	5265	1065	1
11050	697	1983	668	2
11051	512	9306	2039	1
11052	516	850	358	1
11053	1147	3153	662	2
11054	658	5604	1255	1
11055	857	3144	868	1
11056	381	4889	1189	2
11057	1024	2378	779	3
11058	592	4193	804	1
11059	442	778	320	1
11060	204	1359	266	2
11061	857	748	183	3
11062	592	8692	1705	4
11063	641	3209	576	2
11064	381	886	392	1
11065	286	2865	743	1
11066	1095	5455	1273	1
11067	442	3821	1150	1
11068	883	8999	1995	2
11069	752	2336	760	3
11070	446	887	486	2
11071	815	9928	2147	1
11072	369	1826	431	2
11073	891	492	245	2
11074	397	726	372	1
11075	1095	1839	519	1
11076	409	6063	1607	2
11077	823	10060	1663	1
11078	512	4377	1095	1
11079	829	1370	437	1
11080	697	3481	1141	1
11081	204	2008	648	2
11082	1103	7233	1715	2
11083	512	3181	894	1
11084	290	1278	594	1
11085	594	2544	725	3
11086	829	2422	572	1
11087	836	2133	516	2
11088	105	5991	1628	2
11089	39	2100	675	1
11090	204	6448	1268	2
11091	2	3713	1026	1
11092	369	77	1076	3
11093	592	6005	1439	3
11094	769	3626	917	1
11095	566	2392	755	2
11096	397	2188	682	1
11097	39	1208	378	1
11098	397	6751	1714	2
11099	147	747	360	2
11100	594	3206	649	2
11101	446	4314	993	1
11102	592	1937	469	1
11103	8	1657	590	2
11104	295	2036	500	1
11105	592	1912	364	2
11106	446	5717	1304	4
11107	877	9266	323	1
11108	1100	4781	1193	4
11109	753	1815	702	4
11110	592	13	930	1
11111	949	4711	1218	1
11112	621	1449	486	1
11113	256	2783	855	1
11114	39	508	234	2
11115	2	1719	481	2
11116	382	5729	1461	1
11117	327	2950	1022	1
11118	594	1071	388	1
11119	566	3124	1227	1
11120	877	5145	1229	1
11121	719	9048	1325	2
11122	592	1904	470	1
11123	327	3410	930	1
11124	592	5545	1488	1
11125	115	434	178	1
11126	8	2141	751	1
11127	594	3511	636	2
11128	878	3126	749	1
11129	614	1775	534	3
11130	878	3511	994	4
11131	594	713	372	1
11132	686	5242	1188	3
11133	420	1158	393	1
11134	331	9915	1630	1
11135	427	6484	1725	2
11136	938	5415	1114	1
11137	382	4174	941	1
11138	594	3341	1249	1
11139	1100	2487	1110	3
11140	566	4453	1219	3
11141	115	1092	379	1
11142	938	3505	841	3
11143	105	2184	414	1
11144	440	7574	1680	1
11145	1100	4656	1080	1
11146	692	2840	801	3
11147	115	5426	1059	2
11148	410	4771	1229	3
11149	105	5091	1159	2
11150	836	4168	995	1
11151	413	5498	1260	1
11152	146	2871	781	1
11153	437	6366	1587	1
11154	1112	888	217	1
11155	359	6156	1273	1
11156	320	4746	1084	2
11157	518	6041	1267	1
11158	1128	1782	469	1
11159	195	6873	1717	1
11160	1045	4507	1354	2
11161	109	2756	903	1
11162	289	2916	628	1
11163	260	3311	828	1
11164	811	1295	456	1
11165	372	5837	1180	1
11166	700	9160	1533	1
11167	359	3437	794	1
11168	109	7097	1571	1
11169	215	1306	395	1
11170	815	4361	890	1
11171	836	1995	512	2
11172	902	3255	758	1
11173	329	6299	1388	1
11174	262	6379	1395	1
11175	243	7465	1513	1
11176	724	4203	1028	1
11177	323	3175	906	1
11178	770	5790	1582	1
11179	815	1397	352	1
11180	854	3788	785	1
11181	134	2261	760	1
11182	61	2282	624	1
11183	293	1522	386	2
11184	724	7287	1625	1
11185	836	3408	963	1
11186	146	1721	555	2
11187	902	1530	609	1
11188	347	864	483	1
11189	1060	2307	712	1
11190	774	838	391	3
11191	168	1533	710	1
11192	501	2675	595	2
11193	1042	2899	773	1
11194	359	3963	1022	1
11195	665	1041	274	1
11196	11	2	1013	3
11197	651	2243	645	2
11198	11	2350	832	2
11199	173	2302	555	3
11200	198	1411	431	2
11201	299	7	298	1
11202	143	8801	1149	1
11203	1094	1760	536	1
11204	666	1774	394	2
11205	579	4465	671	1
11206	425	8634	1518	1
11207	685	496	431	1
11208	186	866	393	2
11209	861	1926	464	1
11210	1103	2813	903	2
11211	1045	1976	760	1
11212	1124	1000	337	2
11213	836	5813	1467	2
11214	174	6577	1340	1
11215	900	4399	985	1
11216	1123	7905	1478	1
11217	605	1589	414	2
11218	734	5743	1210	1
11219	747	4942	1309	1
11220	1016	2103	528	1
11221	637	3828	1030	1
11222	433	5742	1292	2
11223	737	4410	264	2
11224	501	4130	1151	1
11225	1102	1972	532	2
11226	501	8064	1837	1
11227	204	557	563	3
11228	697	1307	513	2
11229	327	4276	944	2
11230	85	2113	614	3
11231	756	4161	1125	2
11232	329	2650	805	2
11233	877	6254	1586	1
11234	1076	1267	449	3
11235	910	2720	566	3
11236	363	5997	1439	1
11237	1031	4257	0	1
11238	327	2842	728	2
11239	512	4978	1361	2
11240	1071	2589	727	1
11241	359	2783	815	1
11242	236	2455	679	2
11243	1090	3615	655	2
11244	1148	1356	426	1
11245	290	7816	1326	1
11246	516	2241	592	3
11247	110	7064	1713	1
11248	731	9261	1619	1
11249	236	7044	1406	2
11250	381	11	154	1
11251	341	5851	1565	2
11252	423	7673	1817	2
11253	212	2971	1048	1
11254	835	1501	603	2
11255	581	5466	1216	1
11256	592	2697	720	2
11257	440	3718	876	1
11258	815	5158	1065	1
11259	400	3265	1150	1
11260	664	6044	670	2
11261	1114	2057	624	1
11262	440	3607	752	2
11263	446	3686	913	1
11264	357	2068	802	1
11265	24	10587	1634	1
11266	155	6454	1740	2
11267	608	1058	384	4
11268	144	3812	806	1
11269	373	2508	688	1
11270	288	5137	1042	1
11271	531	616	241	1
11272	645	1044	272	1
11273	418	1400	393	2
11274	1108	863	411	2
11275	857	6079	1241	1
11276	592	1855	734	1
11277	427	3209	946	1
11278	440	3518	832	2
11279	422	1483	515	3
11280	506	1832	582	2
11281	531	1821	460	2
11282	288	6175	1371	1
11283	671	3472	1283	1
11284	37	4656	1080	1
11285	664	1631	579	1
11286	258	3804	861	1
11287	37	321	236	1
11288	671	8137	2017	2
11289	902	3661	906	2
11290	814	6707	1745	1
11291	97	4829	1231	2
11292	799	4137	995	1
11293	260	3885	799	1
11294	132	1260	547	1
11295	621	25	208	1
11296	335	2877	781	1
11297	4	994	297	1
11298	692	2233	815	1
11299	363	5428	1162	1
11300	170	5640	1183	1
11301	724	3652	936	1
11302	109	1093	379	1
11303	602	895	236	1
11304	215	4647	1154	2
11305	122	2765	748	1
11306	994	2460	424	1
11307	807	896	933	1
11308	359	2920	628	1
11309	1034	1296	456	1
11310	547	3313	828	1
11311	169	9830	1161	1
11312	282	3788	695	1
11313	799	8058	1952	1
11314	150	3039	796	2
11315	438	2253	710	2
11316	233	5950	1432	2
11317	75	3535	1013	1
11318	854	2257	558	1
11319	567	8418	1246	2
11320	828	934	275	1
11321	417	1882	481	1
11322	803	1283	344	1
11323	123	3744	1147	3
11324	177	6481	1235	2
11325	547	13445	1624	2
11326	233	3172	775	1
11327	419	2695	715	1
11328	770	5898	1607	2
11329	623	2958	832	1
11330	857	1827	428	1
11331	1080	7482	1320	1
11332	267	1849	483	2
11333	948	9049	1561	1
11334	293	7410	1880	2
11335	818	6004	1039	1
11336	198	4294	1082	1
11337	894	3733	936	1
11338	320	6879	1294	2
11339	857	13433	1554	2
11340	910	4275	1196	1
11341	529	4385	1272	1
11342	373	8310	332	1
11343	571	3771	1132	2
11344	212	8460	1630	2
11345	752	5940	1404	1
11346	756	2569	622	1
11347	116	13018	1306	3
11348	362	6061	904	2
11349	529	1181	384	2
11350	562	3589	850	2
11351	813	1425	453	1
11352	666	3843	1298	1
11353	942	4475	981	1
11354	255	11081	2073	1
11355	295	10092	1788	1
11356	433	3181	742	1
11357	816	2881	830	1
11358	1129	2169	537	3
11359	8	1881	652	1
11360	1016	10353	1369	1
11361	113	1421	409	2
11362	433	1851	580	1
11363	733	2860	719	1
11364	818	2933	805	1
11365	829	5964	1613	2
11366	1014	3185	780	1
11367	155	5234	1169	4
11368	594	3027	681	3
11369	762	3169	685	2
11370	1049	4879	1239	1
11371	294	6354	1462	2
11372	1106	6209	1272	1
11373	394	1921	733	1
11374	347	2475	642	1
11375	189	1694	603	1
11376	781	10118	1322	2
11377	510	1312	424	1
11378	664	1723	566	1
11379	295	2798	978	1
11380	420	1566	388	1
11381	658	1754	374	3
11382	1114	903	472	1
11383	418	4092	1410	1
11384	204	433	575	1
11385	8	4475	994	3
11386	204	1329	789	1
11387	641	3195	860	2
11388	1031	4246	1042	1
11389	815	4660	1180	1
11390	594	5747	1261	4
11391	955	4562	1273	3
11392	608	9396	1933	1
11393	1108	8448	1753	1
11394	664	4849	940	1
11395	698	2933	889	1
11396	422	6562	1478	1
11397	541	1591	516	1
11398	1029	1709	432	2
11399	743	586	230	1
11400	625	7687	1681	1
11401	278	8600	1547	1
11402	1114	6466	1706	1
11403	541	2894	851	1
11404	288	1571	344	1
11405	397	1964	525	2
11406	278	725	256	4
11407	664	1021	354	1
11408	422	1298	581	3
11409	397	1319	458	1
11410	531	3603	881	1
11411	531	6007	1354	2
11412	877	5489	1166	1
11413	671	8685	1903	2
11414	1032	5899	1562	2
11415	664	4656	1080	1
11416	105	3195	1173	2
11417	692	4336	1331	3
11418	1038	2162	770	1
11419	81	4435	901	1
11420	317	6705	1744	1
11421	478	5503	1039	1
11422	251	5502	1260	1
11423	567	6071	1522	1
11424	323	4571	1284	1
11425	1045	4819	1021	1
11426	789	11923	1351	1
11427	670	3708	1716	2
11428	195	6879	1728	1
11429	1067	7991	1750	1
11430	1038	2941	628	1
11431	767	4453	1122	1
11432	85	959	288	2
11433	262	6392	1366	1
11434	919	6584	997	1
11435	81	11045	862	1
11436	637	8113	1952	1
11437	85	3433	794	1
11438	1136	1377	617	1
11439	280	1481	442	2
11440	198	1306	316	1
11441	116	1518	374	1
11442	501	6485	1235	2
11443	724	6715	1739	1
11444	840	2738	748	1
11445	1147	3575	1083	1
11446	894	5317	1429	1
11447	1115	4825	1513	3
11448	325	8199	1796	1
11449	890	2189	611	1
11450	828	1419	431	2
11451	1094	3041	796	2
11452	425	3901	1123	1
11453	109	3797	785	1
11454	1136	4723	874	1
11455	433	7461	1320	1
11456	637	2248	2126	1
11457	437	5195	1422	1
11458	643	9307	2048	3
11459	534	1408	428	1
11460	908	5848	1217	2
11461	422	3963	1022	1
11462	522	2340	710	1
11463	615	2682	1019	1
11464	534	6864	1582	1
11465	1067	3235	1076	2
11466	807	4277	776	4
11467	276	1449	485	4
11468	734	4439	1108	2
11469	116	6993	1234	1
11470	547	3044	660	1
11471	125	2228	710	2
11472	413	4362	1116	3
11473	175	60	1068	1
11474	641	4805	1084	2
11475	1136	6723	1454	1
11476	134	2842	884	1
11477	724	3915	919	1
11478	95	3539	1022	1
11479	737	2142	939	1
11480	363	4900	1251	1
11481	697	4716	1073	1
11482	754	5005	1052	1
11483	127	4806	1099	2
11484	61	1200	506	1
11485	857	6784	1151	1
11486	136	3200	839	4
11487	116	5222	1149	1
11488	237	978	307	1
11489	402	1545	500	2
11490	492	8314	1827	1
11491	174	6591	1220	2
11492	397	6659	1508	1
11493	968	1186	652	1
11494	839	5178	810	1
11495	198	7794	1544	2
11496	580	935	355	2
11497	325	5050	803	1
11498	275	3226	1063	2
11499	8	2932	707	2
11500	327	4842	1173	2
11501	308	6688	1438	1
11502	256	9198	1761	1
11503	433	1305	815	1
11504	1032	4733	1286	1
11505	337	918	372	2
11506	781	7065	1586	1
11507	531	4132	1150	2
11508	278	2919	752	1
11509	402	1400	482	2
11510	733	1026	473	1
11511	433	6168	1621	2
11512	762	3984	949	1
11513	101	1342	447	1
11514	107	1726	562	1
11515	697	3420	1005	1
11516	733	2634	557	2
11517	402	5595	1596	2
11518	1035	739	768	1
11519	305	3175	939	1
11520	531	752	287	1
11521	1114	3165	894	1
11522	24	2726	914	1
11523	640	1020	480	1
11524	768	894	331	1
11525	614	5705	1297	2
11526	762	2581	708	3
11527	327	2092	667	1
11528	418	1312	338	2
11529	1031	1277	462	1
11530	890	1461	415	1
11531	822	8971	753	1
11532	857	6594	1606	1
11533	212	8961	1340	2
11534	733	3395	476	2
11535	269	6210	1523	2
11536	278	2261	647	2
11537	1024	2320	878	1
11538	295	5705	1270	1
11539	397	12932	1097	2
11540	427	762	218	1
11541	400	7347	1805	3
11542	541	3271	856	1
11543	380	3941	790	1
11544	1103	2893	568	1
11545	327	5618	942	1
11546	531	1436	802	3
11547	781	934	330	2
11548	256	1023	561	4
11549	1108	2908	423	2
11550	170	5312	855	2
11551	400	3598	973	2
11552	664	9165	1983	3
11553	204	1285	439	1
11554	267	3722	985	4
11555	781	4875	1314	1
11556	295	1847	491	3
11557	24	1435	556	1
11558	1108	7053	1392	2
11559	406	893	304	1
11560	8	3367	817	1
11561	105	6420	1565	2
11562	1138	5686	1044	1
11563	876	702	188	2
11564	278	6541	1082	1
11565	502	8320	1460	1
11566	418	4856	839	1
11567	686	4498	1140	2
11568	955	6389	1547	1
11569	380	4131	1150	1
11570	762	5850	1371	1
11571	877	1222	461	1
11572	400	2737	448	1
11573	165	2709	803	1
11574	531	5555	1488	1
11575	457	3758	914	1
11576	278	1887	537	1
11577	409	48	460	2
11578	1100	4657	1080	1
11579	857	1684	579	1
11580	258	3434	1059	1
11581	1114	1783	468	4
11582	890	3810	861	1
11583	115	6189	1215	1
11584	315	3889	1365	2
11585	799	8586	2177	2
11586	37	3556	925	1
11587	1080	3074	629	1
11588	438	8634	1783	1
11589	81	10299	1910	1
11590	567	7268	1285	1
11591	399	6490	1587	1
11592	109	4099	1219	1
11593	489	5441	1162	1
11594	323	1251	361	1
11595	438	8661	1556	1
11596	139	2331	624	1
11597	122	10768	2151	1
11598	828	5331	1135	1
11599	139	42	104	1
11600	438	2229	592	2
11601	320	1327	395	1
11602	282	2728	748	1
11603	279	7984	1750	1
11604	722	8103	1952	1
11605	918	2982	628	1
11606	315	968	288	3
11607	1118	1299	456	1
11608	248	3313	828	1
11609	169	2585	796	1
11610	857	5296	1012	1
11611	37	3336	749	1
11612	122	2128	794	1
11613	175	1772	595	2
11614	692	3948	1001	2
11615	224	7360	1512	1
11616	277	6992	1490	1
11617	388	6737	1739	1
11618	444	1858	480	1
11619	372	6187	1474	1
11620	314	6444	1235	2
11621	968	699	579	1
11622	339	7437	1478	1
11623	840	5484	1473	1
11624	731	1909	680	1
11625	295	1876	577	1
11626	770	7473	1322	1
11627	205	1832	428	1
11628	794	4777	1303	1
11629	731	3467	1008	1
11630	968	561	833	2
11631	276	983	473	2
11632	1129	6001	1039	1
11633	1123	6126	1478	1
11634	320	1671	476	1
11635	1147	2778	996	2
11636	637	3672	936	1
11637	857	7868	445	1
11638	1088	2419	649	2
11639	1136	2649	767	1
11640	1102	5023	927	1
11641	175	7567	1804	1
11642	925	12071	1830	2
11643	1076	2286	763	4
11644	384	6421	1146	2
11645	741	2674	735	1
11646	474	9030	1770	2
11647	417	2592	663	1
11648	828	7437	1577	1
11649	641	6704	1715	1
11650	384	7797	1055	1
11651	484	4879	888	1
11652	204	5572	969	1
11653	641	6305	1107	2
11654	883	5478	1152	4
11655	173	6884	1449	1
11656	580	3440	1088	1
11657	113	1599	414	2
11658	1076	1758	476	1
11659	1064	3471	1048	1
11660	462	8101	979	1
11661	3	7033	1261	1
11662	1102	4367	1041	1
11663	1027	1578	354	1
11664	980	4547	1163	2
11665	136	2854	712	1
11666	423	2740	693	1
11667	816	2118	662	1
11668	1121	2248	486	1
11669	136	5966	1440	2
11670	559	2864	570	1
11671	492	3416	1045	1
11672	883	2053	451	1
11673	733	1646	512	1
11674	190	3935	919	2
11675	1096	5905	898	1
11676	668	3393	1029	1
11677	458	6080	1494	1
11678	659	1216	424	1
11679	487	4063	556	1
11680	580	1339	375	2
11681	327	1881	633	1
11682	1049	2240	815	1
11683	321	3099	969	1
11684	733	3157	879	1
11685	423	5997	1247	1
11686	1059	4430	986	1
11687	559	4537	932	2
11688	877	1856	471	1
11689	1032	3598	1111	1
11690	877	2738	663	1
11691	1032	8985	1807	3
11692	883	1044	277	1
11693	980	3574	1092	1
11694	305	4390	987	1
11695	380	2605	480	1
11696	368	2752	524	1
11697	571	6482	1441	2
11698	868	3503	1031	1
11699	327	5287	1174	1
11700	423	307	428	3
11701	295	3475	764	2
11702	733	2508	700	2
11703	6	3155	954	2
11704	915	5438	1426	1
11705	548	6719	1662	1
11706	278	1677	603	2
11707	815	4392	1092	1
11708	697	2446	693	1
11709	1032	4818	899	1
11710	278	8515	1429	2
11711	327	3102	1134	1
11712	380	4287	1006	1
11713	492	628	316	1
11714	980	4214	1239	1
11715	318	4218	946	3
11716	1029	6675	1274	1
11717	949	1022	297	1
11718	548	6464	1740	2
11719	339	946	469	1
11720	661	331	975	2
11721	857	9489	2002	1
11722	815	855	209	1
11723	101	895	242	2
11724	446	6236	1716	1
11725	37	6387	1516	3
11726	256	4078	885	1
11727	1017	4910	1168	1
11728	664	1819	551	1
11729	733	1311	0	1
11730	621	5256	1213	1
11731	815	747	315	1
11732	327	4094	635	2
11733	1068	4890	1322	1
11734	1114	2205	567	1
11735	380	8585	1491	1
11736	101	847	267	2
11737	462	1966	652	1
11738	746	1583	468	2
11739	902	2587	492	2
11740	423	9119	1959	3
11741	256	7104	1367	1
11742	230	3186	918	1
11743	949	5596	1198	1
11744	867	1893	555	1
11745	204	7139	1776	2
11746	955	7109	1350	2
11747	733	8607	1629	3
11748	446	3454	847	1
11749	1072	4587	945	2
11750	1068	6118	1267	1
11751	594	2674	695	1
11752	524	2570	443	3
11753	230	3361	851	2
11754	857	2602	721	1
11755	340	5970	1609	3
11756	8	7436	1727	1
11757	510	3196	755	1
11758	373	2621	588	1
11759	902	1933	415	1
11760	1072	2604	677	2
11761	1068	1370	400	1
11762	594	5124	1066	1
11763	101	4505	1283	1
11764	278	2161	470	1
11765	230	8738	1465	1
11766	1095	3374	590	2
11767	440	3402	917	1
11768	327	1956	522	2
11769	878	7330	1820	1
11770	278	1508	438	1
11771	1072	8609	1811	1
11772	955	940	596	1
11773	258	6153	1316	1
11774	155	5660	1471	2
11775	1114	6473	1273	3
11776	422	6820	1388	1
11777	524	1813	709	1
11778	900	3786	864	1
11779	1032	2006	673	3
11780	594	2909	682	2
11781	278	1234	400	1
11782	290	3667	807	2
11783	1095	1483	602	2
11784	107	1019	280	1
11785	409	10186	1995	2
11786	327	5700	1418	2
11787	1095	1966	782	2
11788	230	697	361	1
11789	257	3325	718	3
11790	1072	2828	804	1
11791	768	2115	539	1
11792	955	5227	1143	2
11793	107	2870	697	1
11794	900	9028	1152	2
11795	608	27	1546	4
11796	531	5439	1336	1
11797	458	9994	1510	1
11798	815	1907	556	1
11799	1032	4919	1327	2
11800	2	3111	829	3
11801	105	4227	895	2
11802	1034	4617	1092	1
11803	258	2574	764	2
11804	327	919	390	1
11805	1095	9523	947	1
11806	1072	10617	1343	1
11807	105	3115	924	1
11808	857	2186	635	1
11809	423	4180	1181	3
11810	524	5951	1421	1
11811	327	8552	1248	1
11812	1034	1615	437	2
11813	6	1070	352	1
11814	1103	12555	1739	2
11815	2	4011	1253	2
11816	955	1956	405	1
11817	420	4317	1116	1
11818	155	3600	1165	1
11819	8	2585	826	1
11820	380	3539	777	1
11821	340	1258	562	4
11822	531	625	1224	1
11823	594	4841	1219	2
11824	97	4374	1081	1
11825	955	1785	556	2
11826	614	1706	460	1
11827	829	4900	1212	1
11828	380	2621	705	2
11829	495	6427	1371	4
11830	1034	1547	349	1
11831	664	4657	1080	1
11832	1034	7597	1651	2
11833	594	3405	962	1
11834	844	2453	564	1
11835	205	1790	632	1
11836	323	3003	629	1
11837	37	3821	1140	1
11838	122	5468	1260	1
11839	762	2371	741	1
11840	233	4421	1162	1
11841	235	6045	1267	1
11842	518	7515	1547	1
11843	323	6147	1223	1
11844	195	6877	1717	1
11845	968	4965	1309	1
11846	620	3637	903	1
11847	226	2234	592	2
11848	384	3073	828	1
11849	852	3004	769	1
11850	547	4601	1083	1
11851	132	3110	716	1
11852	596	3417	733	1
11853	904	1560	429	3
11854	700	1310	395	1
11855	426	1762	595	2
11856	139	2689	903	1
11857	852	6062	1116	1
11858	282	1996	606	1
11859	96	5292	1012	1
11860	132	7303	1565	1
11861	1015	3424	794	1
11862	17	37893	2857	1
11863	724	1300	456	1
11864	175	2287	558	1
11865	61	1726	524	1
11866	339	1396	352	1
11867	1071	2546	695	2
11868	724	6888	1382	1
11869	359	4622	1235	1
11870	248	3048	796	2
11871	339	4623	1518	1
11872	253	10861	1676	1
11873	198	2279	598	1
11874	262	6467	1235	2
11875	544	2351	792	3
11876	226	5224	431	1
11877	637	3231	909	2
11878	443	8876	1838	1
11879	320	1326	561	1
11880	927	3334	943	2
11881	756	2864	901	1
11882	1094	14	1161	1
11883	798	2976	858	1
11884	518	8154	2021	2
11885	571	8445	1259	2
11886	969	3666	952	1
11887	314	1252	308	2
11888	908	23287	2670	3
11889	293	5327	1409	2
11890	1041	3242	685	1
11891	116	3769	958	2
11892	1094	1009	423	1
11893	726	3656	1138	2
11894	1147	3970	1019	1
11895	1123	4042	1117	1
11896	927	2858	868	2
11897	950	2076	810	2
11898	417	7123	1586	1
11899	572	5906	1649	1
11900	468	8416	1246	2
11901	756	1411	431	1
11902	927	5102	1038	1
11903	474	915	388	1
11904	417	304	2314	1
11905	122	6036	1024	2
11906	883	5844	1404	1
11907	1136	2896	512	1
11908	116	4007	1110	1
11909	592	1900	451	2
11910	121	3505	877	1
11911	107	6090	1044	1
11912	319	2205	773	2
11913	703	731	232	1
11914	339	889	378	1
11915	592	2230	696	1
11916	198	4508	1151	1
11917	773	4536	1185	1
11918	362	1440	445	2
11919	329	4125	959	1
11920	362	4875	1140	1
11921	438	2806	206	2
11922	804	5026	1433	1
11923	1140	2258	757	2
11924	880	2966	749	1
11925	230	3247	669	1
11926	319	3101	1128	1
11927	373	2834	868	1
11928	1140	5722	1347	1
11929	1004	2547	704	1
11930	362	3806	1197	1
11931	433	655	430	1
11932	747	2829	707	2
11933	1064	354	112	2
11934	850	4238	1006	1
11935	446	5188	1185	1
11936	698	3101	808	2
11937	816	1675	487	1
11938	846	5636	1307	1
11939	1064	1494	418	1
11940	524	2700	786	1
11941	641	2158	658	1
11942	971	1960	809	1
11943	1064	1518	535	1
11944	1059	7114	1617	1
11945	230	7310	1754	1
11946	267	1842	524	1
11947	101	7142	866	1
11948	39	2234	512	1
11949	474	3649	698	1
11950	319	3026	731	2
11951	460	2894	844	2
11952	980	7100	1711	1
11953	548	475	340	1
11954	204	5770	1519	3
11955	492	504	164	1
11956	373	3050	921	1
11957	37	4732	1315	2
11958	592	3078	1106	1
11959	256	5096	1372	2
11960	474	7200	1362	1
11961	762	5631	1410	3
11962	211	6341	1710	1
11963	357	8283	1230	1
11964	781	3371	779	1
11965	658	2516	708	2
11966	327	2603	675	1
11967	524	2622	715	1
11968	883	3834	1249	1
11969	339	3627	879	1
11970	1095	1866	498	2
11971	278	5011	1205	2
11972	1151	3208	695	1
11973	291	1130	352	2
11974	1031	1399	472	1
11975	6	6822	1490	1
11976	980	6114	1243	1
11977	625	1926	662	2
11978	641	3125	929	1
11979	743	3808	1150	2
11980	230	3573	968	1
11981	467	1737	480	1
11982	327	4181	1213	1
11983	1063	1225	338	1
11984	817	4053	1056	1
11985	524	66	1412	1
11986	380	5166	1162	1
11987	1125	1392	575	2
11988	878	2865	791	1
11989	846	1994	584	3
11990	230	1490	542	2
11991	1023	4148	1041	2
11992	2	5059	1270	1
11993	889	3324	984	2
11994	204	1442	484	1
11995	592	7788	1952	2
11996	910	5437	1322	2
11997	524	7153	1735	2
11998	1072	9345	1863	1
11999	768	4639	1092	1
12000	889	2087	650	1
12001	706	4233	1223	1
12002	23	4920	1327	2
12003	524	8158	1479	3
12004	357	2629	654	2
12005	746	1776	467	1
12006	427	1014	434	1
12007	327	6300	1532	1
12008	319	5883	988	2
12009	1072	8777	2086	1
12010	594	1935	684	1
12011	1049	2095	472	1
12012	1032	8396	1909	1
12013	397	7454	1987	3
12014	850	6125	937	1
12015	889	3583	791	2
12016	380	3580	788	3
12017	733	1461	532	1
12018	710	5887	1214	3
12019	877	5692	1467	1
12020	592	7332	1080	1
12021	1049	5447	1145	3
12022	698	3344	970	1
12023	781	3521	1021	1
12024	422	2672	761	1
12025	295	11375	2188	1
12026	1100	5422	1622	1
12027	1014	1888	568	1
12028	1053	5381	1309	1
12029	467	8438	1609	1
12030	406	1485	402	1
12031	327	5350	1395	1
12032	1120	1302	426	2
12033	236	3917	1037	2
