id_viaje	id_taxista	distancia	duracion	cantidad_pasajeros
2914	331	5846	1002	1
2915	616	7333	1181	2
2916	230	3772	1353	2
2917	784	5378	1359	1
2918	857	4529	1094	2
2919	664	3001	532	1
2920	225	5692	1254	1
2921	477	8567	2097	2
2922	115	5046	1146	1
2923	340	1131	431	1
2924	105	8699	1721	1
2925	225	2495	827	1
2926	901	2714	875	1
2927	564	2249	594	4
2928	105	8780	1343	2
2929	8	8642	1661	1
2930	480	3146	552	4
2931	477	5099	858	2
2932	128	3413	870	1
2933	128	9475	1482	1
2934	762	2465	683	1
2935	8	1462	669	1
2936	115	3025	1070	2
2937	4	1728	814	1
2938	496	6891	1763	1
2939	480	10	711	2
2940	4	1885	811	1
2941	6	5549	1262	1
2942	767	1829	501	2
2943	122	5021	1130	1
2944	295	3593	893	1
2945	6	2719	582	2
2946	95	4275	905	2
2947	231	2732	789	1
2948	806	6033	1691	2
2949	855	6451	1261	4
2950	956	1859	460	2
2951	4	3247	878	1
2952	419	1078	296	2
2953	968	24	426	1
2954	770	3083	637	1
2955	89	2811	721	2
2956	759	2784	534	1
2957	496	1961	508	1
2958	419	10017	1236	2
2959	846	1553	495	3
2960	581	7301	1605	1
2961	759	4758	1177	2
2962	611	1976	585	1
2963	717	2455	577	2
2964	19	4081	454	2
2965	932	4002	1288	2
2966	269	3297	779	2
2967	956	5128	1232	2
2968	571	3740	788	2
2969	231	2080	631	1
2970	318	5222	1279	1
2971	518	5705	1364	1
2972	512	29	221	1
2973	767	3665	924	2
2974	932	2967	857	2
2975	759	4527	862	1
2976	484	5118	851	2
2977	6	3260	828	1
2978	850	4432	1053	1
2979	318	1174	534	2
2980	968	2074	403	1
2981	594	4722	1180	1
2982	896	3299	759	1
2983	721	13	368	3
2984	747	4241	848	1
2985	91	2614	387	2
2986	256	5000	1147	1
2987	990	2376	446	3
2988	896	1766	441	1
2989	318	6881	1584	1
2990	4	16696	2809	1
2991	902	2993	1064	2
2992	331	5093	1162	2
2993	717	1447	343	1
2994	359	5229	1356	1
2995	6	3407	810	2
2996	273	1535	519	1
2997	424	6222	1226	1
2998	954	2712	659	2
2999	516	5228	1075	1
3000	460	1268	382	1
3001	8	2771	773	1
3002	829	6452	995	2
3003	319	1691	652	2
3004	295	4863	1341	1
3005	8	3258	987	2
3006	286	4745	1085	3
3007	170	3398	1016	1
3008	315	5144	1115	1
3009	983	5147	1444	2
3010	286	2773	762	2
3011	762	898	264	2
3012	949	5647	1403	3
3013	823	2699	558	4
3014	8	3995	911	2
3015	340	5553	1156	2
3016	298	3445	959	1
3017	315	7199	1530	1
3018	588	4200	779	1
3019	227	2381	972	1
3020	949	4479	1022	1
3021	357	14158	1471	1
3022	975	3213	956	1
3023	943	107	814	2
3024	446	5068	1401	1
3025	866	4847	1232	1
3026	762	3431	1039	3
3027	943	1873	538	2
3028	506	1129	416	2
3029	653	6875	1622	1
3030	588	4198	840	2
3031	679	604	231	1
3032	469	3207	1011	1
3033	340	770	370	1
3034	1003	3628	1227	2
3035	295	1742	534	1
3036	427	2293	620	1
3037	964	7247	727	2
3038	474	1125	498	1
3039	679	6704	1579	2
3040	594	8340	1826	1
3041	591	1704	447	1
3042	964	1586	322	2
3043	130	1196	340	1
3044	284	966	333	1
3045	686	3671	768	1
3046	976	3484	949	2
3047	647	3804	830	1
3048	233	3579	816	1
3049	762	2162	735	1
3050	686	10054	1829	1
3051	142	3765	925	1
3052	289	1875	538	1
3053	320	3120	562	2
3054	377	4029	900	1
3055	501	4135	883	1
3056	539	12139	1710	1
3057	335	2548	822	1
3058	879	2138	667	4
3059	195	1556	454	1
3060	44	2391	600	2
3061	287	3447	814	1
3062	294	1720	659	3
3063	758	3434	809	1
3064	198	903	467	2
3065	811	7524	1834	1
3066	828	6334	1165	2
3067	557	1567	553	2
3068	799	2920	595	1
3069	814	4507	1339	1
3070	787	2450	801	1
3071	142	5321	950	2
3072	596	3383	760	2
3073	424	3393	448	1
3074	18	3938	844	2
3075	443	17426	1472	1
3076	715	1621	511	1
3077	756	3804	807	2
3078	660	5921	1579	1
3079	887	7887	1654	1
3080	857	1184	482	2
3081	483	884	381	2
3082	770	1536	443	1
3083	289	5689	1258	1
3084	759	978	988	1
3085	320	5244	933	2
3086	854	8476	1691	1
3087	843	1498	440	1
3088	908	6951	1087	1
3089	496	2641	790	2
3090	857	3620	1220	1
3091	918	1595	508	1
3092	741	8046	1693	1
3093	731	3220	760	1
3094	998	5551	1384	1
3095	810	2703	916	1
3096	359	2714	843	2
3097	892	2967	667	1
3098	192	3301	792	1
3099	173	3439	997	2
3100	918	2246	706	2
3101	282	6270	1377	2
3102	1010	3780	807	1
3103	95	1002	504	1
3104	127	7316	1573	1
3105	883	2236	635	1
3106	523	11375	1643	1
3107	362	2454	759	1
3108	576	4086	1087	1
3109	496	7522	1447	2
3110	1018	11	484	3
3111	1018	24	484	1
3112	17	1864	705	1
3113	174	5943	1537	1
3114	750	14	484	2
3115	543	2737	857	1
3116	190	2552	753	1
3117	372	6816	1268	1
3118	858	1571	376	3
3119	208	3441	794	2
3120	237	2133	697	1
3121	1020	126	1210	2
3122	932	6656	1391	2
3123	949	3538	920	1
3124	910	6092	1554	3
3125	883	998	476	4
3126	827	2157	631	1
3127	369	25	449	3
3128	741	2096	497	1
3129	943	1201	443	1
3130	742	2260	738	1
3131	107	975	499	1
3132	576	2572	519	3
3133	581	4767	1115	1
3134	883	969	415	2
3135	220	3813	996	1
3136	788	9415	1713	1
3137	642	5034	385	4
3138	769	1338	433	3
3139	8	2584	794	1
3140	1021	127	468	1
3141	585	3313	919	1
3142	37	808	427	1
3143	940	6005	1191	1
3144	578	2152	612	1
3145	119	5159	917	1
3146	220	3076	946	2
3147	954	3599	880	1
3148	559	2925	696	1
3149	815	7787	1220	1
3150	785	3502	822	3
3151	514	2362	721	1
3152	992	579	205	1
3153	147	6109	1781	2
3154	152	1469	449	1
3155	474	2271	446	1
3156	9	4024	986	1
3157	733	6015	1290	1
3158	107	3170	808	3
3159	1004	3880	910	2
3160	487	1399	403	1
3161	541	7261	1487	1
3162	559	1429	428	3
3163	430	1456	369	1
3164	846	882	255	1
3165	380	5928	1185	1
3166	2	9867	1777	1
3167	580	984	408	3
3168	815	4979	1161	2
3169	653	2764	727	2
3170	644	1687	1020	3
3171	369	1724	668	2
3172	641	2208	702	1
3173	975	2769	694	2
3174	988	3016	795	1
3175	614	67	679	2
3176	1000	2499	434	3
3177	846	5817	1159	1
3178	890	5082	1430	2
3179	105	6928	1475	2
3180	369	2887	573	1
3181	975	6887	984	1
3182	107	1095	362	1
3183	901	3024	818	1
3184	733	5326	1141	1
3185	192	6487	531	1
3186	170	1637	526	1
3187	857	6873	1687	1
3188	634	4399	918	1
3189	107	2736	510	1
3190	664	3032	646	4
3191	8	1151	299	2
3192	517	3143	660	3
3193	39	286	215	1
3194	586	6573	1499	1
3195	938	6137	1310	2
3196	559	1598	566	1
3197	331	4574	1013	1
3198	469	3429	812	1
3199	2	2169	627	1
3200	284	2428	644	2
3201	8	1434	518	1
3202	57	4254	1176	1
3203	857	3971	966	1
3204	6	3056	737	2
3205	317	1707	447	1
3206	1019	2177	622	2
3207	715	3010	854	1
3208	614	305	565	3
3209	233	5252	1116	1
3210	992	3253	546	1
3211	692	2226	637	1
3212	664	11315	1759	1
3213	559	2468	683	1
3214	215	4880	856	2
3215	664	8063	1444	1
3216	195	4300	1065	1
3217	770	8076	1269	1
3218	479	1460	486	1
3219	623	3371	991	1
3220	225	2931	785	2
3221	1020	1378	428	1
3222	122	435	340	2
3223	825	27516	3044	2
3224	95	1277	560	1
3225	577	1360	357	1
3226	858	662	343	1
3227	122	684	337	2
3228	5	1860	683	1
3229	122	8706	1289	1
3230	162	28	1391	1
3231	262	6330	1432	1
3232	779	6972	1292	3
3233	225	2871	679	2
3234	248	2608	809	1
3235	858	1950	564	2
3236	360	3756	874	1
3237	2	1368	330	1
3238	220	4897	1155	1
3239	520	2233	729	1
3240	523	3310	1003	2
3241	1015	3521	1005	1
3242	327	10761	1697	1
3243	229	5248	994	3
3244	787	5688	1419	1
3245	26	2015	587	2
3246	220	2689	718	3
3247	499	2010	660	1
3248	464	3569	1030	1
3249	968	4662	1207	1
3250	273	3070	900	1
3251	752	8105	1802	1
3252	81	4636	982	1
3253	514	7582	1674	1
3254	769	4491	1323	2
3255	126	3581	1000	3
3256	923	3668	1004	3
3257	1019	3409	857	1
3258	954	4656	983	1
3259	571	5369	1286	1
3260	779	1243	459	1
3261	888	1388	388	3
3262	717	4809	892	2
3263	506	2546	579	1
3264	356	7744	1600	2
3265	994	614	262	1
3266	88	3036	989	2
3267	762	2854	697	1
3268	200	5171	930	2
3269	958	2111	933	2
3270	467	3978	871	4
3271	815	4248	926	1
3272	827	2066	497	3
3273	983	591	298	2
3274	977	4925	1311	2
3275	1000	734	193	1
3276	66	1674	406	1
3277	460	3140	676	2
3278	883	4934	1091	3
3279	881	2008	503	1
3280	728	7147	1401	2
3281	815	4260	720	2
3282	290	1734	529	1
3283	464	13	1107	2
3284	825	1976	635	1
3285	1023	2884	760	1
3286	653	1677	771	2
3287	639	3480	887	2
3288	167	5047	1300	2
3289	460	4791	997	3
3290	469	4886	1726	2
3291	641	2169	749	3
3292	921	1000	599	1
3293	6	2860	682	1
3294	214	3656	980	1
3295	883	1063	316	1
3296	296	3281	1013	2
3297	578	991	291	1
3298	1	5969	1305	1
3299	57	12539	2180	1
3300	469	7034	1273	1
3301	552	4314	1065	1
3302	838	10739	1754	1
3303	554	2813	815	1
3304	167	1154	303	1
3305	91	7791	1220	2
3306	815	1786	741	1
3307	225	3068	739	1
3308	762	2083	714	1
3309	883	4227	959	1
3310	295	1031	401	2
3311	167	3130	1003	1
3312	6	1180	399	1
3313	458	1355	342	2
3314	956	6755	1546	3
3315	708	2706	891	4
3316	167	12792	1900	1
3317	256	4536	938	1
3318	474	827	252	1
3319	639	2092	602	2
3320	458	3736	1005	3
3321	427	7587	1386	1
3322	976	9688	1763	1
3323	578	7476	556	3
3324	1017	1667	456	1
3325	114	4215	984	2
3326	664	6613	1244	2
3327	554	5692	1814	2
3328	57	3508	992	2
3329	88	2983	875	1
3330	956	3540	794	2
3331	856	695	254	2
3332	91	7287	1759	2
3333	103	1033	386	2
3334	225	4865	1190	4
3335	1017	1513	392	1
3336	559	971	343	2
3337	469	2914	901	1
3338	641	1169	249	1
3339	395	9787	1582	2
3340	890	1698	367	2
3341	88	12184	1244	1
3342	442	886	310	3
3343	616	3953	1331	1
3344	6	3091	107	2
3345	437	2079	494	1
3346	8	3336	891	2
3347	482	1583	502	1
3348	713	3485	1035	4
3349	91	7102	1449	1
3350	554	2173	690	1
3351	420	15	187	2
3352	890	2248	655	1
3353	552	5458	1049	3
3354	9	1477	427	1
3355	976	13384	1661	1
3356	614	7816	2037	3
3357	420	4950	1011	2
3358	639	3173	911	1
3359	9	943	317	1
3360	815	5172	1119	2
3361	105	2578	781	2
3362	762	2084	332	2
3363	576	3208	849	1
3364	639	5992	1538	1
3365	762	2032	395	3
3366	115	3844	1105	1
3367	864	1892	617	3
3368	915	1275	344	1
3369	234	4096	1091	1
3370	803	2172	735	1
3371	803	2281	667	1
3372	664	5561	919	3
3373	842	3490	604	2
3374	4	1960	538	1
3375	944	4619	1001	1
3376	319	1744	730	2
3377	944	1912	615	1
3378	95	1196	416	2
3379	122	1825	597	1
3380	212	3461	986	1
3381	52	3366	798	1
3382	202	4979	1385	1
3383	518	12560	1347	1
3384	680	3525	929	1
3385	968	4956	802	3
3386	466	2188	690	3
3387	138	6849	970	1
3388	446	5121	1274	3
3389	680	1679	604	2
3390	287	1288	505	2
3391	496	1591	530	1
3392	327	1889	605	3
3393	294	8199	1774	2
3394	496	6778	1631	1
3395	518	4171	1070	2
3396	775	2110	555	1
3397	785	2200	664	1
3398	910	2983	910	4
3399	287	2882	1154	1
3400	318	1668	421	2
3401	334	6142	1626	1
3402	480	13989	2025	1
3403	775	10138	1988	1
3404	501	8111	961	2
3405	853	555	89	3
3406	747	4995	849	3
3407	875	1612	620	1
3408	318	10339	1251	3
3409	921	11574	1197	3
3410	433	1445	447	1
3411	594	7734	1939	3
3412	189	1466	435	1
3413	815	2669	693	1
3414	908	7699	1311	1
3415	273	1106	456	2
3416	460	8310	1877	4
3417	433	937	374	2
3418	775	5223	1806	1
3419	616	2177	543	1
3420	968	7075	1678	1
3421	286	2144	574	2
3422	976	3306	784	1
3423	9	8866	1393	3
3424	381	3425	942	1
3425	752	2377	754	3
3426	594	1029	412	2
3427	460	1452	637	2
3428	256	1271	382	1
3429	968	1266	814	1
3430	779	4257	918	2
3431	482	2278	605	1
3432	298	2831	700	1
3433	369	5896	808	1
3434	327	421	479	1
3435	1019	2638	559	2
3436	958	1998	1180	3
3437	467	2956	729	2
3438	713	4330	985	2
3439	949	6377	1133	1
3440	878	1491	587	1
3441	883	6580	1442	1
3442	290	5360	1238	2
3443	295	5068	1207	4
3444	299	20	1213	1
3445	39	1467	354	3
3446	594	1681	446	1
3447	295	4068	953	2
3448	883	4964	1346	1
3449	331	2896	826	1
3450	1006	1347	470	3
3451	541	1996	661	1
3452	55	1485	475	2
3453	480	1623	403	1
3454	753	818	233	1
3455	8	6150	1072	2
3456	975	5996	433	2
3457	447	1519	455	2
3458	331	6619	1365	2
3459	594	5306	979	1
3460	975	6013	1071	1
3461	671	4501	1365	1
3462	591	5006	1272	1
3463	664	2542	604	1
3464	692	2150	735	1
3465	661	3765	925	1
3466	142	4838	1220	2
3467	75	1040	327	1
3468	692	7761	1476	1
3469	320	8337	1212	1
3470	567	995	352	4
3471	289	1935	538	1
3472	363	972	277	1
3473	332	2304	644	2
3474	334	8309	1629	1
3475	363	7063	1477	1
3476	869	1596	454	1
3477	596	4423	1102	1
3478	85	3698	854	3
3479	758	3369	718	1
3480	212	2021	507	2
3481	767	2927	595	1
3482	246	1804	532	1
3483	830	8338	1572	1
3484	433	1366	370	2
3485	661	3318	810	1
3486	811	1522	515	2
3487	545	1708	474	1
3488	703	6738	1001	1
3489	209	4086	823	1
3490	211	6995	1658	1
3491	881	3926	844	2
3492	109	12780	1622	1
3493	231	6056	1632	1
3494	728	2052	620	1
3495	125	30	1318	1
3496	276	2024	538	1
3497	837	5677	1294	3
3498	308	7002	1756	1
3499	133	7312	1560	1
3500	756	5726	1384	1
3501	545	6525	1455	1
3502	122	2477	604	2
3503	419	2388	473	1
3504	329	8811	1876	1
3505	10	7094	1472	1
3506	237	2530	724	3
3507	85	5691	1238	1
3508	443	6471	1498	1
3509	347	4555	1030	1
3510	294	2250	706	1
3511	910	2086	550	1
3512	85	5971	1426	1
3513	747	7909	1569	3
3514	925	4590	1163	1
3515	988	4722	1195	1
3516	770	1612	435	1
3517	11	5646	1211	1
3518	747	3515	950	1
3519	596	6052	1735	1
3520	4	6048	1661	1
3521	173	9080	959	1
3522	936	3652	912	1
3523	992	5630	1264	1
3524	828	7775	1930	1
3525	126	7450	1893	1
3526	502	1672	447	2
3527	871	6966	1268	1
3528	759	2311	747	3
3529	4	6242	977	1
3530	2	10217	2305	1
3531	313	4380	1119	1
3532	968	1486	449	2
3533	743	5112	1369	1
3534	4	2529	610	2
3535	198	2467	713	1
3536	838	704	169	1
3537	968	2652	705	1
3538	968	2481	891	1
3539	891	2142	607	1
3540	665	6159	1243	1
3541	286	1330	402	1
3542	145	6125	1272	2
3543	987	1694	579	1
3544	937	963	397	1
3545	480	3455	788	1
3546	427	5613	1035	1
3547	609	4070	886	1
3548	616	3561	1141	1
3549	487	1956	613	1
3550	502	2698	670	2
3551	426	7566	1972	1
3552	65	4921	1151	1
3553	111	6602	569	1
3554	784	4847	1277	1
3555	977	1650	452	1
3556	369	825	359	2
3557	743	12688	1450	1
3558	608	969	538	1
3559	107	967	354	2
3560	105	2416	818	1
3561	420	1249	379	1
3562	664	2976	405	1
3563	638	1607	560	1
3564	832	22562	1185	1
3565	588	935	206	1
3566	616	2073	690	1
3567	258	1253	276	2
3568	494	6125	1015	2
3569	616	2076	626	1
3570	581	2858	755	1
3571	664	12811	1616	1
3572	420	6084	1572	1
3573	105	2777	771	1
3574	664	12817	1661	1
3575	692	3808	830	1
3576	918	5180	920	1
3577	142	3765	925	1
3578	496	2461	553	1
3579	444	743	277	1
3580	334	8310	1629	1
3581	780	985	455	1
3582	692	1980	399	2
3583	750	5955	1046	1
3584	779	2392	553	2
3585	167	4574	1107	1
3586	872	774	266	3
3587	692	7887	1817	1
3588	195	1555	454	1
3589	799	866	264	3
3590	605	15	406	2
3591	42	4401	1079	1
3592	545	2916	595	1
3593	376	1455	486	1
3594	811	6013	1088	1
3595	433	3321	810	1
3596	1026	9051	1490	1
3597	549	3907	844	1
3598	664	2514	565	1
3599	724	10031	1678	1
3600	230	1588	402	1
3601	828	2155	703	3
3602	879	957	318	1
3603	189	4412	1088	1
3604	948	4795	1330	2
3605	282	2908	1432	1
3606	405	2681	802	1
3607	126	1870	426	1
3608	545	4861	1314	1
3609	167	1183	431	1
3610	4	7344	1068	1
3611	606	3100	897	1
3612	685	5700	1384	1
3613	190	189	270	1
3614	294	5413	1400	1
3615	728	1947	693	1
3616	773	264	406	2
3617	910	3710	1067	1
3618	767	4523	918	1
3619	828	2542	611	1
3620	883	5802	1377	1
3621	118	4994	1230	1
3622	910	1162	344	1
3623	143	2650	721	2
3624	708	3674	1017	1
3625	785	1877	541	1
3626	896	820	307	2
3627	208	1012	336	2
3628	857	3437	926	1
3629	419	1038	365	1
3630	295	7727	1388	1
3631	883	1846	675	1
3632	1020	10	120	2
3633	433	7896	1811	1
3634	896	7720	1493	1
3635	773	2470	726	1
3636	514	2526	696	1
3637	679	1692	578	2
3638	762	1637	389	1
3639	616	6072	1619	2
3640	559	1761	463	1
3641	256	1915	500	1
3642	715	2097	686	1
3643	524	5822	1564	1
3644	992	1496	489	1
3645	170	2710	876	1
3646	165	807	479	1
3647	902	9409	1465	1
3648	248	4833	1007	1
3649	31	3	716	1
3650	786	2905	816	1
3651	192	4701	1140	1
3652	381	2811	775	1
3653	227	5111	1068	1
3654	147	5261	1433	1
3655	256	2735	643	1
3656	214	4409	580	2
3657	441	2902	842	1
3658	980	5120	1170	1
3659	786	1389	289	1
3660	607	4444	1077	1
3661	278	7487	1545	1
3662	733	1582	389	1
3663	517	2896	752	4
3664	278	1129	417	2
3665	487	4413	1236	1
3666	278	4268	953	1
3667	105	8065	1608	2
3668	426	2000	661	1
3669	857	4423	958	2
3670	992	2854	515	1
3671	576	5547	1515	2
3672	381	640	276	1
3673	867	6495	1568	3
3674	340	4332	1265	1
3675	48	716	267	1
3676	8	1437	562	1
3677	877	1179	374	1
3678	594	3036	795	1
3679	340	2521	632	1
3680	594	6037	1144	3
3681	105	2621	962	3
3682	616	7605	1585	2
3683	340	5877	1039	2
3684	692	7042	1659	1
3685	55	5659	1064	2
3686	127	3674	967	1
3687	629	3802	797	1
3688	315	2147	735	1
3689	779	3770	925	1
3690	444	1082	448	4
3691	289	1910	545	1
3692	325	1054	277	1
3693	282	5482	1180	1
3694	700	1634	553	2
3695	320	894	314	1
3696	637	1612	638	1
3697	786	2225	512	3
3698	125	7634	1633	1
3699	904	4701	1129	2
3700	700	5226	406	2
3701	168	636	1186	1
3702	823	1682	482	3
3703	109	3397	718	1
3704	692	4488	1339	1
3705	401	4837	722	1
3706	815	8746	1914	1
3707	1025	4971	1462	1
3708	792	2336	666	2
3709	325	3289	791	1
3710	904	3101	810	1
3711	1009	2913	597	1
3712	1002	1942	485	1
3713	703	3769	731	1
3714	168	1531	1099	1
3715	967	7084	653	1
3716	225	12573	1825	1
3717	779	246	565	1
3718	811	4745	1196	1
3719	770	20548	1798	1
3720	372	988	407	1
3721	623	1544	649	2
3722	245	546	1106	1
3723	426	3042	783	2
3724	1010	8910	1868	1
3725	571	1778	546	1
3726	311	1116	478	1
3727	731	5695	1384	1
3728	501	3607	669	1
3729	879	1192	431	1
3730	424	8119	1708	2
3731	996	7884	1726	1
3732	550	8423	1151	1
3733	30	3753	1032	1
3734	758	2066	745	1
3735	335	3620	950	2
3736	737	2379	472	1
3737	759	3768	941	1
3738	126	0	212	1
3739	502	3097	721	1
3740	318	3843	966	1
3741	126	2410	559	3
3742	173	4244	1210	1
3743	703	2720	659	2
3744	770	809	280	2
3745	896	1295	493	1
3746	423	9718	1822	2
3747	627	1852	630	2
3748	509	4871	1205	1
3749	753	6905	1268	1
3750	846	2966	636	1
3751	873	9714	1222	2
3752	733	6459	1470	1
3753	833	4985	1162	2
3754	113	1059	262	2
3755	684	4983	985	1
3756	257	6177	1129	2
3757	234	2199	524	1
3758	677	6051	961	2
3759	829	3384	917	1
3760	815	1140	417	1
3761	1026	4955	1070	2
3762	480	3593	996	1
3763	831	1226	309	2
3764	616	4640	1273	1
3765	653	7613	1663	1
3766	397	2290	1023	1
3767	769	3011	733	1
3768	616	9428	1713	1
3769	594	1952	718	1
3770	672	2211	746	1
3771	170	3742	844	1
3772	24	4498	1012	1
3773	743	1337	383	1
3774	340	1204	388	1
3775	509	3569	811	1
3776	594	1531	322	3
3777	487	5090	1102	1
3778	6	1587	322	2
3779	653	7362	1218	1
3780	625	566	179	1
3781	594	7805	1087	1
3782	616	1193	514	2
3783	258	1871	601	4
3784	6	6116	1526	3
3785	6	2581	756	1
3786	581	7838	1698	1
3787	6	2033	458	1
3788	509	760	178	1
3789	831	2417	615	1
3790	6	5543	1477	1
3791	495	7192	1659	1
3792	317	3799	830	1
3793	918	4652	1192	1
3794	142	3761	925	1
3795	289	1354	386	2
3796	323	1923	545	1
3797	508	1094	277	1
3798	799	2613	621	1
3799	289	6170	1351	1
3800	320	2313	644	2
3801	799	1096	289	1
3802	615	6483	1470	1
3803	195	1558	454	1
3804	294	2139	708	2
3805	79	2906	586	2
3806	167	3624	971	2
3807	815	2287	619	3
3808	637	4149	744	1
3809	605	9	406	2
3810	224	1175	384	2
3811	462	3956	1128	1
3812	76	2261	608	2
3813	459	7992	1705	1
3814	724	4716	1129	2
3815	799	903	505	2
3816	496	7095	653	1
3817	476	2017	596	2
3818	649	4404	1102	1
3819	823	3007	595	1
3820	458	681	287	1
3821	202	6938	1587	1
3822	121	3840	844	1
3823	224	6726	1700	1
3824	320	1458	403	2
3825	66	8334	1572	1
3826	277	8746	1901	1
3827	311	9740	1726	1
3828	799	2482	565	1
3829	399	5430	1247	1
3830	167	3309	810	1
3831	602	7560	1451	1
3832	5	3465	845	1
3833	840	2258	747	1
3834	818	8912	1876	1
3835	424	10138	1761	1
3836	75	2690	721	1
3837	291	4178	1091	1
3838	879	1899	664	1
3839	857	1828	426	1
3840	356	5942	1217	1
3841	741	2148	458	2
3842	325	4995	1084	1
3843	142	1213	428	1
3844	465	2033	623	1
3845	501	2058	745	1
3846	442	824	280	2
3847	372	9802	1170	1
3848	183	5696	1384	1
3849	136	4372	1050	1
3850	918	1938	672	1
3851	1016	3315	1017	1
3852	35	4470	1306	1
3853	318	1130	434	1
3854	758	1126	492	1
3855	502	4572	1255	1
3856	700	7969	1856	1
3857	273	5440	1174	2
3858	755	3210	922	1
3859	405	1105	317	1
3860	113	1641	387	1
3861	937	9713	1820	1
3862	93	2230	562	3
3863	80	1478	403	1
3864	641	4406	461	1
3865	125	782	385	2
3866	657	1032	336	2
3867	642	1454	343	1
3868	908	4041	833	1
3869	932	2587	670	1
3870	378	6964	1268	1
3871	184	2337	488	2
3872	1009	9470	1692	1
3873	910	2822	774	1
3874	299	3160	798	4
3875	16	1798	490	1
3876	627	6647	1686	1
3877	198	5717	1251	1
3878	935	1936	664	1
3879	107	4519	980	2
3880	85	3441	903	2
3881	362	2691	386	1
3882	494	6215	1430	2
3883	650	966	516	1
3884	214	6947	1705	1
3885	594	4434	1165	2
3886	165	5837	1436	1
3887	84	1618	702	2
3888	294	5460	905	1
3889	278	3010	733	2
3890	576	3043	814	2
3891	1019	2933	935	1
3892	980	1309	744	1
3893	120	3202	759	4
3894	541	3600	744	1
3895	113	3410	1039	3
3896	910	3378	847	1
3897	679	3578	888	1
3898	24	1881	639	2
3899	469	8210	1426	3
3900	165	2000	474	2
3901	506	3458	997	1
3902	923	2557	629	1
3903	373	1953	718	1
3904	492	1951	594	1
3905	480	2738	766	2
3906	482	1762	515	1
3907	938	998	410	1
3908	39	5294	684	1
3909	487	914	379	1
3910	258	1710	596	1
3911	114	1843	459	1
3912	938	6864	1417	2
3913	868	3545	1092	1
3914	1032	3800	839	1
3915	1032	2184	746	1
3916	315	5023	1592	1
3917	76	3758	935	1
3918	82	1975	554	1
3919	289	5258	1108	3
3920	414	3699	939	1
3921	195	1557	451	1
3922	291	1057	395	3
3923	879	2134	714	2
3924	261	6155	1175	1
3925	692	1329	406	2
3926	109	4931	1295	1
3927	224	1041	386	2
3928	125	1600	553	2
3929	444	4509	985	1
3930	19	3575	999	1
3931	335	3164	817	1
3932	799	4494	1351	1
3933	86	6	604	1
3934	443	8322	1588	1
3935	1009	8748	1917	1
3936	459	2491	571	1
3937	437	7282	1461	2
3938	728	7859	1784	1
3939	717	1544	475	1
3940	579	2649	922	4
3941	399	8802	1807	1
3942	692	1995	788	1
3943	1010	6780	1128	1
3944	198	9718	1741	1
3945	857	1685	485	1
3946	329	7897	1188	1
3947	223	3081	758	1
3948	623	3182	895	1
3949	321	6275	1630	3
3950	192	3934	1051	1
3951	665	2399	591	3
3952	474	2231	560	1
3953	212	4904	1122	1
3954	680	1741	492	1
3955	756	4590	1072	1
3956	737	1144	321	1
3957	189	4572	1166	1
3958	773	1350	425	1
3959	810	2526	716	1
3960	85	2759	617	1
3961	548	4424	952	1
3962	666	5416	1189	1
3963	650	2303	580	2
3964	443	1624	633	2
3965	111	16620	715	1
3966	724	7845	1080	2
3967	1016	855	314	1
3968	833	1704	626	1
3969	465	4188	1101	2
3970	828	3218	692	1
3971	631	3411	654	1
3972	373	5411	865	1
3973	734	1376	468	2
3974	747	6054	1056	1
3975	974	2559	726	4
3976	76	4862	1094	1
3977	42	5529	1221	1
3978	905	5042	1136	1
3979	787	3627	885	1
3980	174	7797	1697	2
3981	369	2983	1109	1
3982	378	10468	1353	2
3983	818	1760	764	1
3984	433	1166	395	2
3985	743	2276	616	1
3986	677	3584	649	1
3987	815	6648	1563	1
3988	164	5142	1232	2
3989	731	3551	1159	1
3990	910	3266	847	1
3991	961	9700	1814	2
3992	484	6470	1061	1
3993	833	1552	498	1
3994	295	4251	1285	3
3995	733	5592	1348	1
3996	134	1860	583	2
3997	893	1570	486	1
3998	423	6065	1512	1
3999	1035	3319	929	2
4000	548	4404	1274	2
4001	298	1870	676	1
4002	369	1449	1087	2
4003	512	6002	1201	1
4004	341	8111	1071	2
4005	198	1202	309	1
4006	164	2310	591	1
4007	1032	5836	1478	1
4008	901	3048	904	2
4009	23	9	989	1
4010	512	2729	698	1
4011	88	3048	696	4
4012	490	2340	595	2
4013	460	4120	896	1
4014	537	2975	690	1
4015	575	5811	1387	2
4016	331	3575	1130	1
4017	85	4583	1288	1
4018	467	7316	1559	1
4019	586	9680	2133	2
4020	743	1024	334	3
4021	559	9362	1530	1
4022	147	1958	718	1
4023	88	3035	754	2
4024	594	5291	993	1
4025	608	2688	701	1
4026	81	2160	432	1
4027	890	20	795	1
4028	697	759	191	1
4029	644	3623	1239	1
4030	8	664	196	2
4031	555	3586	737	1
4032	165	7380	1407	1
4033	174	8009	1259	1
4034	608	1318	553	1
4035	446	4760	1128	3
4036	639	4952	1139	1
4037	295	1344	427	1
4038	580	7556	1822	1
4039	943	3441	851	1
4040	743	13	568	1
4041	905	4440	1180	1
4042	278	4182	794	1
4043	81	4605	1168	2
4044	360	2069	699	1
4045	437	1572	502	2
4046	614	7791	1644	2
4047	490	6514	1329	1
