Depto	Partido	Circuito	Mesa	Votos
Avellaneda	CAMBIANDO JUNTOS	0037	348	105
Avellaneda	CELESTE Y BLANCA U	0037	348	100
Avellaneda	CAMBIANDO JUNTOS	0037	349	121
Avellaneda	CELESTE Y BLANCA U	0037	349	92
Avellaneda	CAMBIANDO JUNTOS	0037	350	95
Avellaneda	CELESTE Y BLANCA U	0037	350	84
Avellaneda	CAMBIANDO JUNTOS	0037	351	97
Avellaneda	CELESTE Y BLANCA U	0037	351	99
Avellaneda	CAMBIANDO JUNTOS	0037	352	106
Avellaneda	CELESTE Y BLANCA U	0037	352	78
Avellaneda	CAMBIANDO JUNTOS	0037	353	68
Avellaneda	CELESTE Y BLANCA U	0037	353	126
Avellaneda	CAMBIANDO JUNTOS	0037	354	109
Avellaneda	CELESTE Y BLANCA U	0037	354	76
Avellaneda	CAMBIANDO JUNTOS	0037	355	81
Avellaneda	CELESTE Y BLANCA U	0037	355	105
Avellaneda	CAMBIANDO JUNTOS	0037	356	102
Avellaneda	CELESTE Y BLANCA U	0037	356	107
Avellaneda	CAMBIANDO JUNTOS	0037	357	80
Avellaneda	CELESTE Y BLANCA U	0037	357	104
Avellaneda	CAMBIANDO JUNTOS	0037	358	115
Avellaneda	CELESTE Y BLANCA U	0037	358	91
Avellaneda	CAMBIANDO JUNTOS	0037	359	90
Avellaneda	CELESTE Y BLANCA U	0037	359	100
Avellaneda	CAMBIANDO JUNTOS	0037	360	91
Avellaneda	CELESTE Y BLANCA U	0037	360	113
Avellaneda	CAMBIANDO JUNTOS	0037	361	90
Avellaneda	CELESTE Y BLANCA U	0037	361	111
Avellaneda	CAMBIANDO JUNTOS	0037	362	87
Avellaneda	CELESTE Y BLANCA U	0037	362	91
Avellaneda	CAMBIANDO JUNTOS	0037	363	109
Avellaneda	CELESTE Y BLANCA U	0037	363	69
Avellaneda	CAMBIANDO JUNTOS	0037	364	36
Avellaneda	CELESTE Y BLANCA U	0037	364	44
Avellaneda	CAMBIANDO JUNTOS	0038	365	86
Avellaneda	CELESTE Y BLANCA U	0038	365	139
Avellaneda	CAMBIANDO JUNTOS	0038	366	91
Avellaneda	CELESTE Y BLANCA U	0038	366	114
Avellaneda	CAMBIANDO JUNTOS	0038	367	84
Avellaneda	CELESTE Y BLANCA U	0038	367	102
Avellaneda	CAMBIANDO JUNTOS	0038	368	99
Avellaneda	CELESTE Y BLANCA U	0038	368	107
Avellaneda	CAMBIANDO JUNTOS	0038	369	100
Avellaneda	CELESTE Y BLANCA U	0038	369	88
Avellaneda	CAMBIANDO JUNTOS	0038	370	96
Avellaneda	CELESTE Y BLANCA U	0038	370	111
Avellaneda	CAMBIANDO JUNTOS	0038	371	95
Avellaneda	CELESTE Y BLANCA U	0038	371	81
Avellaneda	CAMBIANDO JUNTOS	0038	372	109
Avellaneda	CELESTE Y BLANCA U	0038	372	88
Avellaneda	CAMBIANDO JUNTOS	0038	373	85
Avellaneda	CELESTE Y BLANCA U	0038	373	123
Avellaneda	CAMBIANDO JUNTOS	0038	374	97
Avellaneda	CELESTE Y BLANCA U	0038	374	91
Avellaneda	CAMBIANDO JUNTOS	0038	375	100
Avellaneda	CELESTE Y BLANCA U	0038	375	104
Avellaneda	CAMBIANDO JUNTOS	0038	376	107
Avellaneda	CELESTE Y BLANCA U	0038	376	79
Avellaneda	CAMBIANDO JUNTOS	0038	377	118
Avellaneda	CELESTE Y BLANCA U	0038	377	84
Avellaneda	CAMBIANDO JUNTOS	0038	378	91
Avellaneda	CELESTE Y BLANCA U	0038	378	94
Avellaneda	CAMBIANDO JUNTOS	0038	379	102
Avellaneda	CELESTE Y BLANCA U	0038	379	91
Avellaneda	CAMBIANDO JUNTOS	0038	380	78
Avellaneda	CELESTE Y BLANCA U	0038	380	121
Avellaneda	CAMBIANDO JUNTOS	0038	381	96
Avellaneda	CELESTE Y BLANCA U	0038	381	91
Avellaneda	CAMBIANDO JUNTOS	0038	382	91
Avellaneda	CELESTE Y BLANCA U	0038	382	106
Avellaneda	CAMBIANDO JUNTOS	0038	383	96
Avellaneda	CELESTE Y BLANCA U	0038	383	94
Avellaneda	CAMBIANDO JUNTOS	0038	384	85
Avellaneda	CELESTE Y BLANCA U	0038	384	111
Avellaneda	CAMBIANDO JUNTOS	0038	385	0
Avellaneda	CELESTE Y BLANCA U	0038	385	106
Avellaneda	CAMBIANDO JUNTOS	0038	386	102
Avellaneda	CELESTE Y BLANCA U	0038	386	80
Avellaneda	CAMBIANDO JUNTOS	0038	387	109
Avellaneda	CELESTE Y BLANCA U	0038	387	96
Avellaneda	CAMBIANDO JUNTOS	0038	388	76
Avellaneda	CELESTE Y BLANCA U	0038	388	117
Avellaneda	CAMBIANDO JUNTOS	0038	389	113
Avellaneda	CELESTE Y BLANCA U	0038	389	77
Avellaneda	CAMBIANDO JUNTOS	0038	390	112
Avellaneda	CELESTE Y BLANCA U	0038	390	84
Avellaneda	CAMBIANDO JUNTOS	0038	391	107
Avellaneda	CELESTE Y BLANCA U	0038	391	95
Avellaneda	CAMBIANDO JUNTOS	0038	392	99
Avellaneda	CELESTE Y BLANCA U	0038	392	84
Avellaneda	CAMBIANDO JUNTOS	0038	393	85
Avellaneda	CELESTE Y BLANCA U	0038	393	103
Avellaneda	CAMBIANDO JUNTOS	0038	394	100
Avellaneda	CELESTE Y BLANCA U	0038	394	92
Avellaneda	CAMBIANDO JUNTOS	0038	395	98
Avellaneda	CELESTE Y BLANCA U	0038	395	109
Avellaneda	CAMBIANDO JUNTOS	0038	396	87
Avellaneda	CELESTE Y BLANCA U	0038	396	107
Avellaneda	CAMBIANDO JUNTOS	0038	397	112
Avellaneda	CELESTE Y BLANCA U	0038	397	93
Avellaneda	CAMBIANDO JUNTOS	0038	398	88
Avellaneda	CELESTE Y BLANCA U	0038	398	97
Avellaneda	CAMBIANDO JUNTOS	0038	399	76
Avellaneda	CELESTE Y BLANCA U	0038	399	120
Avellaneda	CAMBIANDO JUNTOS	0038	400	102
Avellaneda	CELESTE Y BLANCA U	0038	400	100
Avellaneda	CAMBIANDO JUNTOS	0038	401	95
Avellaneda	CELESTE Y BLANCA U	0038	401	118
Avellaneda	CAMBIANDO JUNTOS	0038	402	93
Avellaneda	CELESTE Y BLANCA U	0038	402	94
Avellaneda	CAMBIANDO JUNTOS	0038	403	105
Avellaneda	CELESTE Y BLANCA U	0038	403	103
Avellaneda	CAMBIANDO JUNTOS	0038	404	104
Avellaneda	CELESTE Y BLANCA U	0038	404	93
Avellaneda	CAMBIANDO JUNTOS	0038	405	96
Avellaneda	CELESTE Y BLANCA U	0038	405	107
Avellaneda	CAMBIANDO JUNTOS	0038	406	71
Avellaneda	CELESTE Y BLANCA U	0038	406	101
Avellaneda	CAMBIANDO JUNTOS	0038	407	62
Avellaneda	CELESTE Y BLANCA U	0038	407	122
Avellaneda	CAMBIANDO JUNTOS	0038	408	78
Avellaneda	CELESTE Y BLANCA U	0038	408	117
Avellaneda	CAMBIANDO JUNTOS	0038	409	77
Avellaneda	CELESTE Y BLANCA U	0038	409	105
Avellaneda	CAMBIANDO JUNTOS	0038	410	93
Avellaneda	CELESTE Y BLANCA U	0038	410	103
Avellaneda	CAMBIANDO JUNTOS	0038	411	87
Avellaneda	CELESTE Y BLANCA U	0038	411	107
Avellaneda	CAMBIANDO JUNTOS	0038	412	96
Avellaneda	CELESTE Y BLANCA U	0038	412	98
Avellaneda	CAMBIANDO JUNTOS	0038	413	97
Avellaneda	CELESTE Y BLANCA U	0038	413	79
Avellaneda	CAMBIANDO JUNTOS	0038	414	88
Avellaneda	CELESTE Y BLANCA U	0038	414	86
Avellaneda	CAMBIANDO JUNTOS	0038	415	83
Avellaneda	CELESTE Y BLANCA U	0038	415	90
Avellaneda	CAMBIANDO JUNTOS	0038	416	88
Avellaneda	CELESTE Y BLANCA U	0038	416	86
Avellaneda	CAMBIANDO JUNTOS	0038	417	72
Avellaneda	CELESTE Y BLANCA U	0038	417	139
Avellaneda	CAMBIANDO JUNTOS	0038	418	89
Avellaneda	CELESTE Y BLANCA U	0038	418	99
Avellaneda	CAMBIANDO JUNTOS	0038	419	90
Avellaneda	CELESTE Y BLANCA U	0038	419	108
Avellaneda	CAMBIANDO JUNTOS	0038	420	100
Avellaneda	CELESTE Y BLANCA U	0038	420	96
Avellaneda	CAMBIANDO JUNTOS	0038	421	97
Avellaneda	CELESTE Y BLANCA U	0038	421	95
Avellaneda	CAMBIANDO JUNTOS	0038	422	89
Avellaneda	CELESTE Y BLANCA U	0038	422	106
Avellaneda	CAMBIANDO JUNTOS	0038	423	105
Avellaneda	CELESTE Y BLANCA U	0038	423	90
Avellaneda	CAMBIANDO JUNTOS	0038	424	93
Avellaneda	CELESTE Y BLANCA U	0038	424	112
Avellaneda	CAMBIANDO JUNTOS	0038	425	107
Avellaneda	CELESTE Y BLANCA U	0038	425	91
Avellaneda	CAMBIANDO JUNTOS	0038	426	91
Avellaneda	CELESTE Y BLANCA U	0038	426	103
Avellaneda	CAMBIANDO JUNTOS	0038	427	110
Avellaneda	CELESTE Y BLANCA U	0038	427	77
Avellaneda	CAMBIANDO JUNTOS	0038	428	103
Avellaneda	CELESTE Y BLANCA U	0038	428	92
Avellaneda	CAMBIANDO JUNTOS	0038	429	88
Avellaneda	CELESTE Y BLANCA U	0038	429	94
Avellaneda	CAMBIANDO JUNTOS	0038	430	95
Avellaneda	CELESTE Y BLANCA U	0038	430	114
Avellaneda	CAMBIANDO JUNTOS	0038	431	95
Avellaneda	CELESTE Y BLANCA U	0038	431	91
Avellaneda	CAMBIANDO JUNTOS	0038	432	105
Avellaneda	CELESTE Y BLANCA U	0038	432	104
Avellaneda	CAMBIANDO JUNTOS	0038	433	76
Avellaneda	CELESTE Y BLANCA U	0038	433	116
Avellaneda	CAMBIANDO JUNTOS	0038	434	73
Avellaneda	CELESTE Y BLANCA U	0038	434	139
Avellaneda	CAMBIANDO JUNTOS	0038	435	81
Avellaneda	CELESTE Y BLANCA U	0038	435	115
Avellaneda	CAMBIANDO JUNTOS	0038	436	91
Avellaneda	CELESTE Y BLANCA U	0038	436	115
Avellaneda	CAMBIANDO JUNTOS	0038	437	105
Avellaneda	CELESTE Y BLANCA U	0038	437	80
Avellaneda	CAMBIANDO JUNTOS	0038	438	89
Avellaneda	CELESTE Y BLANCA U	0038	438	107
Avellaneda	CAMBIANDO JUNTOS	0038	439	88
Avellaneda	CELESTE Y BLANCA U	0038	439	95
Avellaneda	CAMBIANDO JUNTOS	0038	440	122
Avellaneda	CELESTE Y BLANCA U	0038	440	63
Avellaneda	CAMBIANDO JUNTOS	0038	441	94
Avellaneda	CELESTE Y BLANCA U	0038	441	105
Avellaneda	CAMBIANDO JUNTOS	0038	442	77
Avellaneda	CELESTE Y BLANCA U	0038	442	86
Avellaneda	CAMBIANDO JUNTOS	0038	443	96
Avellaneda	CELESTE Y BLANCA U	0038	443	103
Avellaneda	CAMBIANDO JUNTOS	0038	444	89
Avellaneda	CELESTE Y BLANCA U	0038	444	97
Avellaneda	CAMBIANDO JUNTOS	0038	445	113
Avellaneda	CELESTE Y BLANCA U	0038	445	83
Avellaneda	CAMBIANDO JUNTOS	0038	446	104
Avellaneda	CELESTE Y BLANCA U	0038	446	103
Avellaneda	CAMBIANDO JUNTOS	0038	447	76
Avellaneda	CELESTE Y BLANCA U	0038	447	109
Avellaneda	CAMBIANDO JUNTOS	0038	448	85
Avellaneda	CELESTE Y BLANCA U	0038	448	113
Avellaneda	CAMBIANDO JUNTOS	0038	449	84
Avellaneda	CELESTE Y BLANCA U	0038	449	118
Avellaneda	CAMBIANDO JUNTOS	0038	450	81
Avellaneda	CELESTE Y BLANCA U	0038	450	108
Avellaneda	CAMBIANDO JUNTOS	0038	451	84
Avellaneda	CELESTE Y BLANCA U	0038	451	94
Avellaneda	CAMBIANDO JUNTOS	0038	452	99
Avellaneda	CELESTE Y BLANCA U	0038	452	82
Avellaneda	CAMBIANDO JUNTOS	0038	453	86
Avellaneda	CELESTE Y BLANCA U	0038	453	108
Avellaneda	CAMBIANDO JUNTOS	0038	454	97
Avellaneda	CELESTE Y BLANCA U	0038	454	106
Avellaneda	CAMBIANDO JUNTOS	0038	455	95
Avellaneda	CELESTE Y BLANCA U	0038	455	99
Avellaneda	CAMBIANDO JUNTOS	0038	456	103
Avellaneda	CELESTE Y BLANCA U	0038	456	82
Avellaneda	CAMBIANDO JUNTOS	0038	457	114
Avellaneda	CELESTE Y BLANCA U	0038	457	92
Avellaneda	CAMBIANDO JUNTOS	0038	458	88
Avellaneda	CELESTE Y BLANCA U	0038	458	93
Avellaneda	CAMBIANDO JUNTOS	0038	459	107
Avellaneda	CELESTE Y BLANCA U	0038	459	92
Avellaneda	CAMBIANDO JUNTOS	0038	460	105
Avellaneda	CELESTE Y BLANCA U	0038	460	101
Avellaneda	CAMBIANDO JUNTOS	0038	461	111
Avellaneda	CELESTE Y BLANCA U	0038	461	89
Avellaneda	CAMBIANDO JUNTOS	0038	462	111
Avellaneda	CELESTE Y BLANCA U	0038	462	97
Avellaneda	CAMBIANDO JUNTOS	0038	463	111
Avellaneda	CELESTE Y BLANCA U	0038	463	99
Avellaneda	CAMBIANDO JUNTOS	0038	464	100
Avellaneda	CELESTE Y BLANCA U	0038	464	105
Avellaneda	CAMBIANDO JUNTOS	0038	465	102
Avellaneda	CELESTE Y BLANCA U	0038	465	92
Avellaneda	CAMBIANDO JUNTOS	0038	466	107
Avellaneda	CELESTE Y BLANCA U	0038	466	87
Avellaneda	CAMBIANDO JUNTOS	0038	467	122
Avellaneda	CELESTE Y BLANCA U	0038	467	88
Avellaneda	CAMBIANDO JUNTOS	0038	468	102
Avellaneda	CELESTE Y BLANCA U	0038	468	81
Avellaneda	CAMBIANDO JUNTOS	0038	469	56
Avellaneda	CELESTE Y BLANCA U	0038	469	63
Avellaneda	CAMBIANDO JUNTOS	0039	470	65
Avellaneda	CELESTE Y BLANCA U	0039	470	140
Avellaneda	CAMBIANDO JUNTOS	0039	471	75
Avellaneda	CELESTE Y BLANCA U	0039	471	129
Avellaneda	CAMBIANDO JUNTOS	0039	472	64
Avellaneda	CELESTE Y BLANCA U	0039	472	120
Avellaneda	CAMBIANDO JUNTOS	0039	473	77
Avellaneda	CELESTE Y BLANCA U	0039	473	140
Avellaneda	CAMBIANDO JUNTOS	0039	474	71
Avellaneda	CELESTE Y BLANCA U	0039	474	142
Avellaneda	CAMBIANDO JUNTOS	0039	475	58
Avellaneda	CELESTE Y BLANCA U	0039	475	125
Avellaneda	CAMBIANDO JUNTOS	0039	476	93
Avellaneda	CELESTE Y BLANCA U	0039	476	118
Avellaneda	CAMBIANDO JUNTOS	0039	477	77
Avellaneda	CELESTE Y BLANCA U	0039	477	120
Avellaneda	CAMBIANDO JUNTOS	0039	478	72
Avellaneda	CELESTE Y BLANCA U	0039	478	124
Avellaneda	CAMBIANDO JUNTOS	0039	479	64
Avellaneda	CELESTE Y BLANCA U	0039	479	115
Avellaneda	CAMBIANDO JUNTOS	0039	480	57
Avellaneda	CELESTE Y BLANCA U	0039	480	137
Avellaneda	CAMBIANDO JUNTOS	0039	481	61
Avellaneda	CELESTE Y BLANCA U	0039	481	148
Avellaneda	CAMBIANDO JUNTOS	0039	482	94
Avellaneda	CELESTE Y BLANCA U	0039	482	101
Avellaneda	CAMBIANDO JUNTOS	0039	483	77
Avellaneda	CELESTE Y BLANCA U	0039	483	123
Avellaneda	CAMBIANDO JUNTOS	0039	484	72
Avellaneda	CELESTE Y BLANCA U	0039	484	147
Avellaneda	CAMBIANDO JUNTOS	0039	485	77
Avellaneda	CELESTE Y BLANCA U	0039	485	119
Avellaneda	CAMBIANDO JUNTOS	0039	486	60
Avellaneda	CELESTE Y BLANCA U	0039	486	149
Avellaneda	CAMBIANDO JUNTOS	0039	487	99
Avellaneda	CELESTE Y BLANCA U	0039	487	96
Avellaneda	CAMBIANDO JUNTOS	0039	488	90
Avellaneda	CELESTE Y BLANCA U	0039	488	115
Avellaneda	CAMBIANDO JUNTOS	0039	489	58
Avellaneda	CELESTE Y BLANCA U	0039	489	132
Avellaneda	CAMBIANDO JUNTOS	0039	490	77
Avellaneda	CELESTE Y BLANCA U	0039	490	116
Avellaneda	CAMBIANDO JUNTOS	0039	491	88
Avellaneda	CELESTE Y BLANCA U	0039	491	114
Avellaneda	CAMBIANDO JUNTOS	0039	492	58
Avellaneda	CELESTE Y BLANCA U	0039	492	138
Avellaneda	CAMBIANDO JUNTOS	0039	493	87
Avellaneda	CELESTE Y BLANCA U	0039	493	114
Avellaneda	CAMBIANDO JUNTOS	0039	494	73
Avellaneda	CELESTE Y BLANCA U	0039	494	96
Avellaneda	CAMBIANDO JUNTOS	0039	495	88
Avellaneda	CELESTE Y BLANCA U	0039	495	137
Avellaneda	CAMBIANDO JUNTOS	0039	496	61
Avellaneda	CELESTE Y BLANCA U	0039	496	145
Avellaneda	CAMBIANDO JUNTOS	0039	497	82
Avellaneda	CELESTE Y BLANCA U	0039	497	127
Avellaneda	CAMBIANDO JUNTOS	0039	498	56
Avellaneda	CELESTE Y BLANCA U	0039	498	120
Avellaneda	CAMBIANDO JUNTOS	0039	499	78
Avellaneda	CELESTE Y BLANCA U	0039	499	98
Avellaneda	CAMBIANDO JUNTOS	0039	500	86
Avellaneda	CELESTE Y BLANCA U	0039	500	99
Avellaneda	CAMBIANDO JUNTOS	0039	501	67
Avellaneda	CELESTE Y BLANCA U	0039	501	124
Avellaneda	CAMBIANDO JUNTOS	0039	502	105
Avellaneda	CELESTE Y BLANCA U	0039	502	120
Avellaneda	CAMBIANDO JUNTOS	0039	503	69
Avellaneda	CELESTE Y BLANCA U	0039	503	142
Avellaneda	CAMBIANDO JUNTOS	0039	504	54
Avellaneda	CELESTE Y BLANCA U	0039	504	130
Avellaneda	CAMBIANDO JUNTOS	0039	505	85
Avellaneda	CELESTE Y BLANCA U	0039	505	117
Avellaneda	CAMBIANDO JUNTOS	0039	506	81
Avellaneda	CELESTE Y BLANCA U	0039	506	115
Avellaneda	CAMBIANDO JUNTOS	0039	507	107
Avellaneda	CELESTE Y BLANCA U	0039	507	93
Avellaneda	CAMBIANDO JUNTOS	0039	508	71
Avellaneda	CELESTE Y BLANCA U	0039	508	108
Avellaneda	CAMBIANDO JUNTOS	0039	509	101
Avellaneda	CELESTE Y BLANCA U	0039	509	103
Avellaneda	CAMBIANDO JUNTOS	0039	510	70
Avellaneda	CELESTE Y BLANCA U	0039	510	132
Avellaneda	CAMBIANDO JUNTOS	0039	511	91
Avellaneda	CELESTE Y BLANCA U	0039	511	112
Avellaneda	CAMBIANDO JUNTOS	0039	512	89
Avellaneda	CELESTE Y BLANCA U	0039	512	96
Avellaneda	CAMBIANDO JUNTOS	0039	513	51
Avellaneda	CELESTE Y BLANCA U	0039	513	152
Avellaneda	CAMBIANDO JUNTOS	0039	514	40
Avellaneda	CELESTE Y BLANCA U	0039	514	136
Avellaneda	CAMBIANDO JUNTOS	0039	515	72
Avellaneda	CELESTE Y BLANCA U	0039	515	144
Avellaneda	CAMBIANDO JUNTOS	0039	516	91
Avellaneda	CELESTE Y BLANCA U	0039	516	116
Avellaneda	CAMBIANDO JUNTOS	0039	517	89
Avellaneda	CELESTE Y BLANCA U	0039	517	101
Avellaneda	CAMBIANDO JUNTOS	0039	518	58
Avellaneda	CELESTE Y BLANCA U	0039	518	120
Avellaneda	CAMBIANDO JUNTOS	0039	519	72
Avellaneda	CELESTE Y BLANCA U	0039	519	135
Avellaneda	CAMBIANDO JUNTOS	0039	520	76
Avellaneda	CELESTE Y BLANCA U	0039	520	127
Avellaneda	CAMBIANDO JUNTOS	0039	521	74
Avellaneda	CELESTE Y BLANCA U	0039	521	124
Avellaneda	CAMBIANDO JUNTOS	0039	522	81
Avellaneda	CELESTE Y BLANCA U	0039	522	112
Avellaneda	CAMBIANDO JUNTOS	0039	523	85
Avellaneda	CELESTE Y BLANCA U	0039	523	126
Avellaneda	CAMBIANDO JUNTOS	0039	524	72
Avellaneda	CELESTE Y BLANCA U	0039	524	134
Avellaneda	CAMBIANDO JUNTOS	0039	525	86
Avellaneda	CELESTE Y BLANCA U	0039	525	113
Avellaneda	CAMBIANDO JUNTOS	0039	526	85
Avellaneda	CELESTE Y BLANCA U	0039	526	112
Avellaneda	CAMBIANDO JUNTOS	0039	527	70
Avellaneda	CELESTE Y BLANCA U	0039	527	125
Avellaneda	CAMBIANDO JUNTOS	0039	528	79
Avellaneda	CELESTE Y BLANCA U	0039	528	112
Avellaneda	CAMBIANDO JUNTOS	0039	529	77
Avellaneda	CELESTE Y BLANCA U	0039	529	119
Avellaneda	CAMBIANDO JUNTOS	0039	530	41
Avellaneda	CELESTE Y BLANCA U	0039	530	165
Avellaneda	CAMBIANDO JUNTOS	0039	531	52
Avellaneda	CELESTE Y BLANCA U	0039	531	165
Avellaneda	CAMBIANDO JUNTOS	0039	532	58
Avellaneda	CELESTE Y BLANCA U	0039	532	134
Avellaneda	CAMBIANDO JUNTOS	0039	533	75
Avellaneda	CELESTE Y BLANCA U	0039	533	128
Avellaneda	CAMBIANDO JUNTOS	0039	534	63
Avellaneda	CELESTE Y BLANCA U	0039	534	143
Avellaneda	CAMBIANDO JUNTOS	0039	535	87
Avellaneda	CELESTE Y BLANCA U	0039	535	121
Avellaneda	CAMBIANDO JUNTOS	0039	536	70
Avellaneda	CELESTE Y BLANCA U	0039	536	124
Avellaneda	CAMBIANDO JUNTOS	0039	537	100
Avellaneda	CELESTE Y BLANCA U	0039	537	107
Avellaneda	CAMBIANDO JUNTOS	0039	538	56
Avellaneda	CELESTE Y BLANCA U	0039	538	113
Avellaneda	CAMBIANDO JUNTOS	0039	539	87
Avellaneda	CELESTE Y BLANCA U	0039	539	125
Avellaneda	CAMBIANDO JUNTOS	0039	540	71
Avellaneda	CELESTE Y BLANCA U	0039	540	140
Avellaneda	CAMBIANDO JUNTOS	0039	541	58
Avellaneda	CELESTE Y BLANCA U	0039	541	141
Avellaneda	CAMBIANDO JUNTOS	0039	542	108
Avellaneda	CELESTE Y BLANCA U	0039	542	83
Avellaneda	CAMBIANDO JUNTOS	0039	543	93
Avellaneda	CELESTE Y BLANCA U	0039	543	117
Avellaneda	CAMBIANDO JUNTOS	0039	544	81
Avellaneda	CELESTE Y BLANCA U	0039	544	152
Avellaneda	CAMBIANDO JUNTOS	0039	545	61
Avellaneda	CELESTE Y BLANCA U	0039	545	153
Avellaneda	CAMBIANDO JUNTOS	0039	546	63
Avellaneda	CELESTE Y BLANCA U	0039	546	133
Avellaneda	CAMBIANDO JUNTOS	0039	547	59
Avellaneda	CELESTE Y BLANCA U	0039	547	119
Avellaneda	CAMBIANDO JUNTOS	0039	548	57
Avellaneda	CELESTE Y BLANCA U	0039	548	151
Avellaneda	CAMBIANDO JUNTOS	0039	549	0
Avellaneda	CELESTE Y BLANCA U	0039	549	115
Avellaneda	CAMBIANDO JUNTOS	0039	550	70
Avellaneda	CELESTE Y BLANCA U	0039	550	124
Avellaneda	CAMBIANDO JUNTOS	0039	551	67
Avellaneda	CELESTE Y BLANCA U	0039	551	137
Avellaneda	CAMBIANDO JUNTOS	0039	552	73
Avellaneda	CELESTE Y BLANCA U	0039	552	124
Avellaneda	CAMBIANDO JUNTOS	0039	553	86
Avellaneda	CELESTE Y BLANCA U	0039	553	118
Avellaneda	CAMBIANDO JUNTOS	0039	554	78
Avellaneda	CELESTE Y BLANCA U	0039	554	116
Avellaneda	CAMBIANDO JUNTOS	0039	555	73
Avellaneda	CELESTE Y BLANCA U	0039	555	117
Avellaneda	CAMBIANDO JUNTOS	0039	556	88
Avellaneda	CELESTE Y BLANCA U	0039	556	118
Avellaneda	CAMBIANDO JUNTOS	0039	557	69
Avellaneda	CELESTE Y BLANCA U	0039	557	137
Avellaneda	CAMBIANDO JUNTOS	0039	558	68
Avellaneda	CELESTE Y BLANCA U	0039	558	126
Avellaneda	CAMBIANDO JUNTOS	0039	559	60
Avellaneda	CELESTE Y BLANCA U	0039	559	122
Avellaneda	CAMBIANDO JUNTOS	0039	560	91
Avellaneda	CELESTE Y BLANCA U	0039	560	110
Avellaneda	CAMBIANDO JUNTOS	0039	561	69
Avellaneda	CELESTE Y BLANCA U	0039	561	128
Avellaneda	CAMBIANDO JUNTOS	0039	562	66
Avellaneda	CELESTE Y BLANCA U	0039	562	129
Avellaneda	CAMBIANDO JUNTOS	0039	563	66
Avellaneda	CELESTE Y BLANCA U	0039	563	120
Avellaneda	CAMBIANDO JUNTOS	0039	564	80
Avellaneda	CELESTE Y BLANCA U	0039	564	115
Avellaneda	CAMBIANDO JUNTOS	0039	565	70
Avellaneda	CELESTE Y BLANCA U	0039	565	124
Avellaneda	CAMBIANDO JUNTOS	0039	566	87
Avellaneda	CELESTE Y BLANCA U	0039	566	102
Avellaneda	CAMBIANDO JUNTOS	0039	567	66
Avellaneda	CELESTE Y BLANCA U	0039	567	121
Avellaneda	CAMBIANDO JUNTOS	0039	568	72
Avellaneda	CELESTE Y BLANCA U	0039	568	123
Avellaneda	CAMBIANDO JUNTOS	0039	569	85
Avellaneda	CELESTE Y BLANCA U	0039	569	109
Avellaneda	CAMBIANDO JUNTOS	0039	570	64
Avellaneda	CELESTE Y BLANCA U	0039	570	145
Avellaneda	CAMBIANDO JUNTOS	0039	571	72
Avellaneda	CELESTE Y BLANCA U	0039	571	117
Avellaneda	CAMBIANDO JUNTOS	0039	572	83
Avellaneda	CELESTE Y BLANCA U	0039	572	115
Avellaneda	CAMBIANDO JUNTOS	0039	573	66
Avellaneda	CELESTE Y BLANCA U	0039	573	112
Avellaneda	CAMBIANDO JUNTOS	0039	574	76
Avellaneda	CELESTE Y BLANCA U	0039	574	128
Avellaneda	CAMBIANDO JUNTOS	0039	575	66
Avellaneda	CELESTE Y BLANCA U	0039	575	130
Avellaneda	CAMBIANDO JUNTOS	0039	576	71
Avellaneda	CELESTE Y BLANCA U	0039	576	114
Avellaneda	CAMBIANDO JUNTOS	0039	577	95
Avellaneda	CELESTE Y BLANCA U	0039	577	103
Avellaneda	CAMBIANDO JUNTOS	0039	578	62
Avellaneda	CELESTE Y BLANCA U	0039	578	134
Avellaneda	CAMBIANDO JUNTOS	0039	579	85
Avellaneda	CELESTE Y BLANCA U	0039	579	94
Avellaneda	CAMBIANDO JUNTOS	0039	580	91
Avellaneda	CELESTE Y BLANCA U	0039	580	98
Avellaneda	CAMBIANDO JUNTOS	0039	581	76
Avellaneda	CELESTE Y BLANCA U	0039	581	115
Avellaneda	CAMBIANDO JUNTOS	0039	582	72
Avellaneda	CELESTE Y BLANCA U	0039	582	120
Avellaneda	CAMBIANDO JUNTOS	0039	583	78
Avellaneda	CELESTE Y BLANCA U	0039	583	135
Avellaneda	CAMBIANDO JUNTOS	0039	584	81
Avellaneda	CELESTE Y BLANCA U	0039	584	91
Avellaneda	CAMBIANDO JUNTOS	0039	585	75
Avellaneda	CELESTE Y BLANCA U	0039	585	123
Avellaneda	CAMBIANDO JUNTOS	0039	586	69
Avellaneda	CELESTE Y BLANCA U	0039	586	129
Avellaneda	CAMBIANDO JUNTOS	0039	587	75
Avellaneda	CELESTE Y BLANCA U	0039	587	116
Avellaneda	CAMBIANDO JUNTOS	0039	588	71
Avellaneda	CELESTE Y BLANCA U	0039	588	129
Avellaneda	CAMBIANDO JUNTOS	0039	589	55
Avellaneda	CELESTE Y BLANCA U	0039	589	142
Avellaneda	CAMBIANDO JUNTOS	0039	590	61
Avellaneda	CELESTE Y BLANCA U	0039	590	146
Avellaneda	CAMBIANDO JUNTOS	0039	591	46
Avellaneda	CELESTE Y BLANCA U	0039	591	129
Avellaneda	CAMBIANDO JUNTOS	0039	592	91
Avellaneda	CELESTE Y BLANCA U	0039	592	100
