Depto	Partido	Circuito	Mesa	Votos
La Plata	CAMBIANDO JUNTOS	0502	933	102
La Plata	CELESTE Y BLANCA U	0502	933	77
La Plata	CAMBIANDO JUNTOS	0502	934	131
La Plata	CELESTE Y BLANCA U	0502	934	67
La Plata	CAMBIANDO JUNTOS	0502	935	117
La Plata	CELESTE Y BLANCA U	0502	935	76
La Plata	CAMBIANDO JUNTOS	0502	936	81
La Plata	CELESTE Y BLANCA U	0502	936	82
La Plata	CAMBIANDO JUNTOS	0502	937	100
La Plata	CELESTE Y BLANCA U	0502	937	98
La Plata	CAMBIANDO JUNTOS	0502	938	112
La Plata	CELESTE Y BLANCA U	0502	938	64
La Plata	CAMBIANDO JUNTOS	0502	939	113
La Plata	CELESTE Y BLANCA U	0502	939	71
La Plata	CAMBIANDO JUNTOS	0502	940	129
La Plata	CELESTE Y BLANCA U	0502	940	66
La Plata	CAMBIANDO JUNTOS	0502	941	97
La Plata	CELESTE Y BLANCA U	0502	941	74
La Plata	CAMBIANDO JUNTOS	0502	942	114
La Plata	CELESTE Y BLANCA U	0502	942	65
La Plata	CAMBIANDO JUNTOS	0502	943	98
La Plata	CELESTE Y BLANCA U	0502	943	88
La Plata	CAMBIANDO JUNTOS	0502	944	105
La Plata	CELESTE Y BLANCA U	0502	944	65
La Plata	CAMBIANDO JUNTOS	0502	945	128
La Plata	CELESTE Y BLANCA U	0502	945	60
La Plata	CAMBIANDO JUNTOS	0502	946	112
La Plata	CELESTE Y BLANCA U	0502	946	72
La Plata	CAMBIANDO JUNTOS	0502	947	102
La Plata	CELESTE Y BLANCA U	0502	947	93
La Plata	CAMBIANDO JUNTOS	0502	948	118
La Plata	CELESTE Y BLANCA U	0502	948	76
La Plata	CAMBIANDO JUNTOS	0502	949	113
La Plata	CELESTE Y BLANCA U	0502	949	69
La Plata	CAMBIANDO JUNTOS	0502	950	96
La Plata	CELESTE Y BLANCA U	0502	950	65
La Plata	CAMBIANDO JUNTOS	0502	951	120
La Plata	CELESTE Y BLANCA U	0502	951	62
La Plata	CAMBIANDO JUNTOS	0502	952	0
La Plata	CELESTE Y BLANCA U	0502	952	0
La Plata	CAMBIANDO JUNTOS	0502	953	106
La Plata	CELESTE Y BLANCA U	0502	953	80
La Plata	CAMBIANDO JUNTOS	0502	954	95
La Plata	CELESTE Y BLANCA U	0502	954	78
La Plata	CAMBIANDO JUNTOS	0502	955	103
La Plata	CELESTE Y BLANCA U	0502	955	76
La Plata	CAMBIANDO JUNTOS	0502	956	124
La Plata	CELESTE Y BLANCA U	0502	956	77
La Plata	CAMBIANDO JUNTOS	0502	957	100
La Plata	CELESTE Y BLANCA U	0502	957	63
La Plata	CAMBIANDO JUNTOS	0502	958	112
La Plata	CELESTE Y BLANCA U	0502	958	69
La Plata	CAMBIANDO JUNTOS	0502	959	140
La Plata	CELESTE Y BLANCA U	0502	959	61
La Plata	CAMBIANDO JUNTOS	0502	960	137
La Plata	CELESTE Y BLANCA U	0502	960	53
La Plata	CAMBIANDO JUNTOS	0502	961	92
La Plata	CELESTE Y BLANCA U	0502	961	90
La Plata	CAMBIANDO JUNTOS	0502	962	129
La Plata	CELESTE Y BLANCA U	0502	962	70
La Plata	CAMBIANDO JUNTOS	0502	963	108
La Plata	CELESTE Y BLANCA U	0502	963	72
La Plata	CAMBIANDO JUNTOS	0502	964	78
La Plata	CELESTE Y BLANCA U	0502	964	74
La Plata	CAMBIANDO JUNTOS	0502	965	113
La Plata	CELESTE Y BLANCA U	0502	965	70
La Plata	CAMBIANDO JUNTOS	0502	966	110
La Plata	CELESTE Y BLANCA U	0502	966	66
La Plata	CAMBIANDO JUNTOS	0502	967	95
La Plata	CELESTE Y BLANCA U	0502	967	62
La Plata	CAMBIANDO JUNTOS	0502	968	106
La Plata	CELESTE Y BLANCA U	0502	968	69
La Plata	CAMBIANDO JUNTOS	0502	969	88
La Plata	CELESTE Y BLANCA U	0502	969	102
La Plata	CAMBIANDO JUNTOS	0502	970	102
La Plata	CELESTE Y BLANCA U	0502	970	78
La Plata	CAMBIANDO JUNTOS	0502	971	105
La Plata	CELESTE Y BLANCA U	0502	971	54
La Plata	CAMBIANDO JUNTOS	0502	972	124
La Plata	CELESTE Y BLANCA U	0502	972	62
La Plata	CAMBIANDO JUNTOS	0502	973	109
La Plata	CELESTE Y BLANCA U	0502	973	69
La Plata	CAMBIANDO JUNTOS	0502	974	107
La Plata	CELESTE Y BLANCA U	0502	974	75
La Plata	CAMBIANDO JUNTOS	0502	975	112
La Plata	CELESTE Y BLANCA U	0502	975	66
La Plata	CAMBIANDO JUNTOS	0502	976	127
La Plata	CELESTE Y BLANCA U	0502	976	59
La Plata	CAMBIANDO JUNTOS	0502	977	109
La Plata	CELESTE Y BLANCA U	0502	977	74
La Plata	CAMBIANDO JUNTOS	0502	978	103
La Plata	CELESTE Y BLANCA U	0502	978	76
La Plata	CAMBIANDO JUNTOS	0502	979	90
La Plata	CELESTE Y BLANCA U	0502	979	75
La Plata	CAMBIANDO JUNTOS	0502	980	111
La Plata	CELESTE Y BLANCA U	0502	980	58
La Plata	CAMBIANDO JUNTOS	0502	981	120
La Plata	CELESTE Y BLANCA U	0502	981	80
La Plata	CAMBIANDO JUNTOS	0502	982	115
La Plata	CELESTE Y BLANCA U	0502	982	63
La Plata	CAMBIANDO JUNTOS	0502	983	110
La Plata	CELESTE Y BLANCA U	0502	983	72
La Plata	CAMBIANDO JUNTOS	0502	984	135
La Plata	CELESTE Y BLANCA U	0502	984	55
La Plata	CAMBIANDO JUNTOS	0502	985	112
La Plata	CELESTE Y BLANCA U	0502	985	68
La Plata	CAMBIANDO JUNTOS	0502	986	111
La Plata	CELESTE Y BLANCA U	0502	986	68
La Plata	CAMBIANDO JUNTOS	0502	987	112
La Plata	CELESTE Y BLANCA U	0502	987	62
La Plata	CAMBIANDO JUNTOS	0502	988	115
La Plata	CELESTE Y BLANCA U	0502	988	62
La Plata	CAMBIANDO JUNTOS	0502	989	103
La Plata	CELESTE Y BLANCA U	0502	989	64
La Plata	CAMBIANDO JUNTOS	0502	990	114
La Plata	CELESTE Y BLANCA U	0502	990	87
La Plata	CAMBIANDO JUNTOS	0502	991	109
La Plata	CELESTE Y BLANCA U	0502	991	63
La Plata	CAMBIANDO JUNTOS	0502	992	78
La Plata	CELESTE Y BLANCA U	0502	992	50
La Plata	CAMBIANDO JUNTOS	0503	993	101
La Plata	CELESTE Y BLANCA U	0503	993	82
La Plata	CAMBIANDO JUNTOS	0503	994	111
La Plata	CELESTE Y BLANCA U	0503	994	66
La Plata	CAMBIANDO JUNTOS	0503	995	99
La Plata	CELESTE Y BLANCA U	0503	995	81
La Plata	CAMBIANDO JUNTOS	0503	996	92
La Plata	CELESTE Y BLANCA U	0503	996	79
La Plata	CAMBIANDO JUNTOS	0503	997	106
La Plata	CELESTE Y BLANCA U	0503	997	88
La Plata	CAMBIANDO JUNTOS	0503	998	112
La Plata	CELESTE Y BLANCA U	0503	998	72
La Plata	CAMBIANDO JUNTOS	0503	999	103
La Plata	CELESTE Y BLANCA U	0503	999	74
La Plata	CAMBIANDO JUNTOS	0503	1000	93
La Plata	CELESTE Y BLANCA U	0503	1000	72
La Plata	CAMBIANDO JUNTOS	0503	1001	98
La Plata	CELESTE Y BLANCA U	0503	1001	72
La Plata	CAMBIANDO JUNTOS	0503	1002	92
La Plata	CELESTE Y BLANCA U	0503	1002	73
La Plata	CAMBIANDO JUNTOS	0503	1003	107
La Plata	CELESTE Y BLANCA U	0503	1003	88
La Plata	CAMBIANDO JUNTOS	0503	1004	88
La Plata	CELESTE Y BLANCA U	0503	1004	77
La Plata	CAMBIANDO JUNTOS	0503	1005	90
La Plata	CELESTE Y BLANCA U	0503	1005	86
La Plata	CAMBIANDO JUNTOS	0503	1006	75
La Plata	CELESTE Y BLANCA U	0503	1006	72
La Plata	CAMBIANDO JUNTOS	0503A	1007	83
La Plata	CELESTE Y BLANCA U	0503A	1007	93
La Plata	CAMBIANDO JUNTOS	0503A	1008	76
La Plata	CELESTE Y BLANCA U	0503A	1008	76
La Plata	CAMBIANDO JUNTOS	0503A	1009	96
La Plata	CELESTE Y BLANCA U	0503A	1009	65
La Plata	CAMBIANDO JUNTOS	0503A	1010	83
La Plata	CELESTE Y BLANCA U	0503A	1010	70
La Plata	CAMBIANDO JUNTOS	0503A	1011	88
La Plata	CELESTE Y BLANCA U	0503A	1011	73
La Plata	CAMBIANDO JUNTOS	0503A	1012	84
La Plata	CELESTE Y BLANCA U	0503A	1012	83
La Plata	CAMBIANDO JUNTOS	0503A	1013	93
La Plata	CELESTE Y BLANCA U	0503A	1013	82
La Plata	CAMBIANDO JUNTOS	0503A	1014	100
La Plata	CELESTE Y BLANCA U	0503A	1014	77
La Plata	CAMBIANDO JUNTOS	0503A	1015	100
La Plata	CELESTE Y BLANCA U	0503A	1015	67
La Plata	CAMBIANDO JUNTOS	0503A	1016	99
La Plata	CELESTE Y BLANCA U	0503A	1016	83
La Plata	CAMBIANDO JUNTOS	0503A	1017	87
La Plata	CELESTE Y BLANCA U	0503A	1017	70
La Plata	CAMBIANDO JUNTOS	0503A	1018	82
La Plata	CELESTE Y BLANCA U	0503A	1018	69
La Plata	CAMBIANDO JUNTOS	0503A	1019	96
La Plata	CELESTE Y BLANCA U	0503A	1019	76
La Plata	CAMBIANDO JUNTOS	0503A	1020	97
La Plata	CELESTE Y BLANCA U	0503A	1020	56
La Plata	CAMBIANDO JUNTOS	0503A	1021	101
La Plata	CELESTE Y BLANCA U	0503A	1021	70
La Plata	CAMBIANDO JUNTOS	0503A	1022	91
La Plata	CELESTE Y BLANCA U	0503A	1022	73
La Plata	CAMBIANDO JUNTOS	0503A	1023	86
La Plata	CELESTE Y BLANCA U	0503A	1023	75
La Plata	CAMBIANDO JUNTOS	0503A	1024	88
La Plata	CELESTE Y BLANCA U	0503A	1024	54
La Plata	CAMBIANDO JUNTOS	0503A	1025	84
La Plata	CELESTE Y BLANCA U	0503A	1025	93
La Plata	CAMBIANDO JUNTOS	0503A	1026	109
La Plata	CELESTE Y BLANCA U	0503A	1026	65
La Plata	CAMBIANDO JUNTOS	0503A	1027	85
La Plata	CELESTE Y BLANCA U	0503A	1027	44
La Plata	CAMBIANDO JUNTOS	0504	1028	105
La Plata	CELESTE Y BLANCA U	0504	1028	86
La Plata	CAMBIANDO JUNTOS	0504	1029	112
La Plata	CELESTE Y BLANCA U	0504	1029	76
La Plata	CAMBIANDO JUNTOS	0504	1030	104
La Plata	CELESTE Y BLANCA U	0504	1030	87
La Plata	CAMBIANDO JUNTOS	0504	1031	123
La Plata	CELESTE Y BLANCA U	0504	1031	71
La Plata	CAMBIANDO JUNTOS	0504	1032	130
La Plata	CELESTE Y BLANCA U	0504	1032	72
La Plata	CAMBIANDO JUNTOS	0504	1033	116
La Plata	CELESTE Y BLANCA U	0504	1033	62
La Plata	CAMBIANDO JUNTOS	0504	1034	102
La Plata	CELESTE Y BLANCA U	0504	1034	78
La Plata	CAMBIANDO JUNTOS	0504	1035	120
La Plata	CELESTE Y BLANCA U	0504	1035	72
La Plata	CAMBIANDO JUNTOS	0504	1036	112
La Plata	CELESTE Y BLANCA U	0504	1036	68
La Plata	CAMBIANDO JUNTOS	0504	1037	126
La Plata	CELESTE Y BLANCA U	0504	1037	70
La Plata	CAMBIANDO JUNTOS	0504	1038	131
La Plata	CELESTE Y BLANCA U	0504	1038	49
La Plata	CAMBIANDO JUNTOS	0504	1039	112
La Plata	CELESTE Y BLANCA U	0504	1039	66
La Plata	CAMBIANDO JUNTOS	0504	1040	138
La Plata	CELESTE Y BLANCA U	0504	1040	59
La Plata	CAMBIANDO JUNTOS	0504	1041	143
La Plata	CELESTE Y BLANCA U	0504	1041	60
La Plata	CAMBIANDO JUNTOS	0504	1042	122
La Plata	CELESTE Y BLANCA U	0504	1042	73
La Plata	CAMBIANDO JUNTOS	0504	1043	119
La Plata	CELESTE Y BLANCA U	0504	1043	88
La Plata	CAMBIANDO JUNTOS	0504	1044	0
La Plata	CELESTE Y BLANCA U	0504	1044	0
La Plata	CAMBIANDO JUNTOS	0504	1045	0
La Plata	CELESTE Y BLANCA U	0504	1045	0
La Plata	CAMBIANDO JUNTOS	0504	1046	0
La Plata	CELESTE Y BLANCA U	0504	1046	0
La Plata	CAMBIANDO JUNTOS	0504	1047	0
La Plata	CELESTE Y BLANCA U	0504	1047	0
La Plata	CAMBIANDO JUNTOS	0504	1048	0
La Plata	CELESTE Y BLANCA U	0504	1048	0
La Plata	CAMBIANDO JUNTOS	0504	1049	116
La Plata	CELESTE Y BLANCA U	0504	1049	75
La Plata	CAMBIANDO JUNTOS	0504	1050	121
La Plata	CELESTE Y BLANCA U	0504	1050	84
La Plata	CAMBIANDO JUNTOS	0504	1051	126
La Plata	CELESTE Y BLANCA U	0504	1051	57
La Plata	CAMBIANDO JUNTOS	0504	1052	133
La Plata	CELESTE Y BLANCA U	0504	1052	60
La Plata	CAMBIANDO JUNTOS	0504	1053	124
La Plata	CELESTE Y BLANCA U	0504	1053	55
La Plata	CAMBIANDO JUNTOS	0504	1054	146
La Plata	CELESTE Y BLANCA U	0504	1054	0
La Plata	CAMBIANDO JUNTOS	0504	1055	118
La Plata	CELESTE Y BLANCA U	0504	1055	65
La Plata	CAMBIANDO JUNTOS	0504	1056	131
La Plata	CELESTE Y BLANCA U	0504	1056	65
La Plata	CAMBIANDO JUNTOS	0504	1057	125
La Plata	CELESTE Y BLANCA U	0504	1057	61
La Plata	CAMBIANDO JUNTOS	0504	1058	117
La Plata	CELESTE Y BLANCA U	0504	1058	63
La Plata	CAMBIANDO JUNTOS	0504	1059	110
La Plata	CELESTE Y BLANCA U	0504	1059	69
La Plata	CAMBIANDO JUNTOS	0504	1060	107
La Plata	CELESTE Y BLANCA U	0504	1060	81
La Plata	CAMBIANDO JUNTOS	0504	1061	110
La Plata	CELESTE Y BLANCA U	0504	1061	69
La Plata	CAMBIANDO JUNTOS	0504	1062	127
La Plata	CELESTE Y BLANCA U	0504	1062	62
La Plata	CAMBIANDO JUNTOS	0504	1063	110
La Plata	CELESTE Y BLANCA U	0504	1063	77
La Plata	CAMBIANDO JUNTOS	0504	1064	122
La Plata	CELESTE Y BLANCA U	0504	1064	74
La Plata	CAMBIANDO JUNTOS	0504	1065	110
La Plata	CELESTE Y BLANCA U	0504	1065	72
La Plata	CAMBIANDO JUNTOS	0504	1066	129
La Plata	CELESTE Y BLANCA U	0504	1066	61
La Plata	CAMBIANDO JUNTOS	0504	1067	100
La Plata	CELESTE Y BLANCA U	0504	1067	71
La Plata	CAMBIANDO JUNTOS	0504	1068	92
La Plata	CELESTE Y BLANCA U	0504	1068	90
La Plata	CAMBIANDO JUNTOS	0504	1069	117
La Plata	CELESTE Y BLANCA U	0504	1069	84
La Plata	CAMBIANDO JUNTOS	0504	1070	131
La Plata	CELESTE Y BLANCA U	0504	1070	69
La Plata	CAMBIANDO JUNTOS	0504	1071	138
La Plata	CELESTE Y BLANCA U	0504	1071	49
La Plata	CAMBIANDO JUNTOS	0504	1072	126
La Plata	CELESTE Y BLANCA U	0504	1072	85
La Plata	CAMBIANDO JUNTOS	0504	1073	106
La Plata	CELESTE Y BLANCA U	0504	1073	73
La Plata	CAMBIANDO JUNTOS	0504	1074	126
La Plata	CELESTE Y BLANCA U	0504	1074	58
La Plata	CAMBIANDO JUNTOS	0504	1075	111
La Plata	CELESTE Y BLANCA U	0504	1075	67
La Plata	CAMBIANDO JUNTOS	0504	1076	108
La Plata	CELESTE Y BLANCA U	0504	1076	67
La Plata	CAMBIANDO JUNTOS	0504	1077	108
La Plata	CELESTE Y BLANCA U	0504	1077	70
La Plata	CAMBIANDO JUNTOS	0504	1078	117
La Plata	CELESTE Y BLANCA U	0504	1078	84
La Plata	CAMBIANDO JUNTOS	0504	1079	103
La Plata	CELESTE Y BLANCA U	0504	1079	72
La Plata	CAMBIANDO JUNTOS	0504	1080	121
La Plata	CELESTE Y BLANCA U	0504	1080	65
La Plata	CAMBIANDO JUNTOS	0504	1081	127
La Plata	CELESTE Y BLANCA U	0504	1081	66
La Plata	CAMBIANDO JUNTOS	0504	1082	124
La Plata	CELESTE Y BLANCA U	0504	1082	67
La Plata	CAMBIANDO JUNTOS	0504	1083	139
La Plata	CELESTE Y BLANCA U	0504	1083	69
La Plata	CAMBIANDO JUNTOS	0504	1084	127
La Plata	CELESTE Y BLANCA U	0504	1084	69
La Plata	CAMBIANDO JUNTOS	0504	1085	133
La Plata	CELESTE Y BLANCA U	0504	1085	60
La Plata	CAMBIANDO JUNTOS	0504	1086	107
La Plata	CELESTE Y BLANCA U	0504	1086	95
La Plata	CAMBIANDO JUNTOS	0504	1087	112
La Plata	CELESTE Y BLANCA U	0504	1087	79
La Plata	CAMBIANDO JUNTOS	0504	1088	110
La Plata	CELESTE Y BLANCA U	0504	1088	75
La Plata	CAMBIANDO JUNTOS	0504	1089	138
La Plata	CELESTE Y BLANCA U	0504	1089	64
La Plata	CAMBIANDO JUNTOS	0504	1090	117
La Plata	CELESTE Y BLANCA U	0504	1090	67
La Plata	CAMBIANDO JUNTOS	0504	1091	97
La Plata	CELESTE Y BLANCA U	0504	1091	62
La Plata	CAMBIANDO JUNTOS	0504	1092	105
La Plata	CELESTE Y BLANCA U	0504	1092	78
La Plata	CAMBIANDO JUNTOS	0504	1093	123
La Plata	CELESTE Y BLANCA U	0504	1093	77
La Plata	CAMBIANDO JUNTOS	0504	1094	120
La Plata	CELESTE Y BLANCA U	0504	1094	61
La Plata	CAMBIANDO JUNTOS	0504	1095	115
La Plata	CELESTE Y BLANCA U	0504	1095	74
La Plata	CAMBIANDO JUNTOS	0504	1096	128
La Plata	CELESTE Y BLANCA U	0504	1096	70
La Plata	CAMBIANDO JUNTOS	0504	1097	136
La Plata	CELESTE Y BLANCA U	0504	1097	54
La Plata	CAMBIANDO JUNTOS	0504	1098	121
La Plata	CELESTE Y BLANCA U	0504	1098	57
La Plata	CAMBIANDO JUNTOS	0504	1099	91
La Plata	CELESTE Y BLANCA U	0504	1099	79
La Plata	CAMBIANDO JUNTOS	0504	1100	112
La Plata	CELESTE Y BLANCA U	0504	1100	57
La Plata	CAMBIANDO JUNTOS	0504	1101	101
La Plata	CELESTE Y BLANCA U	0504	1101	86
La Plata	CAMBIANDO JUNTOS	0504	1102	122
La Plata	CELESTE Y BLANCA U	0504	1102	69
La Plata	CAMBIANDO JUNTOS	0504	1103	84
La Plata	CELESTE Y BLANCA U	0504	1103	97
La Plata	CAMBIANDO JUNTOS	0504	1104	91
La Plata	CELESTE Y BLANCA U	0504	1104	96
La Plata	CAMBIANDO JUNTOS	0504	1105	146
La Plata	CELESTE Y BLANCA U	0504	1105	47
La Plata	CAMBIANDO JUNTOS	0504	1106	111
La Plata	CELESTE Y BLANCA U	0504	1106	86
La Plata	CAMBIANDO JUNTOS	0504	1107	101
La Plata	CELESTE Y BLANCA U	0504	1107	88
La Plata	CAMBIANDO JUNTOS	0504	1108	139
La Plata	CELESTE Y BLANCA U	0504	1108	56
La Plata	CAMBIANDO JUNTOS	0504	1109	133
La Plata	CELESTE Y BLANCA U	0504	1109	64
La Plata	CAMBIANDO JUNTOS	0504	1110	142
La Plata	CELESTE Y BLANCA U	0504	1110	67
La Plata	CAMBIANDO JUNTOS	0504	1111	119
La Plata	CELESTE Y BLANCA U	0504	1111	71
La Plata	CAMBIANDO JUNTOS	0504	1112	111
La Plata	CELESTE Y BLANCA U	0504	1112	64
La Plata	CAMBIANDO JUNTOS	0504	1113	126
La Plata	CELESTE Y BLANCA U	0504	1113	66
La Plata	CAMBIANDO JUNTOS	0504	1114	119
La Plata	CELESTE Y BLANCA U	0504	1114	61
La Plata	CAMBIANDO JUNTOS	0504	1115	135
La Plata	CELESTE Y BLANCA U	0504	1115	70
La Plata	CAMBIANDO JUNTOS	0504	1116	109
La Plata	CELESTE Y BLANCA U	0504	1116	61
La Plata	CAMBIANDO JUNTOS	0504	1117	120
La Plata	CELESTE Y BLANCA U	0504	1117	87
La Plata	CAMBIANDO JUNTOS	0504	1118	115
La Plata	CELESTE Y BLANCA U	0504	1118	81
La Plata	CAMBIANDO JUNTOS	0504	1119	119
La Plata	CELESTE Y BLANCA U	0504	1119	73
La Plata	CAMBIANDO JUNTOS	0504	1120	113
La Plata	CELESTE Y BLANCA U	0504	1120	65
La Plata	CAMBIANDO JUNTOS	0504	1121	48
La Plata	CELESTE Y BLANCA U	0504	1121	33
La Plata	CAMBIANDO JUNTOS	0504A	1122	120
La Plata	CELESTE Y BLANCA U	0504A	1122	60
La Plata	CAMBIANDO JUNTOS	0504A	1123	134
La Plata	CELESTE Y BLANCA U	0504A	1123	62
La Plata	CAMBIANDO JUNTOS	0504A	1124	121
La Plata	CELESTE Y BLANCA U	0504A	1124	81
La Plata	CAMBIANDO JUNTOS	0504A	1125	140
La Plata	CELESTE Y BLANCA U	0504A	1125	57
La Plata	CAMBIANDO JUNTOS	0504A	1126	126
La Plata	CELESTE Y BLANCA U	0504A	1126	71
La Plata	CAMBIANDO JUNTOS	0504A	1127	128
La Plata	CELESTE Y BLANCA U	0504A	1127	58
La Plata	CAMBIANDO JUNTOS	0504A	1128	148
La Plata	CELESTE Y BLANCA U	0504A	1128	54
La Plata	CAMBIANDO JUNTOS	0504A	1129	130
La Plata	CELESTE Y BLANCA U	0504A	1129	53
La Plata	CAMBIANDO JUNTOS	0504A	1130	143
La Plata	CELESTE Y BLANCA U	0504A	1130	73
La Plata	CAMBIANDO JUNTOS	0504A	1131	124
La Plata	CELESTE Y BLANCA U	0504A	1131	73
La Plata	CAMBIANDO JUNTOS	0504A	1132	125
La Plata	CELESTE Y BLANCA U	0504A	1132	60
La Plata	CAMBIANDO JUNTOS	0504A	1133	148
La Plata	CELESTE Y BLANCA U	0504A	1133	58
La Plata	CAMBIANDO JUNTOS	0504A	1134	156
La Plata	CELESTE Y BLANCA U	0504A	1134	60
La Plata	CAMBIANDO JUNTOS	0504A	1135	0
La Plata	CELESTE Y BLANCA U	0504A	1135	0
La Plata	CAMBIANDO JUNTOS	0504A	1136	123
La Plata	CELESTE Y BLANCA U	0504A	1136	66
La Plata	CAMBIANDO JUNTOS	0504A	1137	129
La Plata	CELESTE Y BLANCA U	0504A	1137	65
La Plata	CAMBIANDO JUNTOS	0504A	1138	141
La Plata	CELESTE Y BLANCA U	0504A	1138	73
La Plata	CAMBIANDO JUNTOS	0504A	1139	134
La Plata	CELESTE Y BLANCA U	0504A	1139	61
La Plata	CAMBIANDO JUNTOS	0504A	1140	133
La Plata	CELESTE Y BLANCA U	0504A	1140	73
La Plata	CAMBIANDO JUNTOS	0504A	1141	140
La Plata	CELESTE Y BLANCA U	0504A	1141	64
La Plata	CAMBIANDO JUNTOS	0504A	1142	0
La Plata	CELESTE Y BLANCA U	0504A	1142	0
La Plata	CAMBIANDO JUNTOS	0504A	1143	132
La Plata	CELESTE Y BLANCA U	0504A	1143	73
La Plata	CAMBIANDO JUNTOS	0504A	1144	147
La Plata	CELESTE Y BLANCA U	0504A	1144	70
La Plata	CAMBIANDO JUNTOS	0504A	1145	0
La Plata	CELESTE Y BLANCA U	0504A	1145	0
La Plata	CAMBIANDO JUNTOS	0504A	1146	130
La Plata	CELESTE Y BLANCA U	0504A	1146	66
La Plata	CAMBIANDO JUNTOS	0504A	1147	117
La Plata	CELESTE Y BLANCA U	0504A	1147	72
La Plata	CAMBIANDO JUNTOS	0504A	1148	152
La Plata	CELESTE Y BLANCA U	0504A	1148	51
La Plata	CAMBIANDO JUNTOS	0504A	1149	122
La Plata	CELESTE Y BLANCA U	0504A	1149	70
La Plata	CAMBIANDO JUNTOS	0504A	1150	147
La Plata	CELESTE Y BLANCA U	0504A	1150	72
La Plata	CAMBIANDO JUNTOS	0504A	1151	147
La Plata	CELESTE Y BLANCA U	0504A	1151	58
La Plata	CAMBIANDO JUNTOS	0504A	1152	127
La Plata	CELESTE Y BLANCA U	0504A	1152	75
La Plata	CAMBIANDO JUNTOS	0504A	1153	137
La Plata	CELESTE Y BLANCA U	0504A	1153	50
La Plata	CAMBIANDO JUNTOS	0504A	1154	121
La Plata	CELESTE Y BLANCA U	0504A	1154	56
La Plata	CAMBIANDO JUNTOS	0504A	1155	137
La Plata	CELESTE Y BLANCA U	0504A	1155	68
La Plata	CAMBIANDO JUNTOS	0504A	1156	133
La Plata	CELESTE Y BLANCA U	0504A	1156	67
La Plata	CAMBIANDO JUNTOS	0504A	1157	134
La Plata	CELESTE Y BLANCA U	0504A	1157	67
La Plata	CAMBIANDO JUNTOS	0504A	1158	149
La Plata	CELESTE Y BLANCA U	0504A	1158	56
La Plata	CAMBIANDO JUNTOS	0504A	1159	115
La Plata	CELESTE Y BLANCA U	0504A	1159	76
La Plata	CAMBIANDO JUNTOS	0504A	1160	145
La Plata	CELESTE Y BLANCA U	0504A	1160	76
La Plata	CAMBIANDO JUNTOS	0504A	1161	134
La Plata	CELESTE Y BLANCA U	0504A	1161	64
La Plata	CAMBIANDO JUNTOS	0504A	1162	136
La Plata	CELESTE Y BLANCA U	0504A	1162	57
La Plata	CAMBIANDO JUNTOS	0504A	1163	135
La Plata	CELESTE Y BLANCA U	0504A	1163	60
La Plata	CAMBIANDO JUNTOS	0504A	1164	131
La Plata	CELESTE Y BLANCA U	0504A	1164	73
La Plata	CAMBIANDO JUNTOS	0504A	1165	150
La Plata	CELESTE Y BLANCA U	0504A	1165	58
La Plata	CAMBIANDO JUNTOS	0504A	1166	130
La Plata	CELESTE Y BLANCA U	0504A	1166	60
La Plata	CAMBIANDO JUNTOS	0504A	1167	115
La Plata	CELESTE Y BLANCA U	0504A	1167	52
La Plata	CAMBIANDO JUNTOS	0504A	1168	132
La Plata	CELESTE Y BLANCA U	0504A	1168	63
La Plata	CAMBIANDO JUNTOS	0504A	1169	0
La Plata	CELESTE Y BLANCA U	0504A	1169	0
La Plata	CAMBIANDO JUNTOS	0504A	1170	119
La Plata	CELESTE Y BLANCA U	0504A	1170	60
La Plata	CAMBIANDO JUNTOS	0504A	1171	127
La Plata	CELESTE Y BLANCA U	0504A	1171	63
La Plata	CAMBIANDO JUNTOS	0504A	1172	136
La Plata	CELESTE Y BLANCA U	0504A	1172	63
La Plata	CAMBIANDO JUNTOS	0504A	1173	125
La Plata	CELESTE Y BLANCA U	0504A	1173	72
La Plata	CAMBIANDO JUNTOS	0504A	1174	132
La Plata	CELESTE Y BLANCA U	0504A	1174	59
La Plata	CAMBIANDO JUNTOS	0504A	1175	134
La Plata	CELESTE Y BLANCA U	0504A	1175	57
La Plata	CAMBIANDO JUNTOS	0504A	1176	121
La Plata	CELESTE Y BLANCA U	0504A	1176	71
La Plata	CAMBIANDO JUNTOS	0504A	1177	136
La Plata	CELESTE Y BLANCA U	0504A	1177	49
La Plata	CAMBIANDO JUNTOS	0504A	1178	107
La Plata	CELESTE Y BLANCA U	0504A	1178	75
La Plata	CAMBIANDO JUNTOS	0504A	1179	123
La Plata	CELESTE Y BLANCA U	0504A	1179	74
La Plata	CAMBIANDO JUNTOS	0504A	1180	137
La Plata	CELESTE Y BLANCA U	0504A	1180	72
La Plata	CAMBIANDO JUNTOS	0504A	1181	156
La Plata	CELESTE Y BLANCA U	0504A	1181	52
La Plata	CAMBIANDO JUNTOS	0504A	1182	112
La Plata	CELESTE Y BLANCA U	0504A	1182	80
La Plata	CAMBIANDO JUNTOS	0504A	1183	131
La Plata	CELESTE Y BLANCA U	0504A	1183	68
La Plata	CAMBIANDO JUNTOS	0504A	1184	125
La Plata	CELESTE Y BLANCA U	0504A	1184	67
La Plata	CAMBIANDO JUNTOS	0504A	1185	145
La Plata	CELESTE Y BLANCA U	0504A	1185	58
