datetime,latitude,longitude
2018-09-07 17:57:57,40.4193983,-3.7003243
2018-09-07 18:04:31,40.4194221,-3.7002823
2018-09-07 18:07:11,40.4194208,-3.7002909
2018-09-07 18:41:31,40.4193902,-3.7003363
2018-09-07 18:41:51,40.4193981,-3.7003252
2018-09-07 18:42:11,40.4193981,-3.700326
2018-09-07 19:06:38,40.4193944,-3.7002971
2018-09-07 20:02:43,40.419482,-3.7005997
2018-09-07 22:01:23,40.4194206,-3.7002902
2018-09-07 22:02:09,40.4194092,-3.7003247
2018-09-07 22:06:54,40.4194094,-3.7003251
2018-09-07 22:08:09,40.4193781,-3.7003701
2018-09-07 22:18:32,40.4193979,-3.7003263
2018-09-07 22:20:52,40.4193732,-3.7002909
2018-09-07 22:24:16,40.4193885,-3.7003363
2018-09-08 00:31:16,40.419376,-3.7002769
2018-09-08 00:33:02,40.4194071,-3.7003269
2018-09-08 00:39:06,40.4193875,-3.7003388
2018-09-08 06:13:19,40.4194266,-3.7002894
2018-09-08 06:30:06,40.4193846,-3.7002663
2018-09-08 07:16:53,40.4194211,-3.7002882
2018-09-08 07:17:56,40.419389,-3.7003506
2018-09-08 07:24:13,40.4193893,-3.7003388
2018-09-08 07:26:19,40.4193859,-3.7002788
2018-09-08 07:28:19,40.4193943,-3.7002968
2018-09-08 07:30:37,40.4194091,-3.7002963
2018-09-08 07:32:20,40.4194276,-3.700278
2018-09-08 07:34:20,40.4193723,-3.7003629
2018-09-08 07:58:09,40.4193939,-3.7003521
2018-09-08 07:58:39,40.41939,-3.7003367
2018-09-08 07:59:09,40.4193903,-3.7003373
2018-09-08 08:00:03,40.4193905,-3.7003368
2018-09-08 08:00:13,40.4194169,-3.7003142
2018-09-08 08:00:29,40.4194052,-3.7003198
2018-09-08 08:06:54,40.4194203,-3.7002894
2018-09-08 08:07:27,40.4193639,-3.7003551
2018-09-08 08:10:04,40.4194196,-3.7002962
2018-09-08 08:12:06,40.41942,-3.7003086
2018-09-08 08:15:11,40.4193907,-3.7003363
2018-09-08 08:15:26,40.4194097,-3.7003247
2018-09-08 08:20:13,40.4193465,-3.7003269
2018-09-08 08:24:10,40.4194067,-3.7002921
2018-09-08 08:24:33,40.4194198,-3.7002923
2018-09-08 08:24:53,40.4194204,-3.7002917
2018-09-08 08:25:10,40.4194202,-3.7002925
2018-09-08 08:25:28,40.4194202,-3.7002924
2018-09-08 08:25:45,40.4194095,-3.7003081
2018-09-08 08:26:05,40.4194193,-3.7002934
2018-09-08 08:26:40,40.4194206,-3.7003031
2018-09-08 08:28:31,40.4194159,-3.700313
2018-09-08 08:28:52,40.4194209,-3.7003024
2018-09-08 08:29:08,40.4194205,-3.7002922
2018-09-08 08:34:15,40.4193977,-3.7003252
2018-09-08 09:20:00,40.4204555,-3.7014841
2018-09-08 09:24:38,40.4204555,-3.7014841
2018-09-08 09:25:40,40.4204555,-3.7014841
2018-09-08 09:28:28,40.4204274,-3.7014889
2018-09-08 09:28:44,40.4204447,-3.7014918
2018-09-08 09:29:16,40.4201918,-3.7015981
2018-09-08 09:30:12,40.4202275,-3.7015792
2018-09-08 09:31:12,40.4204184,-3.7017289
2018-09-08 09:31:32,40.4202653,-3.7016457
2018-09-08 09:32:32,40.4201626,-3.7016961
2018-09-08 09:35:11,40.4200865,-3.7019779
2018-09-08 09:35:45,40.4200863,-3.7019836
2018-09-08 10:35:48,40.420095,-3.7018729
2018-09-08 10:38:44,40.4204795,-3.7017596
2018-09-08 10:41:56,40.4204587,-3.701711
2018-09-08 10:42:36,40.4204539,-3.7018532
2018-09-08 10:43:37,40.4204193,-3.7018565
2018-09-08 10:44:38,40.4204415,-3.7018607
2018-09-08 10:45:38,40.4204581,-3.7016936
2018-09-08 10:47:38,40.4204921,-3.7017348
2018-09-08 10:49:38,40.4204555,-3.7017132
2018-09-08 10:51:17,40.4204559,-3.7017027
2018-09-08 10:53:23,40.420455,-3.7016797
