fecha	carrera
02-09-1996	Ingeniería Eléctrica
15-05-1995	Ingeniería Industrial
10-07-1998	Ingeniería Industrial
24-06-2013	Ingeniería en Petróleo
09-06-2005	Ingeniería Mecánica
02-07-1996	Ingeniería Industrial
03-07-2015	Ingeniería Industrial
31-05-1996	Ingeniería Industrial
20-04-1989	Ingeniería Electrónica
24-02-1998	Ingeniería Mecánica
01-05-1979	Licenciatura en Oceanografía
28-08-1986	Ingeniería Electrónica
18-05-2011	Ingeniería Electrónica
24-05-2004	Ingeniería Industrial
25-10-2010	Ingeniería en Informática
30-04-2010	Ingeniería Industrial
04-08-1990	Ingeniería Electrónica
01-12-1972	Ingeniería Industrial
27-08-2010	Ingeniería Industrial
05-07-2002	Ingeniería Industrial
05-07-1996	Ingeniería Industrial
21-07-1990	Ingeniería Mecánica
13-08-2014	Ingeniería en Informática
13-08-2010	Ingeniería Electrónica
20-12-2008	Ingeniería Industrial
22-09-2009	Ingeniería Química
01-12-1980	Ingeniería Electrónica
08-06-2000	Ingeniería Industrial
01-11-1982	Ingeniería Química
10-08-2015	Ingeniería Química
01-03-1977	Ingeniería Electrónica
18-12-2007	Ingeniería Industrial
30-08-2012	Ingeniería Industrial
01-09-2005	Ingeniería Industrial
14-03-2007	Ingeniería en Informática
01-11-1982	Ingeniería Química
19-07-1995	Ingeniería en Petróleo
22-09-2009	Ingeniería Electrónica
30-12-2014	Ingeniería Industrial
19-02-1992	Ingeniería Industrial
18-06-1999	Ingeniería Industrial
25-04-2008	Ingeniería Industrial
22-07-1996	Ingeniería Industrial
06-07-1992	Ingeniería Electrónica
03-09-2007	Ingeniería Electrónica
11-07-2006	Ingeniería en Informática
01-02-2016	Ingeniería Industrial
21-08-1996	Ingeniería Electrónica
09-08-2005	Ingeniería en Petróleo
14-02-2011	Lic.en Administración y Sistemas
01-03-1982	Ingeniería Electrónica
26-03-1990	Ingeniería Naval
15-09-2016	Ingeniería Industrial
20-12-2013	Ingeniería Industrial
25-08-2008	Ingeniería Industrial
31-08-2010	Ingeniería Electrónica
30-05-2013	Ingeniería Industrial
22-04-1993	Ingeniería Industrial
18-12-2014	Ingeniería Industrial
22-07-1993	Ingeniería Industrial
02-05-1996	Ingeniería Industrial
14-08-2015	Ingeniería Industrial
01-05-1992	Ingeniería Naval
22-12-1993	Ingeniería Industrial
05-05-1989	Ingeniería Industrial
20-12-2002	Ingeniería en Informática
11-09-2007	Ingeniería Electrónica
28-03-2001	Ingeniería Industrial
01-12-1981	Ingeniería Industrial
01-12-1981	Ingeniería Mecánica
27-07-2001	Ingeniería Industrial
23-07-2008	Ingeniería Industrial
13-02-2001	Ingeniería Industrial
20-12-1991	Ingeniería Electrónica
10-06-1998	Ingeniería Industrial
06-08-1997	Ingeniería Electrónica
15-04-2016	Ingeniería Industrial
24-06-1994	Ingeniería Industrial
01-03-1966	Ingeniería Electrónica
13-10-2011	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
30-07-2012	Ingeniería en Petróleo
12-12-2011	Ingeniería Mecánica
30-08-2005	Ingeniería Industrial
19-04-1995	Ingeniería Naval
10-08-1995	Ingeniería Electrónica
01-12-1968	Ingeniería Electrónica
23-06-2014	Ingeniería Electrónica
06-11-2015	Ingeniería Industrial
10-08-1989	Ingeniería Naval
19-07-1989	Ingeniería Mecánica
05-09-1984	Ingeniería Mecánica
20-06-1997	Ingeniería Industrial
15-08-2009	Ingeniería Industrial
23-08-2012	Ingeniería Industrial
04-08-2014	Ingeniería en Informática
17-04-1995	Ingeniería Industrial
03-08-1999	Ingeniería en Petróleo
08-02-1996	Ingeniería Industrial
17-07-1996	Ingeniería Industrial
01-06-1992	Licenciatura en Informática
02-12-1986	Licenciatura en Análisis de Sistemas
04-12-2015	Ingeniería Industrial
22-05-1998	Ingeniería Industrial
01-06-1994	Ingeniería Mecánica
21-12-1995	Ingeniería Industrial
29-06-1994	Ingeniería Industrial
17-07-2002	Ingeniería Industrial
15-07-2015	Ingeniería Industrial
21-08-2013	Ingeniería Industrial
14-02-2006	Ingeniería Química
31-07-2015	Ingeniería Industrial
19-12-2002	Ingeniería Industrial
13-10-1992	Ingeniería Electrónica
07-08-2013	Ingeniería Industrial
27-02-2014	Ingeniería Mecánica
17-07-2000	Ingeniería Industrial
09-03-1992	Ingeniería Química
21-07-2006	Ingeniería Industrial
01-08-2011	Ingeniería Industrial
17-12-2003	Ingeniería Mecánica
15-07-1987	Ingeniería Química
07-04-1993	Ingeniería Industrial
06-03-2002	Ingeniería en Informática
15-07-2003	Ingeniería Industrial
18-07-2001	Ingeniería Electrónica
27-12-1988	Ingeniería Electrónica
30-04-2014	Ingeniería Industrial
17-07-1993	Ingeniería Electrónica
27-11-2009	Ingeniería Industrial
12-05-1994	Ingeniería Industrial
11-12-2015	Lic.en Administración y Sistemas
01-12-1979	Ingeniería Electrónica
27-07-1999	Ingeniería Industrial
26-12-2000	Ingeniería Mecánica
01-03-1981	Ingeniería Industrial
12-06-1985	Ingeniería Industrial
20-05-2014	Ingeniería Mecánica
02-12-1986	Licenciatura en Análisis de Sistemas
17-03-1999	Ingeniería Mecánica
19-12-2012	Ingeniería Industrial
01-12-1972	Ingeniería Industrial
21-12-1995	Ingeniería Industrial
14-08-1998	Ingeniería Química
20-12-2000	Ingeniería Industrial
09-03-1999	Ingeniería Industrial
30-07-1997	Ingeniería Electrónica
18-12-2012	Ingeniería Industrial
01-09-1982	Ingeniería Industrial
16-07-1998	Ingeniería Electrónica
21-12-2009	Ingeniería Industrial
14-08-2014	Ingeniería Industrial
01-09-2005	Ingeniería Industrial
21-08-2009	Ingeniería Industrial
05-08-2003	Ingeniería Industrial
18-07-2005	Ingeniería Mecánica
18-02-2010	Ingeniería en Petróleo
09-12-2015	Ingeniería Industrial
08-07-1993	Ingeniería Industrial
18-02-2008	Ingeniería Química
02-08-2004	Ingeniería Industrial
04-09-2006	Ingeniería en Petróleo
20-07-2016	Ingeniería en Informática
19-07-1995	Ingeniería Industrial
21-12-1993	Ingeniería Industrial
22-08-2012	Lic.en Administración y Sistemas
08-10-1992	Ingeniería Naval
01-09-1997	Ingeniería Industrial
11-09-2007	Ingeniería Mecánica
13-02-2007	Ingeniería Industrial
23-08-2013	Ingeniería en Petróleo
27-03-1995	Ingeniería en Petróleo
22-12-1986	Ingeniería Electrónica
24-05-2012	Ingeniería Industrial
19-07-1994	Ingeniería en Petróleo
22-12-1998	Ingeniería Industrial
28-06-1988	Ingeniería Industrial
01-07-1979	Licenciatura en Oceanografía
07-04-1993	Ingeniería Electrónica
25-04-1989	Ingeniería Industrial
28-12-2007	Ingeniería Industrial
01-07-1976	Ingeniería Industrial
14-03-1994	Ingeniería Mecánica
01-08-1995	Ingeniería Naval
23-07-1999	Ingeniería Industrial
01-12-1968	Ingeniería Electrónica
16-02-1993	Ingeniería Industrial
16-04-2015	Ingeniería Industrial
19-07-2013	Lic.en Administración y Sistemas
22-11-1991	Ingeniería Electrónica
30-07-1997	Ingeniería Electrónica
16-06-2004	Ingeniería en Informática
13-07-1984	Ingeniería Industrial
01-07-1984	Ingeniería Mecánica
11-09-2007	Ingeniería Mecánica
27-02-2014	Ingeniería Industrial
01-12-1970	Ingeniería Electrónica
01-12-1978	Ingeniería Electrónica
31-08-2012	Ingeniería Industrial
11-05-2015	Ingeniería Mecánica
22-10-2010	Ingeniería en Informática
16-12-2011	Ingeniería Industrial
03-08-2015	Ingeniería en Petróleo
01-12-1982	Ingeniería Naval
01-04-1986	Ingeniería Química
07-04-1993	Ingeniería Electrónica
01-07-2005	Ingeniería Química
21-06-1996	Ingeniería Industrial
27-07-1999	Ingeniería Industrial
16-04-1973	Licenciatura en Hidrografía
30-07-1997	Ingeniería Electrónica
01-04-1982	Ingeniería Mecánica
29-12-1997	Ingeniería Química
19-07-1993	Ingeniería Electrónica
22-07-1993	Ingeniería Industrial
23-02-2012	Ingeniería Industrial
02-08-1996	Ingeniería Industrial
18-12-2009	Lic.en Administración y Sistemas
13-03-1992	Ingeniería Industrial
01-03-1969	Ingeniería en Armas
02-05-1996	Ingeniería Industrial
07-02-2014	Ingeniería en Petróleo
14-05-2004	Ingeniería Mecánica
14-07-2003	Ingeniería Electrónica
22-02-2013	Lic.en Administración y Sistemas
29-06-1999	Ingeniería Industrial
18-08-2015	Ingeniería Mecánica
11-05-2001	Ingeniería Industrial
01-09-2005	Ingeniería Industrial
20-12-2011	Lic.en Administración y Sistemas
22-12-2008	Lic.en Administración y Sistemas
15-12-2015	Lic.en Administración y Sistemas
01-04-1968	Ingeniería Metalúrgica
03-06-2015	Ingeniería Electrónica
01-09-1976	Ingeniería Electrónica
29-06-1994	Ingeniería Electrónica
24-05-1994	Ingeniería Industrial
21-06-2011	Ingeniería en Petróleo
01-07-1972	Ingeniería Industrial
01-07-1980	Ingeniería Naval
04-03-2015	Ingeniería en Petróleo
28-07-2014	Ingeniería Industrial
17-05-2001	Ingeniería Industrial
29-08-2008	Ingeniería Electrónica
10-10-1997	Ingeniería Industrial
12-07-2010	Ingeniería Electrónica
10-08-2010	Ingeniería Química
08-07-1997	Ingeniería Industrial
23-12-2010	Ingeniería Industrial
21-04-2014	Ingeniería Química
22-12-2014	Ingeniería Electrónica
01-05-1984	Ingeniería Industrial
09-12-2015	Ingeniería Industrial
20-02-2007	Ingeniería Química
28-11-2006	Ingeniería Industrial
21-12-2009	Ingeniería Industrial
07-11-1996	Ingeniería en Petróleo
13-04-2007	Ingeniería Industrial
31-07-2015	Ingeniería Industrial
19-10-2009	Ingeniería Industrial
28-08-2009	Lic.en Administración y Sistemas
25-02-1992	Ingeniería Industrial
01-08-2008	Ingeniería Electrónica
14-03-2007	Ingeniería Electrónica
20-12-2000	Ingeniería Industrial
05-09-2003	Ingeniería Industrial
16-08-2000	Ingeniería Industrial
06-05-2004	Ingeniería Industrial
17-07-2015	Ingeniería Química
12-09-2014	Ingeniería Industrial
06-09-2016	Ingeniería en Informática
31-08-2010	Ingeniería en Informática
01-12-1969	Ingeniería Electrónica
14-04-2000	Ingeniería Electrónica
19-08-2014	Ingeniería Electrónica
30-04-2015	Ingeniería Mecánica
04-05-1992	Ingeniería Industrial
06-08-1992	Ingeniería Industrial
03-08-2016	Ingeniería en Informática
30-04-2001	Ingeniería en Informática
02-06-2005	Ingeniería Industrial
04-04-2006	Ingeniería Industrial
16-12-1996	Ingeniería Industrial
09-12-1986	Ingeniería Industrial
06-07-2001	Ingeniería Química
01-12-1974	Licenciatura en Oceanografía
15-08-2007	Ingeniería Industrial
10-07-1998	Ingeniería Industrial
03-05-2016	Ingeniería Industrial
01-09-1981	Ingeniería Electrónica
29-08-2000	Ingeniería Industrial
01-08-1981	Ingeniería Naval
06-08-1997	Ingeniería Electrónica
15-08-2014	Ingeniería Industrial
16-04-2009	Ingeniería Industrial
20-08-1999	Ingeniería Química
17-02-2014	Ingeniería Electrónica
08-07-1994	Ingeniería Naval
05-08-2003	Ingeniería Industrial
27-08-2002	Ingeniería Electrónica
15-08-2014	Ingeniería Industrial
01-02-1978	Ingeniería Naval
01-04-1981	Ingeniería Química
10-06-2003	Ingeniería Química
28-08-2009	Lic.en Administración y Sistemas
03-07-1997	Ingeniería Industrial
22-12-1993	Ingeniería Industrial
19-08-2014	Ingeniería Electrónica
29-08-2008	Ingeniería Industrial
18-03-2010	Ingeniería Industrial
14-12-1988	Ingeniería Eléctrica
05-12-1986	Ingeniería Mecánica
29-08-2012	Ingeniería Química
01-12-1982	Ingeniería Industrial
23-02-2001	Ingeniería Electrónica
31-07-2015	Ingeniería Industrial
20-12-2010	Lic.en Administración y Sistemas
15-08-2001	Ingeniería en Petróleo
01-12-1976	Ingeniería Industrial
01-12-1976	Ingeniería Mecánica
24-07-1985	Ingeniería Industrial
20-05-2002	Ingeniería en Informática
16-03-2004	Ingeniería Mecánica
31-08-2012	Ingeniería Industrial
28-08-2009	Ingeniería Industrial
01-12-1970	Ingeniería Industrial
17-12-1990	Ingeniería Industrial
28-12-2007	Ingeniería Industrial
03-07-1997	Ingeniería Industrial
23-12-1992	Ingeniería Industrial
15-04-1996	Ingeniería Electrónica
02-08-2012	Ingeniería Industrial
19-06-2002	Ingeniería Mecánica
18-01-1984	Ingeniería Electrónica
11-07-1995	Ingeniería Química
02-12-1986	Licenciatura en Análisis de Sistemas
14-06-2002	Ingeniería Electrónica
01-12-1972	Licenciatura en Oceanografía
21-03-1994	Ingeniería en Petróleo
13-07-1999	Ingeniería Industrial
18-07-2006	Ingeniería Industrial
07-04-1993	Ingeniería Industrial
30-04-2013	Lic.en Administración y Sistemas
21-07-2006	Ingeniería Industrial
26-02-1987	Ingeniería Industrial
12-06-1998	Ingeniería Industrial
05-09-2012	Ingeniería Industrial
21-10-2008	Ingeniería Industrial
28-03-2012	Ingeniería Industrial
15-07-1994	Ingeniería Electrónica
16-08-2000	Ingeniería Industrial
05-06-2007	Ingeniería Industrial
05-02-2007	Ingeniería Industrial
24-05-2012	Ingeniería Industrial
21-06-1996	Ingeniería Mecánica
11-09-2007	Ingeniería Mecánica
01-12-1976	Ingeniería Industrial
01-07-1977	Ingeniería Mecánica
01-12-1974	Ingeniería Industrial
01-04-1966	Ingeniería Industrial
06-08-1992	Ingeniería Industrial
13-08-2003	Ingeniería Industrial
21-02-2008	Ingeniería en Informática
26-06-2012	Ingeniería Electrónica
13-02-2015	Ingeniería Industrial
09-04-2015	Ingeniería Industrial
01-09-1981	Ingeniería Mecánica
16-02-1993	Ingeniería Mecánica
08-08-2012	Ingeniería Industrial
24-06-1994	Ingeniería Industrial
01-07-1984	Ingeniería en Armas
29-08-2013	Ingeniería Industrial
16-06-2016	Ingeniería Industrial
03-06-2015	Ingeniería Electrónica
11-09-2013	Ingeniería en Informática
27-08-2013	Ingeniería Electrónica
19-07-1994	Ingeniería Industrial
11-03-2016	Ingeniería en Petróleo
06-03-1985	Ingeniería en Armas
02-12-1986	Licenciatura en Análisis de Sistemas
11-08-2004	Ingeniería Electrónica
22-07-1998	Ingeniería en Informática
09-05-2014	Ingeniería Industrial
11-03-1993	Ingeniería Electrónica
01-05-1976	Ingeniería Industrial
12-07-2002	Ingeniería Industrial
21-05-1984	Ingeniería Industrial
21-05-1984	Ingeniería Mecánica
18-08-2011	Ingeniería Industrial
29-08-2008	Ingeniería Electrónica
04-08-1998	Ingeniería en Informática
17-12-2003	Ingeniería Industrial
13-02-2007	Lic.en Administración y Sistemas
30-07-1997	Ingeniería Electrónica
26-07-2001	Ingeniería Química
24-02-2014	Ingeniería Industrial
05-05-1985	Ingeniería Eléctrica
15-08-2007	Ingeniería Electrónica
21-08-2009	Ingeniería Química
29-08-2009	Ingeniería en Informática
20-12-2012	Ingeniería Industrial
16-12-2015	Lic.en Administración y Sistemas
04-07-2007	Ingeniería Química
27-07-2011	Ingeniería en Informática
28-08-2012	Ingeniería Industrial
22-02-2002	Ingeniería en Petróleo
01-12-1975	Ingeniería Industrial
27-12-2012	Ingeniería Industrial
17-02-2004	Ingeniería Industrial
29-06-2000	Ingeniería Industrial
01-09-1982	Ingeniería Química
27-03-2003	Ingeniería Industrial
02-09-2013	Ingeniería Industrial
02-08-2012	Ingeniería Industrial
14-12-2009	Lic.en Administración y Sistemas
01-06-1983	Ingeniería Electrónica
27-07-2004	Ingeniería Industrial
10-03-2011	Lic.en Administración y Sistemas
06-09-1988	Licenciatura en Análisis de Sistemas
31-08-2004	Ingeniería Industrial
16-06-1993	Ingeniería Electrónica
01-03-1966	Licenciatura en Oceanografía
23-12-1993	Ingeniería Electrónica
05-10-2011	Ingeniería Industrial
24-05-2000	Ingeniería Química
01-06-2001	Ingeniería Industrial
06-08-1996	Ingeniería Electrónica
03-08-1999	Ingeniería Industrial
30-07-1997	Ingeniería Electrónica
25-07-2014	Ingeniería Electrónica
10-08-1998	Ingeniería Mecánica
31-07-2002	Ingeniería Electrónica
23-04-2004	Ingeniería en Informática
11-03-2015	Ingeniería Eléctrica
31-05-1996	Ingeniería Industrial
22-07-1995	Ingeniería Industrial
25-08-1999	Ingeniería Industrial
14-08-1990	Ingeniería Química
20-03-2000	Ingeniería en Informática
15-08-2009	Ingeniería Industrial
18-08-2015	Ingeniería en Petróleo
01-12-1968	Ingeniería Industrial
01-07-1968	Ingeniería Electrónica
17-07-1992	Ingeniería Electrónica
15-08-1997	Ingeniería Electrónica
26-07-2013	Ingeniería Química
26-12-1989	Ingeniería Electrónica
02-12-1986	Licenciatura en Análisis de Sistemas
29-07-2005	Ingeniería Industrial
27-03-1985	Ingeniería Industrial
24-02-1989	Ingeniería Industrial
08-05-2000	Ingeniería Industrial
19-07-1993	Ingeniería Industrial
19-07-1993	Ingeniería Mecánica
26-07-1989	Ingeniería Industrial
28-12-1992	Ingeniería Industrial
03-08-2016	Ingeniería en Informática
01-12-1968	Ingeniería Industrial
13-06-2011	Ingeniería Industrial
19-02-1993	Ingeniería Mecánica
25-04-2002	Ingeniería Industrial
08-03-1984	Ingeniería Industrial
15-05-1992	Ingeniería Mecánica
06-05-2004	Ingeniería Industrial
11-08-2008	Ingeniería en Petróleo
21-07-2004	Ingeniería Química
04-08-1987	Ingeniería Industrial
06-06-2014	Ingeniería Industrial
16-12-2015	Lic.en Administración y Sistemas
17-07-2012	Ingeniería Química
18-02-1992	Ingeniería Industrial
03-03-1998	Ingeniería en Petróleo
10-01-2012	Ingeniería en Informática
02-06-2005	Ingeniería Industrial
31-07-2002	Ingeniería Industrial
12-02-1998	Ingeniería Naval
17-07-2014	Lic.en Administración y Sistemas
10-03-2006	Ingeniería en Petróleo
08-07-1997	Ingeniería Industrial
16-07-2010	Ingeniería en Informática
09-08-2004	Ingeniería Industrial
01-12-1978	Ingeniería Naval
27-08-2012	Ingeniería Industrial
23-06-1999	Ingeniería Industrial
30-08-2011	Ingeniería en Informática
01-07-1983	Ingeniería Industrial
18-02-2010	Ingeniería en Petróleo
18-05-2009	Ingeniería Mecánica
01-07-1983	Ingeniería Electrónica
28-07-2006	Ingeniería Química
10-07-1993	Ingeniería Electrónica
20-12-1989	Ingeniería Electrónica
02-03-2015	Ingeniería Química
19-07-2002	Ingeniería en Informática
20-12-2013	Lic.en Administración y Sistemas
13-08-2012	Ingeniería Industrial
16-07-2013	Ingeniería Química
23-07-2015	Ingeniería en Petróleo
11-07-2002	Ingeniería Industrial
18-12-2009	Lic.en Administración y Sistemas
16-03-2004	Ingeniería Industrial
19-08-2008	Ingeniería Química
20-12-2013	Ingeniería Industrial
18-10-2010	Ingeniería en Informática
11-07-1995	Ingeniería Química
01-04-1966	Ingeniería Industrial
01-07-1988	Licenciatura en Oceanografía
28-08-2009	Ingeniería Electrónica
03-08-2006	Ingeniería Industrial
25-08-1995	Licenciatura en Oceanografía
26-12-2002	Ingeniería Química
01-12-1970	Ingeniería Electrónica
19-02-2014	Ingeniería Industrial
19-07-1991	Licenciatura en Informática
22-07-1993	Ingeniería Industrial
28-08-2009	Ingeniería Electrónica
28-04-2015	Ingeniería Industrial
03-08-2000	Ingeniería Industrial
22-09-2004	Ingeniería Industrial
12-12-1985	Ingeniería Mecánica
31-07-2002	Ingeniería en Informática
10-07-2015	Ingeniería Industrial
25-10-2010	Ingeniería en Informática
20-12-1991	Ingeniería Industrial
10-08-1995	Ingeniería Electrónica
