Año	Camara	Categoria	Cuestion provincial	Dimension	Duracion de sesion	Fecha	Jefe de Gabinete	Jefe de bloque	Legislador Oficialista/opositor	Legislador/a	Número de registros	Partido del legislador	Pregunta N º	Pregunta respondida/no respondida	Provincia del legislador	Sesion	Tema pregunta
2016	Diputados	Trabajo y Empleo	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Incicco, Lucas Ciriaco	1	Union PRO	1	Si	Santa Fe	73	Empleo
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Amadeo, Eduardo Pablo	1	Union PRO	2	Si	Buenos Aires	73	Pobreza y desigualdad
2016	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Olivares, Hector	1	Union PRO	3	Si	La Rioja	73	Impuestos
2016	Diputados	Infraestructura	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Martinez, Silvia Alejandra	1	Union PRO	4	Si	Buenos Aires	73	Obras publicas
2016	Diputados	Infraestructura	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Barletta, Mario Domingo	1	Union PRO	5	Si	Santa Fe	73	Obras publicas
2016	Diputados	Infraestructura	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Barletta, Mario Domingo	1	Union PRO	6	Si	Santa Fe	73	Obras publicas
2016	Diputados	Servicios Publicos	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Acerenza, Samanta	1	Union PRO	7	Si	Buenos Aires	73	Tarifas
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Vega, Maria Clara Del Valle	1	Union PRO	8	Si	La Rioja	73	Economias regionales
2016	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Torroba, Francisco Javier	1	Union PRO	9	Si	La Pampa	73	Sistema penitenciario
2016	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Massot, Nicolas Maria	Oficialista	Massot, Nicolas Maria	1	Union PRO	10	Si	Cordoba	73	Federalismo fiscal
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Recalde, Hector	1	FPV	11	Si	Buenos Aires	73	Proteccion social
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Recalde, Hector	1	FPV	12	Si	Buenos Aires	73	Proteccion social
2016	Diputados	Trabajo y Empleo	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cleri, Marcos	1	FPV	13	Si	Santa Fe	73	Empleo
2016	Diputados	Comunicaciones	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cleri, Marcos	1	FPV	14	Si	Santa Fe	73	Medios de comunicacion
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cleri, Marcos	1	FPV	15	Si	Santa Fe	73	Proteccion social
2016	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cleri, Marcos	1	FPV	16	Si	Santa Fe	73	Federalismo fiscal
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cleri, Marcos	1	FPV	17	Si	Santa Fe	73	Deuda
2016	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cleri, Marcos	1	FPV	18	Si	Santa Fe	73	Reformas en administracion judicial
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cleri, Marcos	1	FPV	19	Si	Santa Fe	73	Inteligencia
2016	Diputados	Energia y Mineria	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Pedrini, Juan Manuel	1	FPV	20	Si	Chaco	73	Gas
2016	Diputados	Energia y Mineria	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Pedrini, Juan Manuel	1	FPV	21	Si	Chaco	73	Gas
2016	Diputados	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Pedrini, Juan Manuel	1	FPV	22	Si	Chaco	73	Federalismo fiscal
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Solanas, Julio	1	FPV	23	Si	Entre Rios	73	Inundaciones
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Solanas, Julio	1	FPV	24	Si	Entre Rios	73	Sistema previsional
2016	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Solanas, Julio	1	FPV	25	No	Entre Rios	73	Transporte ferroviario
2016	Diputados	Economia y Finanzas	Si	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Solanas, Julio	1	FPV	26	Si	Entre Rios	73	Economias regionales
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Pereyra, Juan Manuel	1	FPV	27	Si	Cordoba	73	Economias regionales
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Pereyra, Juan Manuel	1	FPV	28	Si	Cordoba	73	INDEC
2016	Diputados		No		457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Pereyra, Juan Manuel	1	FPV	29	No	Cordoba	73	por que incumplieron promesas de campaña?
2016	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Gallardo, Miriam Graciela	1	FPV	30	Si	Tucuman	73	Salud
2016	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Mendoza, Sandra	1	FPV	31	Si	Chaco	73	Obras publicas
2016	Diputados	Gobierno y Administracion Publica	Si	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Mendoza, Sandra	1	FPV	32	Si	Chaco	73	Presupuesto
2016	Diputados	Inversion y Produccion	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Alvarez Rodriguez, Maria Cristina	1	FPV	33	Si	Buenos Aires	73	Pymes
2016	Diputados	Inversion y Produccion	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Alvarez Rodriguez, Maria Cristina	1	FPV	34	Si	Buenos Aires	73	Pymes
2016	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Alvarez Rodriguez, Maria Cristina	1	FPV	35	Si	Buenos Aires	73	Escuelas y universidades
2016	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Alvarez Rodriguez, Maria Cristina	1	FPV	36	Si	Buenos Aires	73	Obras publicas
2016	Diputados	Inversion y Produccion	Si	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Rodriguez, Matias David	1	FPV	37	Si	Tierra del Fuego	73	Industria
2016	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Grana, Adrian	1	FPV	38	Si	Buenos Aires	73	PAMI
2016	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Ferreyra, Araceli	1	FPV	39	Si	Corrientes	73	Administracion judicial
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Ferreyra, Araceli	1	FPV	40	Si	Corrientes	73	Pobreza y desigualdad
2016	Diputados	Trabajo y Empleo	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Ferreyra, Araceli	1	FPV	41	Si	Corrientes	73	Empleo
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cabandie, Juan	1	FPV	42	Si	Ciudad Autonoma de Buenos Aires	73	Sistema financiero
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cabandie, Juan	1	FPV	43	Si	Ciudad Autonoma de Buenos Aires	73	Seguridad
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cabandie, Juan	1	FPV	44	Si	Ciudad Autonoma de Buenos Aires	73	Fuerzas de seguridad
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cabandie, Juan	1	FPV	45	No	Ciudad Autonoma de Buenos Aires	73	Relacion PE-PL
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Cabandie, Juan	1	FPV	46	Si	Ciudad Autonoma de Buenos Aires	73	Relacion PE-PL
2016	Diputados	Servicios Publicos	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Ciampini, Jose Alberto	1	FPV	47	Si	Neuquen	73	Tarifas
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Ciampini, Jose Alberto	1	FPV	48	Si	Neuquen	73	Inflacion
2016	Diputados	Energia y Mineria	Si	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Bardeggia, Luis Maria	1	FPV	49	Si	Rio Negro	73	Energia
2016	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Bardeggia, Luis Maria	1	FPV	50	Si	Rio Negro	73	Salud
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Tailhade, Luis Rodolfo	1	FPV	51	Si	Buenos Aires	73	Etica publica
2016	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Martinez, Norman Dario	1	FPV	52	Si	Neuquen	73	Administracion judicial
2016	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Martinez, Norman Dario	1	FPV	53	Si	Neuquen	73	Fiscalizacion
2016	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Gioja, Jose Luis	1	FPV	54	Si	San Juan	73	Federalismo fiscal
2016	Diputados	Politica Exterior	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Gioja, Jose Luis	1	FPV	55	Si	San Juan	73	Relaciones exteriores
2016	Diputados	Trabajo y Empleo	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Gioja, Jose Luis	1	FPV	56	Si	San Juan	73	Empleo
2016	Diputados	Inversion y Produccion	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Furlan, Francisco Abel	1	FPV	57	Si	Buenos Aires	73	Industria
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Garre, Nilda	1	FPV	58	Si	Ciudad Autonoma de Buenos Aires	73	Defensa
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Garre, Nilda	1	FPV	59	Si	Ciudad Autonoma de Buenos Aires	73	Defensa
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Garre, Nilda	1	FPV	60	Si	Ciudad Autonoma de Buenos Aires	73	Inteligencia
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Ruiz Aragon, Jose Arnaldo	1	FPV	61	Si	Corrientes	73	Inundaciones
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Ruiz Aragon, Jose Arnaldo	1	FPV	62	Si	Corrientes	73	Inundaciones
2016	Diputados	Servicios Publicos	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Gomez Bull, Mauricio Ricardo	1	FPV	63	Si	Santa Cruz	73	Tarifas
2016	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Gomez Bull, Mauricio Ricardo	1	FPV	64	Si	Santa Cruz	73	Deportes
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Diaz Roig, Juan Carlos	1	FPV	65	No	Formosa	73	ANSES
2016	Diputados		No		457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Diaz Roig, Juan Carlos	1	FPV	66	No	Formosa	73	valijas de vicepresidenta, en qué consistió?
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Diaz Roig, Juan Carlos	1	FPV	67	No	Formosa	73	Seguridad
2016	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Diaz Roig, Juan Carlos	1	FPV	68	Si	Formosa	73	Coparticipacion
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Recalde, Hector	Opositor	Diaz Roig, Juan Carlos	1	FPV	69	No	Formosa	73	Deuda
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Camaño, Graciela	Opositor	Camaño, Graciela	1	Federal Unidos por una Nueva Argentina	70	Si	Buenos Aires	73	Sistema financiero
2016	Diputados	Inversion y Produccion	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Camaño, Graciela	Opositor	Camaño, Graciela	1	Federal Unidos por una Nueva Argentina	71	Si	Buenos Aires	73	Pymes
2016	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Camaño, Graciela	Opositor	Camaño, Graciela	1	Federal Unidos por una Nueva Argentina	72	Si	Buenos Aires	73	Impuestos
2016	Diputados	Trabajo y Empleo	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Camaño, Graciela	Opositor	Camaño, Graciela	1	Federal Unidos por una Nueva Argentina	73	Si	Buenos Aires	73	Empleo
2016	Diputados	Economia y Finanzas	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Camaño, Graciela	Opositor	Camaño, Graciela	1	Federal Unidos por una Nueva Argentina	74	Si	Buenos Aires	73	Inflacion
2016	Diputados	Comercio y Turismo	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Sola, Felipe	1	Frente Renovador	75	Si	Buenos Aires	73	Exportaciones
2016	Diputados	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Brugge, Juan Fernando	1	Frente Renovador	76	Si	Cordoba	73	Federalismo fiscal
2016	Diputados	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Brugge, Juan Fernando	1	Frente Renovador	77	Si	Cordoba	73	Federalismo fiscal
2016	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Rossi, Blanca Araceli	1	Alianza Union por Cordoba	78	Si	Cordoba	73	Medio ambiente
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Rossi, Blanca Araceli	1	Alianza Union por Cordoba	79	Si	Cordoba	73	Defensa
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Rossi, Blanca Araceli	1	Alianza Union por Cordoba	80	Si	Cordoba	73	ANSES
2016	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Rossi, Blanca Araceli	1	Alianza Union por Cordoba	81	Si	Cordoba	73	PAMI
2016	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Rossi, Blanca Araceli	1	Alianza Union por Cordoba	82	No	Cordoba	73	Salud
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Villar Molina, Maria Ines	Opositor	Villar Molina, Maria Ines	1	Movimiento Popular Neuquino	83	Si	Neuquen	73	Relacion PE-PL
2016	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Castro Molina, Enrique Roberto	1	Compromiso Federal	84	Si	San Juan	73	Salud
2016	Diputados	Trabajo y Empleo	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Castro Molina, Enrique Roberto	1	Compromiso Federal	85	No	San Juan	73	Empleo
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Bossio, Diego Luis	1	Compromiso Federal	86	Si	Buenos Aires	73	INDEC
2016	Diputados	Habitat y Vivienda	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Ziliotto, Sergio Raul	1	Compromiso Federal	87	Si	La Pampa	73	Viviendas
2016	Diputados	Gobierno y Administracion Publica	Si	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Madera, Teresita	1	Compromiso Federal	88	Si	La Rioja	73	Plan de gobierno
2016	Diputados	Agroindustria	Si	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Snopek, Guillermo	1	Compromiso Federal	89	Si	Jujuy	73	Sector agropecuario
2016	Diputados	Energia y Mineria	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Snopek, Guillermo	1	Compromiso Federal	90	Si	Jujuy	73	Energia
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Snopek, Guillermo	1	Compromiso Federal	91	Si	Jujuy	73	Plan de gobierno
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Lusquiños, Luis Bernardo	Opositor	Romero, Oscar Alberto	1	Compromiso Federal	92	Si	Buenos Aires	73	Pobreza y desigualdad
2016	Diputados	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Masso, Federico Augusto	1	Frente Amplio Progresista (FAP)	93	Si	Tucuman	73	Federalismo fiscal
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Masso, Federico Augusto	1	Frente Amplio Progresista (FAP)	94	Si	Tucuman	73	INDEC
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Masso, Federico Augusto	1	Frente Amplio Progresista (FAP)	95	Si	Tucuman	73	Administracion publica
2016	Diputados	Energia y Mineria	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Donda Perez, Victoria Analia	1	Frente Amplio Progresista (FAP)	96	Si	Buenos Aires	73	Mineria
2016	Diputados	Infraestructura	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Donda Perez, Victoria Analia	1	Frente Amplio Progresista (FAP)	97	Si	Buenos Aires	73	Obras publicas
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Donda Perez, Victoria Analia	1	Frente Amplio Progresista (FAP)	98	Si	Buenos Aires	73	Etica publica
2016	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Troiano, Gabriela Alejandra	1	Frente Amplio Progresista (FAP)	99	Si	Buenos Aires	73	Salud
2016	Diputados	Energia y Mineria	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Troiano, Gabriela Alejandra	1	Frente Amplio Progresista (FAP)	100	Si	Buenos Aires	73	Energia
2016	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Troiano, Gabriela Alejandra	1	Frente Amplio Progresista (FAP)	101	Si	Buenos Aires	73	Administracion judicial
2016	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Troiano, Gabriela Alejandra	1	Frente Amplio Progresista (FAP)	102	Si	Buenos Aires	73	Auditoria
2016	Diputados	Transporte y Vialidad	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña		Opositor	Troiano, Gabriela Alejandra	1	Frente Amplio Progresista (FAP)	103	Si	Buenos Aires	73	Transporte ferroviario
2016	Diputados	Infraestructura	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Guistozzi, Dario	Opositor	Giustozzi, Dario	1	Frente Renovador	104	Si	Buenos Aires	73	Obras publicas
2016	Diputados	Inversion y Produccion	No	Desarrollo Economico	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Guistozzi, Dario	Opositor	Giustozzi, Dario	1	Frente Renovador	105	Si	Buenos Aires	73	Pymes
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Guistozzi, Dario	Opositor	Giustozzi, Dario	1	Frente Renovador	106	Si	Buenos Aires	73	Proteccion social
2016	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Guistozzi, Dario	Opositor	Giustozzi, Dario	1	Frente Renovador	107	Si	Buenos Aires	73	Proteccion social
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Guistozzi, Dario	Opositor	Giustozzi, Dario	1	Frente Renovador	108	Si	Buenos Aires	73	Fuerzas de seguridad
2016	Diputados	Defensa y Seguridad	No	Administracion Judicial, Defensa y Seguridad	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Guistozzi, Dario	Opositor	Giustozzi, Dario	1	Frente Renovador	109	Si	Buenos Aires	73	Fuerzas de seguridad
2016	Diputados	Transporte y Vialidad	No	Infraestructura, Vivienda y Transporte	457	Wed Apr 27 00:00:00 ART 2016	Marcos Peña	Guistozzi, Dario	Opositor	Giustozzi, Dario	1	Frente Renovador	110	Si	Buenos Aires	73	Sistema vial
