Año	Camara	Categoria	Cuestion provincial	Dimension	Duracion de sesion	Fecha	Jefe de Gabinete	Jefe de bloque	Legislador Oficialista/opositor	Legislador/a	Número de registros	Partido del legislador	Pregunta N º	Pregunta respondida/no respondida	Provincia del legislador	Sesion	Tema pregunta
2017	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Gallardo, Miriam Graciela	1	FPV	43	No	Tucuman	79	PAMI
2017	Diputados	Comunicaciones	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Gallardo, Miriam Graciela	1	FPV	44	No	Tucuman	79	Publicidad
2017	Diputados	Ciencia, Investigacion y Desarrollo Tecnologico	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Castro, Sandra Daniela	1	FPV	45	Si	San Juan	79	Ciencia e investigacion
2017	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Pereyra, Juan Manuel	1	FPV	46	Si	Cordoba	79	Salud
2017	Diputados	Habitat y Vivienda	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lotto, Ines Beatriz	1	FPV	47	No	Formosa	79	Viviendas
2017	Diputados	Habitat y Vivienda	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lotto, Ines Beatriz	1	FPV	48	No	Formosa	79	Viviendas
2017	Diputados	Trabajo y Empleo	Si	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lotto, Ines Beatriz	1	FPV	49	No	Formosa	79	Empleo
2017	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lotto, Ines Beatriz	1	FPV	50	No	Formosa	79	Obras publicas
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lotto, Ines Beatriz	1	FPV	51	No	Formosa	79	Sistema vial
2017	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Soria, Maria Emilia	1	FPV	52	Si	Rio Negro	79	Obras publicas
2017	Diputados	Educacion y Cultura	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Soria, Maria Emilia	1	FPV	53	Si	Rio Negro	79	Educacion
2017	Diputados	Agroindustria	Si	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Abraham, Alejandro	1	FPV	54	Si	Mendoza	79	Sector agropecuario
2017	Diputados	Trabajo y Empleo	Si	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Perez, Martin Alejandro	1	FPV	55	Si	Tierra del Fuego	79	Empleo
2017	Diputados	Trabajo y Empleo	Si	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Perez, Martin Alejandro	1	FPV	56	Si	Tierra del Fuego	79	Empleo
2017	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Perez, Martin Alejandro	1	FPV	57	Si	Tierra del Fuego	79	PAMI
2017	Diputados	Gobierno y Administracion Publica	Si	Gobierno, Politica Interior y Exterior	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Martinez, Oscar Anselmo	1	FPV	58	No	Tierra del Fuego	79	Leyes
2017	Diputados	Economia y Finanzas	Si	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Martinez, Oscar Anselmo	1	FPV	59	No	Tierra del Fuego	79	Inflacion
2017	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Gomez Bull, Mauricio Ricardo	1	FPV	60	Si	Santa Cruz	79	Efectores de salud
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Gomez Bull, Mauricio Ricardo	1	FPV	61	No	Santa Cruz	79	Transporte automotor
2017	Diputados	Energia y Mineria	Si	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Gomez Bull, Mauricio Ricardo	1	FPV	62	Si	Santa Cruz	79	Petroleo
2017	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Estevez, Gabriela Beatriz	1	FPV	63	Si	Cordoba	79	Pobreza y desigualdad
2017	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Volnovich, Luana	1	FPV	64	Si	Buenos Aires	79	Proteccion social
2017	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Basterra, Luis	1	FPV	65	Si	Formosa	79	Deportes
2017	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Basterra, Luis	1	FPV	66	Si	Formosa	79	Presupuesto
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	67	Si	Ciudad Autonoma de Buenos Aires	79	Inflacion
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	68	Si	Ciudad Autonoma de Buenos Aires	79	Inflacion
2017	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	69	No	Ciudad Autonoma de Buenos Aires	79	Proteccion social
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	70	Si	Ciudad Autonoma de Buenos Aires	79	Sistema financiero
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	71	Si	Ciudad Autonoma de Buenos Aires	79	Deuda
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	72	Si	Ciudad Autonoma de Buenos Aires	79	Sistema financiero
2017	Diputados	Habitat y Vivienda	No	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	73	Si	Ciudad Autonoma de Buenos Aires	79	Creditos hipotecarios
2017	Diputados	Sistema Tributario y Federalismo Fiscal	No	Gobierno, Politica Interior y Exterior	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lavagna, Marco	1	Frente Renovador	74	No	Ciudad Autonoma de Buenos Aires	79	Impuestos
2017	Diputados	Educacion y Cultura	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Sola, Felipe	1	Frente Renovador	75	Si	Buenos Aires	79	Educacion
2017	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Sola, Felipe	1	Frente Renovador	76	No	Buenos Aires	79	Salud
2017	Diputados	Politicas Sociales	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Sola, Felipe	1	Frente Renovador	77	Si	Buenos Aires	79	Proteccion social
2017	Diputados	Trabajo y Empleo	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Bermejo, Sixto	1	Frente Renovador	78	Si	Chubut	79	Empleo
2017	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Alegre, Gilberto	1	Frente Renovador	79	Si	Buenos Aires	79	Obras publicas
2017	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Villar Molina, Maria Ines	1	Frente Renovador	80	Si	Neuquen	79	Efectores de salud
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Brezzo, Maria Eugenia	1	Frente Renovador	81	Si	Cordoba	79	Sistema vial
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Brezzo, Maria Eugenia	1	Frente Renovador	82	Si	Cordoba	79	Sistema vial
2017	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Brezzo, Maria Eugenia	1	Frente Renovador	83	No	Cordoba	79	Obras publicas
2017	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Fernandez Mendia, Gustavo Rodolfo	1	Justicialista	84	Si	La Pampa	79	Obras publicas
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Martinez Campos, Gustavo Jose	1	Justicialista	85	Si	Chaco	79	Sistema vial
2017	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Martinez Campos, Gustavo Jose	1	Justicialista	86	Si	Chaco	79	Obras publicas
2017	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Kosiner, Pablo Francisco Juan	1	Justicialista	87	Si	Salta	79	PAMI
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Kosiner, Pablo Francisco Juan	1	Justicialista	88	Si	Salta	79	Sistema vial
2017	Diputados	Inversion y Produccion	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Kosiner, Pablo Francisco Juan	1	Justicialista	89	Si	Salta	79	Pymes
2017	Diputados	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Rubin, Carlos	1	Justicialista	90	Si	Corrientes	79	ATN
2017	Diputados	Energia y Mineria	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Bossio, Diego Luis	1	Justicialista	91	Si	Buenos Aires	79	Energia
2017	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Bossio, Diego Luis	1	Justicialista	92	Si	Buenos Aires	79	ANSES
2017	Diputados	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Bossio, Diego Luis	1	Justicialista	93	Si	Buenos Aires	79	Informacion publica
2017	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Ciciliani, Alicia Mabel	1		94	Si	Santa Fe	79	PAMI
2017	Diputados	Infraestructura	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Ciciliani, Alicia Mabel	1		95	Si	Santa Fe	79	Obras publicas
2017	Diputados	Educacion y Cultura	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Ciciliani, Alicia Mabel	1		96	No	Santa Fe	79	Escuelas y universidades
2017	Diputados	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Ciciliani, Alicia Mabel	1		97	Si	Santa Fe	79	Federalismo fiscal
2017	Diputados	Agroindustria	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Horne, Silvia Renee	1		98	No	Rio Negro	79	Sector agropecuario
2017	Diputados	Agroindustria	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Horne, Silvia Renee	1		99	No	Rio Negro	79	Sector agropecuario
2017	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Horne, Silvia Renee	1		100	Si	Rio Negro	79	Cultura y diversidad
2017	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Ferreyra, Araceli	1		101	Si	Corrientes	79	Administracion judicial
2017	Diputados	Politicas Sociales	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Ferreyra, Araceli	1		102	No	Corrientes	79	Inundaciones
2017	Diputados	Politicas Sociales	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lusquiños, Luis	1	Justicialista	103	Si	San Luis	79	Inundaciones
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lusquiños, Luis	1	Justicialista	104	Si	San Luis	79	Transporte aereo
2017	Diputados	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Lusquiños, Luis	1	Justicialista	105	Si	San Luis	79	Deuda en provincias
2017	Diputados	Inversion y Produccion	Si	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Arenas, Berta Hortensia	1	Compromiso Federal	106	Si	San Luis	79	Industria
2017	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Pitrola, Nestor	1	Partido Obrero	107	No	Buenos Aires	79	Administracion judicial
2017	Diputados	Inversion y Produccion	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Pitrola, Nestor	1	Partido Obrero	108	No	Buenos Aires	79	Industria
2017	Diputados	Energia y Mineria	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Pitrola, Nestor	1	Partido Obrero	109	No	Buenos Aires	79	Petroleo
2017	Diputados	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Pitrola, Nestor	1	Partido Obrero	110	No	Buenos Aires	79	PAMI
2017	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Sosa, Soledad	1		111	Si	Mendoza	79	Administracion judicial
2017	Diputados	Genero, Identidad y Diversidad	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Sosa, Soledad	1		112	Si	Mendoza	79	Genero
2017	Diputados	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Franco, Jorge Daniel	1		113	Si	Misiones	79	Transporte ferroviario
2017	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Franco, Jorge Daniel	1		114	Si	Misiones	79	Educacion
2017	Diputados	Salud y Medio Ambiente	Si	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Franco, Jorge Daniel	1		115	Si	Misiones	79	Efectores de salud
2017	Diputados	Energia y Mineria	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Franco, Jorge Daniel	1		116	No	Misiones	79	Gas
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Heller, Carlos Salomon	1		117	No	Ciudad Autonoma de Buenos Aires	79	Sistema financiero
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Heller, Carlos Salomon	1		118	No	Ciudad Autonoma de Buenos Aires	79	Balanza fiscal
2017	Diputados	Energia y Mineria	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Heller, Carlos Salomon	1		119	No	Ciudad Autonoma de Buenos Aires	79	Gas
2017	Diputados	Economia y Finanzas	No	Desarrollo Economico	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Heller, Carlos Salomon	1		120	No	Ciudad Autonoma de Buenos Aires	79	Sistema financiero
2017	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Giordano, Juan Carlos	1		121	Si	Buenos Aires	79	Educacion
2017	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Giordano, Juan Carlos	1		122	Si	Buenos Aires	79	Derechos humanos
2017	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Giordano, Juan Carlos	1		123	No	Buenos Aires	79	Presupuesto e inversion en educacion y cultura
2017	Diputados	Administracion Judicial y Derechos Humanos	No	Administracion Judicial, Defensa y Seguridad	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Argumedo, Alcira Susana	1		124	Si	Ciudad Autonoma de Buenos Aires	79	Administracion judicial
2017	Diputados	Educacion y Cultura	No	Desarrollo Social y Cultural	401	Wed May 31 00:00:00 ART 2017	Marcos Peña		Opositor	Argumedo, Alcira Susana	1		125	Si	Ciudad Autonoma de Buenos Aires	79	Cultura y diversidad
2017	Senadores	Trabajo y Empleo	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Abal Medina, Juan Manuel	1	FPV	1	Si	Buenos Aires	80	Empleo
2017	Senadores	Economia y Finanzas	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Abal Medina, Juan Manuel	1	FPV	2	Si	Buenos Aires	80	Deuda
2017	Senadores	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Abal Medina, Juan Manuel	1	FPV	3	Si	Buenos Aires	80	Leyes
2017	Senadores	Economia y Finanzas	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Abal Medina, Juan Manuel	1	FPV	4	Si	Buenos Aires	80	Deuda
2017	Senadores	Genero, Identidad y Diversidad	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Abal Medina, Juan Manuel	1	FPV	5	Si	Buenos Aires	80	Genero
2017	Senadores	Economia y Finanzas	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Durango, Norma	1	FPV	6	Si	La Pampa	80	Deuda
2017	Senadores	Infraestructura	Si	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Durango, Norma	1	FPV	7	Si	La Pampa	80	Obras publicas
2017	Senadores	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Mirkin, Beatriz	1	FPV	8	Si	Tucuman	80	Salud
2017	Senadores	Politicas Sociales	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Mirkin, Beatriz	1	FPV	9	Si	Tucuman	80	Proteccion social
2017	Senadores	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Mirkin, Beatriz	1	FPV	10	Si	Tucuman	80	Salud
2017	Senadores	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Gonzalez, Maria Teresa	1	FPV	11	Si	Formosa	80	Transporte ferroviario
2017	Senadores	Infraestructura	Si	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Gonzalez, Maria Teresa	1	FPV	12	Si	Formosa	80	Obras publicas
2017	Senadores	Habitat y Vivienda	Si	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Mayans, Jose Miguel Angel	1	FPV	13	Si	Formosa	80	Viviendas
2017	Senadores	Trabajo y Empleo	Si	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Mayans, Jose Miguel Angel	1	FPV	14	No	Formosa	80	Empleo
2017	Senadores	Economia y Finanzas	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Mayans, Jose Miguel Angel	1	FPV	15	Si	Formosa	80	Deuda
2017	Senadores	Politica Interna	No	Gobierno, Politica Interior y Exterior	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Mayans, Jose Miguel Angel	1	FPV	16	No	Formosa	80	Reforma politica, partidos politicos y elecciones
2017	Senadores	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Labado, Maria Esther	1	FPV	17	Si	Santa Cruz	80	PAMI
2017	Senadores	Infraestructura	Si	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Labado, Maria Esther	1	FPV	18	Si	Santa Cruz	80	Obras publicas
2017	Senadores	Sistema Tributario y Federalismo Fiscal	Si	Gobierno, Politica Interior y Exterior	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Labado, Maria Esther	1	FPV	19	No	Santa Cruz	80	Coparticipacion
2017	Senadores	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Labado, Maria Esther	1	FPV	20	Si	Santa Cruz	80	Sistema vial
2017	Senadores	Energia y Mineria	Si	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Labado, Maria Esther	1	FPV	21	No	Santa Cruz	80	Petroleo
2017	Senadores	Politicas Sociales	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Garcia Larraburu, Silvina Marcela	1	FPV	22	No	Rio Negro	80	Proteccion social
2017	Senadores	Comercio y Turismo	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Garcia Larraburu, Silvina Marcela	1	FPV	23	Si	Rio Negro	80	Turismo
2017	Senadores	Economia y Finanzas	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Garcia Larraburu, Silvina Marcela	1	FPV	24	Si	Rio Negro	80	Deuda
2017	Senadores	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Garcia Larraburu, Silvina Marcela	1	FPV	25	Si	Rio Negro	80	Salud
2017	Senadores	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Garcia Larraburu, Silvina Marcela	1	FPV	26	Si	Rio Negro	80	PAMI
2017	Senadores	Habitat y Vivienda	No	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Garcia Larraburu, Silvina Marcela	1	FPV	27	Si	Rio Negro	80	Viviendas
2017	Senadores	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Catalan Magni, Julio Cesar	1	FPV	28	Si	Tierra del Fuego	80	Plan de gobierno
2017	Senadores	Energia y Mineria	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Gimenez, Sandra Daniela	1	Frente Renovador de la Concordia	29	Si	Misiones	80	Energia
2017	Senadores	Economia y Finanzas	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Gimenez, Sandra Daniela	1	Frente Renovador de la Concordia	30	Si	Misiones	80	Sistema financiero
2017	Senadores	Economia y Finanzas	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Gimenez, Sandra Daniela	1	Frente Renovador de la Concordia	31	Si	Misiones	80	Politica economica
2017	Senadores	Salud y Medio Ambiente	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Gimenez, Sandra Daniela	1	Frente Renovador de la Concordia	32	Si	Misiones	80	Salud
2017	Senadores	Politica Exterior	No	Gobierno, Politica Interior y Exterior	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Ojeda, Jose Anatolio	1	FPV	33	Si	Tierra del Fuego	80	Malvinas
2017	Senadores	Inversion y Produccion	Si	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Ojeda, Jose Anatolio	1	FPV	34	Si	Tierra del Fuego	80	Produccion
2017	Senadores	Agroindustria	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Ojeda, Jose Anatolio	1	FPV	35	Si	Tierra del Fuego	80	Sector agropecuario
2017	Senadores	Inversion y Produccion	No	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Ojeda, Jose Anatolio	1	FPV	36	Si	Tierra del Fuego	80	Produccion
2017	Senadores	Politicas Sociales	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Pais, Juan	1	FPV	37	No	Chubut	80	Sistema previsional
2017	Senadores	Politicas Sociales	No	Desarrollo Social y Cultural	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Pais, Juan	1	FPV	38	No	Chubut	80	Sistema previsional
2017	Senadores	Energia y Mineria	Si	Desarrollo Economico	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Pais, Juan	1	FPV	39	Si	Chubut	80	Petroleo
2017	Senadores	Gobierno y Administracion Publica	No	Gobierno, Politica Interior y Exterior	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Pais, Juan	1	FPV	40	Si	Chubut	80	Administracion publica
2017	Senadores	Transporte y Vialidad	Si	Infraestructura, Vivienda y Transporte	259	Wed Jun 28 00:00:00 ART 2017	Marcos Peña		Opositor	Pais, Juan	1	FPV	41	Si	Chubut	80	Sistema vial
